Start time: 1725087969
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.84,   23.60,  94.42,      0.125,    2.99,   11.21,  89.69,     0.250,    1.81,   37.08, 148.31
            1,      0.750,    3.57,   56.39,  75.19,      0.375,    3.56,   28.28,  75.40,     0.750,    3.00,   67.20,  89.60
            2,      1.250,    3.62,   92.62,  74.09,      0.625,    3.67,   45.66,  73.06,     1.250,    3.21,  104.53,  83.62
            3,      1.750,    3.75,  125.20,  71.54,      0.875,    3.77,   62.29,  71.18,     1.750,    3.33,  140.86,  80.49
            4,      2.250,    3.88,  155.54,  69.13,      1.125,    3.84,   78.58,  69.85,     2.250,    3.48,  173.36,  77.05
            6,      3.250,    4.12,  211.65,  65.12,      1.625,    4.06,  107.49,  66.15,     3.250,    3.78,  230.86,  71.03
            8,      4.250,    4.45,  256.14,  60.27,      2.125,    4.40,  129.67,  61.02,     4.250,    4.14,  275.63,  64.86
           12,      6.250,    5.47,  306.55,  49.05,      3.125,    5.44,  154.17,  49.34,     6.250,    6.26,  268.18,  42.91
           16,      8.250,    6.59,  336.10,  40.74,      4.125,    6.55,  169.00,  40.97,     8.250,    8.11,  273.20,  33.12
           20,     10.250,    8.24,  333.96,  32.58,      5.125,    8.28,  166.25,  32.44,    10.250,   10.18,  270.28,  26.37
           24,     12.250,   10.52,  312.52,  25.51,      6.125,   10.50,  156.54,  25.56,    12.250,   12.21,  269.23,  21.98
           28,     14.250,   11.51,  332.48,  23.33,      7.125,   11.44,  167.17,  23.46,    14.250,   14.29,  267.72,  18.79
           32,     16.250,   13.05,  334.36,  20.58,      8.125,   13.03,  167.37,  20.60,    16.250,   16.12,  270.67,  16.66
           40,     20.250,   16.25,  334.51,  16.52,     10.125,   16.23,  167.44,  16.54,    20.250,   20.32,  267.47,  13.21
           48,     24.250,   19.65,  331.22,  13.66,     12.125,   19.62,  165.89,  13.68,    24.250,   24.52,  265.44,  10.95
           56,     28.250,   23.13,  327.84,  11.61,     14.125,   23.15,  163.79,  11.60,    28.250,   28.75,  263.76,   9.34
           64,     32.250,   26.67,  324.60,  10.07,     16.125,   26.74,  161.87,  10.04,    32.250,   33.09,  261.62,   8.11
           80,     40.250,   33.01,  327.34,   8.13,     20.125,   32.93,  164.05,   8.15,    40.250,   41.78,  258.58,   6.42
          104,     52.250,   43.56,  321.98,   6.16,     26.125,   43.74,  160.33,   6.14,    52.250,   54.65,  256.65,   4.91
          120,     60.250,   50.76,  318.62,   5.29,     30.125,   51.34,  157.52,   5.23,    60.250,   63.22,  255.84,   4.25
          128,     64.250,   55.15,  312.72,   4.87,     32.125,   55.19,  156.25,   4.86,    64.250,   67.53,  255.40,   3.98
          160,     80.250,   66.92,  321.92,   4.01,     40.125,   66.92,  160.96,   4.01,    80.250,   86.15,  250.04,   3.12
          192,     96.250,   83.04,  311.12,   3.23,     48.125,   82.86,  155.90,   3.24,    96.250,  103.34,  250.01,   2.60
          256,    128.250,  109.65,  313.98,   2.45,     64.125,  109.81,  156.76,   2.44,   128.250,  137.79,  249.86,   1.95
          320,    160.250,  139.26,  308.89,   1.93,     80.125,  139.38,  154.31,   1.93,   160.250,  172.30,  249.66,   1.56
          512,    256.250,  225.65,  304.84,   1.19,    128.125,  225.66,  152.41,   1.19,   256.250,  275.74,  249.46,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725088125
