Start time: 1725087634
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.81,   23.89,  95.56,      0.125,    2.90,   11.56,  92.47,     0.250,    1.78,   37.64, 150.55
            1,      0.750,    3.52,   57.24,  76.33,      0.375,    3.52,   28.60,  76.26,     0.750,    2.94,   68.57,  91.43
            2,      1.250,    3.59,   93.44,  74.75,      0.625,    3.65,   45.90,  73.44,     1.250,    3.10,  108.17,  86.54
            3,      1.750,    3.72,  126.31,  72.18,      0.875,    3.70,   63.41,  72.47,     1.750,    3.29,  142.92,  81.67
            4,      2.250,    3.85,  156.84,  69.71,      1.125,    3.83,   78.87,  70.11,     2.250,    3.44,  175.63,  78.06
            6,      3.250,    4.13,  210.98,  64.92,      1.625,    4.08,  107.04,  65.87,     3.250,    3.74,  233.52,  71.85
            8,      4.250,    4.41,  258.75,  60.88,      2.125,    4.40,  129.76,  61.06,     4.250,    4.05,  281.90,  66.33
           12,      6.250,    5.46,  307.05,  49.13,      3.125,    5.43,  154.51,  49.44,     6.250,    6.23,  269.30,  43.09
           16,      8.250,    6.56,  337.59,  40.92,      4.125,    6.52,  169.78,  41.16,     8.250,    8.09,  273.85,  33.19
           20,     10.250,    8.22,  334.73,  32.66,      5.125,    8.26,  166.65,  32.52,    10.250,   10.18,  270.39,  26.38
           24,     12.250,   10.50,  313.06,  25.56,      6.125,   10.50,  156.59,  25.57,    12.250,   12.21,  269.25,  21.98
           28,     14.250,   11.49,  332.80,  23.35,      7.125,   11.44,  167.23,  23.47,    14.250,   14.29,  267.68,  18.78
           32,     16.250,   13.03,  334.85,  20.61,      8.125,   13.01,  167.63,  20.63,    16.250,   16.11,  270.84,  16.67
           40,     20.250,   16.25,  334.59,  16.52,     10.125,   16.23,  167.45,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.64,  331.41,  13.67,     12.125,   19.61,  165.93,  13.69,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.12,  327.93,  11.61,     14.125,   23.15,  163.79,  11.60,    28.250,   28.75,  263.77,   9.34
           64,     32.250,   26.66,  324.71,  10.07,     16.125,   26.71,  162.05,  10.05,    32.250,   33.09,  261.66,   8.11
           80,     40.250,   32.98,  327.61,   8.14,     20.125,   32.93,  164.04,   8.15,    40.250,   41.77,  258.65,   6.43
          104,     52.250,   43.52,  322.29,   6.17,     26.125,   43.74,  160.32,   6.14,    52.250,   54.63,  256.72,   4.91
          120,     60.250,   50.74,  318.75,   5.29,     30.125,   51.33,  157.55,   5.23,    60.250,   63.19,  255.94,   4.25
          128,     64.250,   55.15,  312.75,   4.87,     32.125,   55.19,  156.25,   4.86,    64.250,   67.51,  255.48,   3.98
          160,     80.250,   66.90,  321.99,   4.01,     40.125,   66.89,  161.02,   4.01,    80.250,   86.13,  250.10,   3.12
          192,     96.250,   83.01,  311.26,   3.23,     48.125,   82.83,  155.96,   3.24,    96.250,  103.32,  250.08,   2.60
          256,    128.250,  109.62,  314.04,   2.45,     64.125,  109.76,  156.83,   2.45,   128.250,  137.74,  249.94,   1.95
          320,    160.250,  139.22,  308.98,   1.93,     80.125,  139.33,  154.37,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.58,  304.93,   1.19,    128.125,  225.59,  152.46,   1.19,   256.250,  275.64,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725087789
