Start time: 1725074624
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    3.09,   21.75,  86.98,      0.125,    3.19,   10.50,  84.02,     0.250,    2.15,   31.21, 124.85
            1,      0.750,    3.76,   53.57,  71.43,      0.375,    3.78,   26.64,  71.03,     0.750,    3.25,   62.00,  82.67
            2,      1.250,    3.77,   88.98,  71.18,      0.625,    3.83,   43.84,  70.14,     1.250,    3.44,   97.40,  77.92
            3,      1.750,    3.96,  118.72,  67.84,      0.875,    3.94,   59.64,  68.17,     1.750,    3.51,  133.84,  76.48
            4,      2.250,    4.01,  150.58,  66.92,      1.125,    4.08,   73.93,  65.71,     2.250,    3.79,  159.24,  70.77
            6,      3.250,    4.30,  202.89,  62.43,      1.625,    4.29,  101.66,  62.56,     3.250,    3.93,  221.82,  68.25
            8,      4.250,    4.56,  250.41,  58.92,      2.125,    4.48,  127.30,  59.91,     4.250,    4.22,  270.60,  63.67
           12,      6.250,    5.49,  305.54,  48.89,      3.125,    5.47,  153.24,  49.04,     6.250,    6.29,  266.81,  42.69
           16,      8.250,    6.62,  334.53,  40.55,      4.125,    6.59,  168.05,  40.74,     8.250,    8.15,  271.86,  32.95
           20,     10.250,    8.26,  333.27,  32.51,      5.125,    8.31,  165.61,  32.31,    10.250,   10.22,  269.14,  26.26
           24,     12.250,   10.55,  311.78,  25.45,      6.125,   10.54,  156.02,  25.47,    12.250,   12.24,  268.68,  21.93
           28,     14.250,   11.53,  331.85,  23.29,      7.125,   11.46,  166.94,  23.43,    14.250,   14.31,  267.31,  18.76
           32,     16.250,   13.06,  334.00,  20.55,      8.125,   13.05,  167.07,  20.56,    16.250,   16.12,  270.65,  16.66
           40,     20.250,   16.26,  334.37,  16.51,     10.125,   16.24,  167.40,  16.53,    20.250,   20.33,  267.43,  13.21
           48,     24.250,   19.64,  331.43,  13.67,     12.125,   19.62,  165.86,  13.68,    24.250,   24.52,  265.46,  10.95
           56,     28.250,   23.13,  327.87,  11.61,     14.125,   23.15,  163.76,  11.59,    28.250,   28.73,  263.97,   9.34
           64,     32.250,   26.66,  324.70,  10.07,     16.125,   26.74,  161.88,  10.04,    32.250,   33.09,  261.60,   8.11
           80,     40.250,   33.00,  327.40,   8.13,     20.125,   32.93,  164.07,   8.15,    40.250,   41.78,  258.59,   6.42
          104,     52.250,   43.55,  322.02,   6.16,     26.125,   43.74,  160.33,   6.14,    52.250,   54.65,  256.66,   4.91
          120,     60.250,   50.75,  318.69,   5.29,     30.125,   51.36,  157.44,   5.23,    60.250,   63.22,  255.83,   4.25
          128,     64.250,   55.14,  312.77,   4.87,     32.125,   55.21,  156.21,   4.86,    64.250,   67.54,  255.34,   3.97
          160,     80.250,   66.91,  321.94,   4.01,     40.125,   66.89,  161.02,   4.01,    80.250,   86.16,  250.03,   3.12
          192,     96.250,   82.97,  311.39,   3.24,     48.125,   82.83,  155.97,   3.24,    96.250,  103.34,  250.01,   2.60
          256,    128.250,  109.65,  313.98,   2.45,     64.125,  109.79,  156.79,   2.45,   128.250,  137.77,  249.89,   1.95
          320,    160.250,  139.24,  308.93,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.29,  249.68,   1.56
          512,    256.250,  225.59,  304.92,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.68,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725074779
