Start time: 1725074972
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.87,   23.37,  93.47,      0.125,    2.95,   11.37,  91.00,     0.250,    1.86,   36.16, 144.63
            1,      0.750,    3.55,   56.65,  75.53,      0.375,    3.54,   28.40,  75.72,     0.750,    3.03,   66.47,  88.62
            2,      1.250,    3.62,   92.64,  74.11,      0.625,    3.62,   46.38,  74.21,     1.250,    3.19,  105.35,  84.28
            3,      1.750,    3.77,  124.70,  71.26,      0.875,    3.74,   62.80,  71.77,     1.750,    3.36,  139.69,  79.82
            4,      2.250,    3.89,  155.18,  68.97,      1.125,    3.87,   78.13,  69.45,     2.250,    3.48,  173.31,  77.03
            6,      3.250,    4.13,  211.19,  64.98,      1.625,    4.05,  107.76,  66.31,     3.250,    3.76,  231.90,  71.35
            8,      4.250,    4.44,  256.89,  60.44,      2.125,    4.41,  129.29,  60.84,     4.250,    4.09,  278.80,  65.60
           12,      6.250,    5.46,  306.99,  49.12,      3.125,    5.44,  154.29,  49.37,     6.250,    6.25,  268.35,  42.94
           16,      8.250,    6.58,  336.82,  40.83,      4.125,    6.54,  169.39,  41.06,     8.250,    8.09,  273.61,  33.16
           20,     10.250,    8.23,  334.32,  32.62,      5.125,    8.26,  166.59,  32.51,    10.250,   10.18,  270.18,  26.36
           24,     12.250,   10.53,  312.22,  25.49,      6.125,   10.50,  156.54,  25.56,    12.250,   12.22,  269.14,  21.97
           28,     14.250,   11.50,  332.57,  23.34,      7.125,   11.44,  167.24,  23.47,    14.250,   14.30,  267.50,  18.77
           32,     16.250,   13.04,  334.64,  20.59,      8.125,   13.01,  167.60,  20.63,    16.250,   16.11,  270.85,  16.67
           40,     20.250,   16.25,  334.57,  16.52,     10.125,   16.23,  167.48,  16.54,    20.250,   20.32,  267.52,  13.21
           48,     24.250,   19.62,  331.73,  13.68,     12.125,   19.62,  165.89,  13.68,    24.250,   24.52,  265.48,  10.95
           56,     28.250,   23.12,  327.93,  11.61,     14.125,   23.14,  163.84,  11.60,    28.250,   28.75,  263.77,   9.34
           64,     32.250,   26.66,  324.70,  10.07,     16.125,   26.74,  161.87,  10.04,    32.250,   33.09,  261.66,   8.11
           80,     40.250,   32.99,  327.55,   8.14,     20.125,   32.93,  164.06,   8.15,    40.250,   41.77,  258.67,   6.43
          104,     52.250,   43.55,  322.05,   6.16,     26.125,   43.72,  160.39,   6.14,    52.250,   54.64,  256.70,   4.91
          120,     60.250,   50.75,  318.67,   5.29,     30.125,   51.35,  157.49,   5.23,    60.250,   63.21,  255.88,   4.25
          128,     64.250,   55.14,  312.79,   4.87,     32.125,   55.18,  156.28,   4.86,    64.250,   67.51,  255.46,   3.98
          160,     80.250,   66.91,  321.95,   4.01,     40.125,   66.90,  161.00,   4.01,    80.250,   86.14,  250.07,   3.12
          192,     96.250,   83.02,  311.20,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.62,  314.04,   2.45,     64.125,  109.78,  156.80,   2.45,   128.250,  137.79,  249.85,   1.95
          320,    160.250,  139.26,  308.90,   1.93,     80.125,  139.38,  154.32,   1.93,   160.250,  172.28,  249.69,   1.56
          512,    256.250,  225.55,  304.98,   1.19,    128.125,  225.61,  152.44,   1.19,   256.250,  275.62,  249.57,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725075127
