LAMMPS (17 Apr 2024 - Development - a8687b5)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 3.1803 3.1803 3.1803
Created orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  12 by 16 by 16 MPI processor grid
Created 128 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  create_atoms CPU = 0.119 seconds
SNAP Element = W, Radius 0.5, Weight 1
SNAP keyword rcutfac 4.87644
SNAP keyword twojmax 8
SNAP keyword rfac0 0.99363
SNAP keyword rmin0 0
SNAP keyword bzeroflag 1
SNAP keyword quadraticflag 0
Displacing atoms ...
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.87644
  ghost atom cutoff = 4.87644
  binsize = 2.43822, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair zbl, perpetual
      attributes: half, newton on, kokkos_device, cut 4.8
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
  (2) pair snap, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 2.489 | 2.606 | 5.231 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
Pair    | 0.11017    | 0.29525    | 4.2542     | 100.9 |  0.23
Neigh   | 0.15805    | 0.18259    | 0.29144    |   4.1 |  0.14
Comm    | 80.631     | 90.566     | 105.69     |  48.6 | 71.18
Output  | 1.3475     | 1.736      | 1.9593     |   8.0 |  1.36
Modify  | 0.1064     | 0.11703    | 0.15475    |   1.3 |  0.09
Other   |            | 34.34      |            |       | 26.99

Nlocal:      0.0416667 ave           1 max           0 min
Histogram: 2944 0 0 0 0 0 0 0 0 128
Nghost:        77.3418 ave          91 max          62 min
Histogram: 10 68 235 409 575 642 708 261 120 44
Neighs:         3.5651 ave          23 max           0 min
Histogram: 2213 0 6 65 211 268 245 54 9 1
FullNghs:      1.10026 ave          31 max           0 min
Histogram: 2944 0 0 0 0 0 0 11 91 26

Total # of neighbors = 12698
Ave neighs/atom = 99.203125
Neighbor list builds = 20000
Dangerous builds = 20000
Total wall time: 0:02:07
START OF JOBSPEC
{"resources": [{"type": "node", "count": 32, "with": [{"type": "slot", "count": 96, "with": [{"type": "core", "count": 1}], "label": "task"}]}], "tasks": [{"command": ["lmp", "-k", "on", "-sf", "kk", "-pk", "kokkos", "newton", "on", "neigh", "half", "-in", "in.snap.test", "-var", "snapdir", "2J8_W.SNAP", "-v", "x", "128", "-v", "y", "128", "-v", "z", "128", "-var", "nsteps", "20000"], "slot": "task", "count": {"per_slot": 1}}], "attributes": {"system": {"duration": 0, "cwd": "/code", "shell": {"options": {"rlimit": {"cpu": -1, "fsize": -1, "data": -1, "stack": 10485760, "core": -1, "nofile": 1048576, "as": -1, "rss": -1, "nproc": -1}, "cpu-affinity": "per-task"}}}, "user": {"study_id": "lammps-small-32-iter-3-20k"}}, "version": 1}
START OF EVENTLOG
{"timestamp":1724221442.3918095,"name":"init"}
{"timestamp":1724221442.3925037,"name":"starting"}
{"timestamp":1724221442.4164493,"name":"shell.init","context":{"service":"0-shell-f5gjJJCpP","leader-rank":0,"size":32}}
{"timestamp":1724221442.7279606,"name":"shell.start","context":{"taskmap":{"version":1,"map":[[0,32,96,1]]}}}
{"timestamp":1724221581.3508179,"name":"shell.task-exit","context":{"localid":16,"rank":1360,"state":"Exited","pid":676,"wait_status":0,"signaled":0,"exitcode":0}}
{"timestamp":1724221581.6788633,"name":"complete","context":{"status":0}}
{"timestamp":1724221581.6789412,"name":"done"}

