,experiment,size,iterations,cost,duration
0,google/gke/cpu,64,5,40.79216130803425,453.4701726436615
1,google/gke/cpu,32,5,31.847531951777135,708.0725977420807
2,google/gke/cpu,128,5,201.99911769443088,1122.7717757225037
3,google/gke/cpu,256,5,198.5940061431885,551.9225714206696
4,google/gke/cpu,4,5,0.3542360632578532,63.00641441345215
5,google/compute-engine/cpu,64,5,63.59961806818644,707.0115644931793
6,google/compute-engine/cpu,32,5,29.49796492385864,655.8342003822327
7,google/compute-engine/cpu,128,5,141.5388549501207,786.7154734134674
8,google/compute-engine/cpu,256,5,356.90156408081054,991.8830523490906
9,aws/eks/cpu,64,5,22.18736936035156,433.34705781936646
10,aws/eks/cpu,32,5,10.235863574218747,399.8384208679199
11,aws/eks/cpu,128,5,53.67888937988281,524.2079041004181
12,aws/eks/cpu,256,5,153.2179490722656,748.134516954422
13,aws/parallel-cluster/cpu,64,5,21.9648,429
14,aws/parallel-cluster/cpu,32,5,10.496,410
15,aws/parallel-cluster/cpu,128,5,49.0496,479
16,aws/parallel-cluster/cpu,256,5,105.8816,517
17,azure/cyclecloud/cpu,64,5,21.184,331
18,azure/cyclecloud/cpu,32,5,10.816,338
19,azure/cyclecloud/cpu,128,5,49.024,383
20,azure/cyclecloud/cpu,256,5,47.36,185
21,azure/aks/cpu,64,5,26.40234910583496,412.53670477867126
22,azure/aks/cpu,32,5,11.804975585937498,368.9054870605469
23,azure/aks/cpu,128,5,65.87215234375,514.6261901855469
24,azure/aks/cpu,256,5,204.9951137084961,800.7621629238129
25,google/gke/gpu,32,5,14.086163536919488,67.83790230751038
26,google/gke/gpu,4,5,1.3917158581203883,53.619189739227295
27,google/gke/gpu,8,5,2.6736322402954102,51.504045724868774
28,google/gke/gpu,16,5,6.82433566148546,65.73097276687622
29,google/compute-engine/gpu,32,5,54.38622196384006,261.91994738578796
30,google/compute-engine/gpu,4,5,19.147949741448297,737.7206664085388
31,google/compute-engine/gpu,8,5,8.14357968987359,156.87546491622925
32,google/compute-engine/gpu,16,5,21.53892936401367,207.45972204208374
33,azure/cyclecloud/gpu,32,5,8.028711111111113,41
34,azure/cyclecloud/gpu,4,5,2.2764333333333333,93
35,azure/cyclecloud/gpu,8,5,3.280022222222222,67
36,azure/cyclecloud/gpu,16,5,6.560044444444445,67
37,azure/aks/gpu,32,5,7.705437937588162,39.34914970397949
38,azure/aks/gpu,4,5,0.1468728060934279,6.000250816345215
39,azure/aks/gpu,8,5,1.3485143616093533,27.54568600654602
40,azure/aks/gpu,16,5,4.0147700719091635,41.004233598709106
41,aws/eks/gpu,4,5,1.0410027756055196,27.291071891784668
42,aws/eks/gpu,8,5,2.1694517635822295,28.437322854995728
43,aws/eks/gpu,16,5,4.810405879571702,31.527565479278564
