,experiment,cost,size,duration
491,aws/eks/cpu,30.933193408203124,256,151.04098343849182
493,aws/eks/cpu,30.52859306640625,256,149.06539583206177
675,aws/parallel-cluster/cpu,19.8656,256,97
677,aws/parallel-cluster/cpu,22.1184,256,108
679,aws/parallel-cluster/cpu,20.275199999999998,256,99
681,aws/parallel-cluster/cpu,20.0704,256,98
683,aws/parallel-cluster/cpu,23.552000000000003,256,115
719,azure/cyclecloud/cpu,24.064,256,94
721,azure/cyclecloud/cpu,23.296,256,91
795,azure/aks/cpu,41.09444348144531,256,160.52516984939575
797,azure/aks/cpu,40.59875463867188,256,158.588885307312
799,azure/aks/cpu,41.320063598632814,256,161.40649843215942
801,azure/aks/cpu,40.88047052001953,256,159.6893379688263
803,azure/aks/cpu,41.10138146972656,256,160.55227136611938
35,google/gke/cpu,0.07562633397314282,4,13.451324224472046
37,google/gke/cpu,0.06881462744077045,4,12.239755868911743
39,google/gke/cpu,0.07045916373994614,4,12.532262325286865
41,google/gke/cpu,0.06873331621487935,4,12.225293397903442
43,google/gke/cpu,0.07060262188911437,4,12.557778596878052
45,google/gke/cpu,0.07708565332624646,4,13.71088695526123
47,google/gke/cpu,0.06137573871082729,4,10.916633367538452
49,google/gke/cpu,0.07526411163012187,4,13.386897325515747
51,google/gke/cpu,0.06886091559198167,4,12.247988939285278
53,google/gke/cpu,0.0688697531276279,4,12.249560832977295
55,google/gke/cpu,0.06935488732126023,4,12.335849523544312
57,google/gke/cpu,0.07759148930973477,4,13.800857782363892
59,google/gke/cpu,0.07051538858943515,4,12.54226279258728
61,google/gke/cpu,0.06881324812571207,4,12.239510536193848
63,google/gke/cpu,0.06880724294450548,4,12.238442420959473
65,google/gke/cpu,0.07705726946194967,4,13.705838441848755
67,google/gke/cpu,0.061311376036538016,4,10.905185461044312
69,google/gke/cpu,0.06934033011860317,4,12.333260297775269
71,google/gke/cpu,0.07553591980404323,4,13.435242652893066
73,google/gke/cpu,0.07538667898707918,4,13.408697843551636
75,google/gke/cpu,0.06950967220730252,4,12.363380432128906
77,google/gke/cpu,0.07072155396673414,4,12.578932523727417
79,google/gke/cpu,0.07530791996320088,4,13.394689321517944
81,google/gke/cpu,0.0696204503748152,4,12.383084058761597
83,google/gke/cpu,0.07019592903455098,4,12.48544192314148
85,google/gke/cpu,0.0613643784628974,4,10.914612770080566
87,google/gke/cpu,0.06880431541866724,4,12.237921714782715
89,google/gke/cpu,0.07718362356821695,4,13.728312492370605
91,google/gke/cpu,0.07060596629248725,4,12.55837345123291
93,google/gke/cpu,0.061994600783454035,4,11.026707649230957
95,google/gke/cpu,0.07731745332082113,4,13.752116203308105
97,google/gke/cpu,0.07741176013416713,4,13.768890142440796
99,google/gke/cpu,0.07549604700936212,4,13.428150653839111
101,google/gke/cpu,0.061316461674372345,4,10.906090021133423
103,google/gke/cpu,0.0688828639931149,4,12.251892805099487
105,google/gke/cpu,0.07072877090771992,4,12.5802161693573
107,google/gke/cpu,0.0695338403807746,4,12.367679119110107
109,google/gke/cpu,0.06886841000450981,4,12.249321937561035
111,google/gke/cpu,0.07061712815496655,4,12.560358762741089
113,google/gke/cpu,0.07554589671558803,4,13.43701720237732
115,google/gke/cpu,0.06131457165082295,4,10.90575385093689
117,google/gke/cpu,0.07058908342255486,4,12.555370569229126
119,google/gke/cpu,0.07552803264194065,4,13.433839797973633
121,google/gke/cpu,0.07741007787916396,4,13.768590927124023
123,google/gke/cpu,0.0772491215970781,4,13.739962339401245
125,google/gke/cpu,0.0755116698635949,4,13.43092942237854
127,google/gke/cpu,0.07553603776295979,4,13.435263633728027
129,google/gke/cpu,0.06131895623736911,4,10.90653371810913
131,google/gke/cpu,0.07055317565600076,4,12.548983812332153
133,google/gke/cpu,0.06139246072769165,4,10.919607639312744
135,google/gke/cpu,0.0694164739396837,4,12.346803665161133
137,google/gke/cpu,0.06935206300947401,4,12.335347175598145
139,google/gke/cpu,0.06143259892993502,4,10.926746845245361
141,google/gke/cpu,0.06876563829845853,4,12.231042385101318
143,google/gke/cpu,0.0773689477496677,4,13.761275291442871
145,google/gke/cpu,0.06949778382513258,4,12.361265897750854
147,google/gke/cpu,0.07738616170883178,4,13.764337062835693
149,google/gke/cpu,0.06967881725099351,4,12.393465518951416
151,google/gke/cpu,0.07048880359861585,4,12.537534236907959
153,google/gke/cpu,0.06120350930955674,4,10.88599967956543
197,google/gke/gpu,0.2895991180419922,4,11.157500267028809
199,google/gke/gpu,0.28496374477810327,4,10.978911399841309
201,google/gke/gpu,0.2422659590827094,4,9.333876848220825
203,google/gke/gpu,0.2870043941921658,4,11.05753231048584
205,google/gke/gpu,0.28788264202541775,4,11.091368913650513
327,google/compute-engine/gpu,3.9238126811557343,4,151.17428994178772
329,google/compute-engine/gpu,3.767301789601644,4,145.1443326473236
331,google/compute-engine/gpu,3.7875959601508242,4,145.92621421813965
333,google/compute-engine/gpu,3.738087011973063,4,144.0187633037567
335,google/compute-engine/gpu,3.93115229856703,4,151.45706629753113
337,google/compute-engine/gpu,0.6278630957709418,4,24.18993091583252
339,google/compute-engine/gpu,0.5774421674092611,4,22.24734377861023
341,google/compute-engine/gpu,0.5718043845282661,4,22.030134677886963
343,google/compute-engine/gpu,0.5366509000142415,4,20.67576241493225
345,google/compute-engine/gpu,0.6680163941277398,4,25.73693299293518
347,google/compute-engine/gpu,0.5519965142991807,4,21.26698899269104
349,google/compute-engine/gpu,0.5766179247538248,4,22.215587854385376
351,google/compute-engine/gpu,0.5957182200961643,4,22.951472520828247
353,google/compute-engine/gpu,0.560373696984185,4,21.58974003791809
355,google/compute-engine/gpu,0.5755448510911729,4,22.17424511909485
357,google/compute-engine/gpu,0.6380219047546387,4,24.581323385238647
359,google/compute-engine/gpu,0.8987144899156357,4,34.62513017654419
361,google/compute-engine/gpu,0.726500431060791,4,27.99017071723938
363,google/compute-engine/gpu,0.677845150841607,4,26.115609407424927
365,google/compute-engine/gpu,0.647544477420383,4,24.948203325271606
585,aws/eks/gpu,0.20872603178819016,4,5.471990346908569
587,aws/eks/gpu,0.2087272049585978,4,5.472021102905273
589,aws/eks/gpu,0.20699129471778868,4,5.426512241363525
591,aws/eks/gpu,0.20785320209927027,4,5.449108123779297
593,aws/eks/gpu,0.2087050420416726,4,5.471440076828003
595,aws/eks/gpu,0.20601013320022157,4,5.400789976119995
597,aws/eks/gpu,0.20794663739204405,4,5.451557636260986
599,aws/eks/gpu,0.20862798566288418,4,5.469419956207275
601,aws/eks/gpu,0.20545995265642802,4,5.386366367340088
603,aws/eks/gpu,0.206795511674881,4,5.421379566192627
605,aws/eks/gpu,0.2123259006367789,4,5.566365003585815
607,aws/eks/gpu,0.20914629962444303,4,5.483008146286011
609,aws/eks/gpu,0.2141633765141169,4,5.61453652381897
611,aws/eks/gpu,0.20430992735491857,4,5.3562171459198
613,aws/eks/gpu,0.2078542752318912,4,5.449136257171631
615,aws/eks/gpu,0.208975480556488,4,5.478529930114746
617,aws/eks/gpu,0.20698315527968936,4,5.4262988567352295
619,aws/eks/gpu,0.20600282134744854,4,5.4005982875823975
621,aws/eks/gpu,0.20452325338787503,4,5.361809730529785
623,aws/eks/gpu,0.20806236292256247,4,5.454591512680054
625,aws/eks/gpu,0.20972306293646492,4,5.498128652572632
627,aws/eks/gpu,0.2070813287258148,4,5.428872585296631
629,aws/eks/gpu,0.20924701948695712,4,5.4856486320495605
631,aws/eks/gpu,0.20933417058785755,4,5.487933397293091
633,aws/eks/gpu,0.20750229682657453,4,5.439908742904663
635,aws/eks/gpu,0.20667370202806262,4,5.418186187744141
637,aws/eks/gpu,0.20623940161863963,4,5.4068005084991455
639,aws/eks/gpu,0.20921539845201703,4,5.484819650650024
641,aws/eks/gpu,0.20649120582209693,4,5.41340184211731
643,aws/eks/gpu,0.20404831035402085,4,5.349358558654785
747,azure/cyclecloud/gpu,0.4650777777777778,4,19
749,azure/cyclecloud/gpu,0.24477777777777776,4,10
751,azure/cyclecloud/gpu,0.24477777777777776,4,10
753,azure/cyclecloud/gpu,1.0280666666666667,4,42
755,azure/cyclecloud/gpu,0.29373333333333335,4,12
757,azure/cyclecloud/gpu,0.31821111111111117,4,13
759,azure/cyclecloud/gpu,0.31821111111111117,4,13
761,azure/cyclecloud/gpu,0.29373333333333335,4,12
763,azure/cyclecloud/gpu,0.24477777777777776,4,10
765,azure/cyclecloud/gpu,0.24477777777777776,4,10
767,azure/cyclecloud/gpu,0.24477777777777776,4,10
769,azure/cyclecloud/gpu,0.4650777777777778,4,19
771,azure/cyclecloud/gpu,0.24477777777777776,4,10
773,azure/cyclecloud/gpu,0.4895555555555555,4,20
845,google/gke/cpu,99.29700307159425,256,275.9612857103348
847,azure/cyclecloud/cpu,23.68,256,92.5
849,azure/cyclecloud/cpu,23.68,256,92.5
851,azure/cyclecloud/gpu,4.014355555555556,32,20.5
853,azure/aks/gpu,0.1468728060934279,4,6.000250816345215
167,google/gke/gpu,0.5292072265625,8,10.194488525390625
169,google/gke/gpu,0.5272822981092665,8,10.157407283782959
171,google/gke/gpu,0.5299066390991212,8,10.207961797714233
173,google/gke/gpu,0.527229870944553,8,10.156397342681885
175,google/gke/gpu,0.5600062055799695,8,10.787790775299072
177,google/gke/gpu,0.6146796936035156,8,11.841004371643066
179,google/gke/gpu,0.6026681549072265,8,11.609617710113525
181,google/gke/gpu,0.6078935441758898,8,11.710278034210205
183,google/gke/gpu,0.6033955384996202,8,11.623629808425903
185,google/gke/gpu,0.6243230740017361,8,12.026771545410156
277,google/compute-engine/gpu,2.064088379075792,8,39.76197648048401
279,google/compute-engine/gpu,1.6566439975314668,8,31.913090705871582
281,google/compute-engine/gpu,1.5161861899481879,8,29.207353830337524
283,google/compute-engine/gpu,1.3907882215711804,8,26.791725158691406
285,google/compute-engine/gpu,1.5158729017469619,8,29.201318740844727
287,google/compute-engine/gpu,1.52047923956977,8,29.290053844451904
289,google/compute-engine/gpu,1.492046772766113,8,28.742339372634888
291,google/compute-engine/gpu,1.3836560602823893,8,26.654333353042603
293,google/compute-engine/gpu,1.460668000793457,8,28.13786816596985
295,google/compute-engine/gpu,1.3991772115071615,8,26.953328132629395
297,google/compute-engine/gpu,1.938731995985243,8,37.34714889526367
299,google/compute-engine/gpu,2.3438241107516817,8,45.150721311569214
301,google/compute-engine/gpu,1.9741153939141167,8,38.02876400947571
303,google/compute-engine/gpu,1.895774580722385,8,36.51963019371033
305,google/compute-engine/gpu,1.9780117867363822,8,38.10382294654846
425,on-premises/lassen/gpu,,8,27.49
427,on-premises/lassen/gpu,,8,27.26
429,on-premises/lassen/gpu,,8,27.74
431,on-premises/lassen/gpu,,8,27.48
433,on-premises/lassen/gpu,,8,54.98
495,aws/eks/gpu,0.43443033122486535,8,5.694542646408081
497,aws/eks/gpu,0.435220320532057,8,5.704897880554199
499,aws/eks/gpu,0.4343173976580302,8,5.6930623054504395
501,aws/eks/gpu,0.4329603396097819,8,5.675273895263672
503,aws/eks/gpu,0.4325233745574951,8,5.669546127319336
505,aws/eks/gpu,0.43202773279613915,8,5.663049221038818
507,aws/eks/gpu,0.43161823266347243,8,5.657681465148926
509,aws/eks/gpu,0.4315656127876705,8,5.656991720199585
511,aws/eks/gpu,0.4329005715794033,8,5.674490451812744
513,aws/eks/gpu,0.43544626042048135,8,5.707859516143799
515,aws/eks/gpu,0.43336509249475264,8,5.680579423904419
517,aws/eks/gpu,0.4338267759746975,8,5.686631202697754
519,aws/eks/gpu,0.43295988489256965,8,5.675267934799194
521,aws/eks/gpu,0.4324660256226857,8,5.668794393539429
523,aws/eks/gpu,0.4387025267548031,8,5.750542879104614
525,aws/eks/gpu,0.4346828265984853,8,5.697852373123169
527,aws/eks/gpu,0.43548482044008047,8,5.708364963531494
529,aws/eks/gpu,0.43164964452849497,8,5.658093214035034
531,aws/eks/gpu,0.4327073531415727,8,5.671957731246948
533,aws/eks/gpu,0.433380989408493,8,5.680787801742554
535,aws/eks/gpu,0.4348614031420814,8,5.700193166732788
537,aws/eks/gpu,0.4339162097560034,8,5.687803506851196
539,aws/eks/gpu,0.43462547766367593,8,5.697100639343262
541,aws/eks/gpu,0.4336420880317688,8,5.684210300445557
543,aws/eks/gpu,0.43319599225785993,8,5.678362846374512
545,aws/eks/gpu,0.4336244268152449,8,5.683978796005249
547,aws/eks/gpu,0.4327737236658732,8,5.67282772064209
549,aws/eks/gpu,0.4367767811722226,8,5.725300073623657
551,aws/eks/gpu,0.432903081618415,8,5.67452335357666
553,aws/eks/gpu,0.43200208674536805,8,5.662713050842285
727,azure/cyclecloud/gpu,0.538511111111111,8,11
729,azure/cyclecloud/gpu,0.8322444444444445,8,17
731,azure/cyclecloud/gpu,0.538511111111111,8,11
733,azure/cyclecloud/gpu,0.8322444444444445,8,17
735,azure/cyclecloud/gpu,0.538511111111111,8,11
825,azure/aks/gpu,0.290239310863283,8,5.92862868309021
827,azure/aks/gpu,0.26417438622050815,8,5.3962085247039795
829,azure/aks/gpu,0.265494176223543,8,5.42316746711731
831,azure/aks/gpu,0.26147666841083106,8,5.3411030769348145
833,azure/aks/gpu,0.2671298198911879,8,5.456578254699707
187,google/gke/gpu,1.3984484046088324,16,13.46964430809021
189,google/gke/gpu,1.3482285027398004,16,12.985933780670166
191,google/gke/gpu,1.3423844333224826,16,12.929644584655762
193,google/gke/gpu,1.3355323910183377,16,12.863646745681763
195,google/gke/gpu,1.399741929796007,16,13.48210334777832
307,google/compute-engine/gpu,4.134679335530598,16,39.82460832595825
309,google/compute-engine/gpu,4.275354562377929,16,41.17957091331482
311,google/compute-engine/gpu,4.368297133043077,16,42.074779748916626
313,google/compute-engine/gpu,4.472178366767036,16,43.075348138809204
315,google/compute-engine/gpu,4.28841996629503,16,41.30541491508484
317,google/compute-engine/gpu,4.9141529795328776,16,47.33238101005554
319,google/compute-engine/gpu,5.11443620944553,16,49.261478900909424
321,google/compute-engine/gpu,5.497110624525281,16,52.947341203689575
323,google/compute-engine/gpu,4.96247674085829,16,47.79782819747925
325,google/compute-engine/gpu,5.034082272338868,16,48.48752188682556
435,on-premises/lassen/gpu,,16,46.51
437,on-premises/lassen/gpu,,16,62.42
439,on-premises/lassen/gpu,,16,61.98
441,on-premises/lassen/gpu,,16,60.18
443,on-premises/lassen/gpu,,16,44.33
555,aws/eks/gpu,0.9661349325709871,16,6.33208155632019
557,aws/eks/gpu,0.9574819186634487,16,6.27536940574646
559,aws/eks/gpu,0.9606304897732204,16,6.2960052490234375
561,aws/eks/gpu,0.9592752505938211,16,6.287122964859009
563,aws/eks/gpu,0.9668832879702249,16,6.336986303329468
565,aws/eks/gpu,0.9689635646502176,16,6.35062050819397
567,aws/eks/gpu,0.9609227819972567,16,6.2979209423065186
569,aws/eks/gpu,0.9673551389270358,16,6.340078830718994
571,aws/eks/gpu,0.9724980633523729,16,6.373785734176636
573,aws/eks/gpu,0.9711116851382785,16,6.364699363708496
575,aws/eks/gpu,0.9727528141233656,16,6.375455379486084
577,aws/eks/gpu,0.9706916355662875,16,6.36194634437561
579,aws/eks/gpu,0.9670627739482456,16,6.338162660598755
581,aws/eks/gpu,0.9680632973247103,16,6.344720125198364
583,aws/eks/gpu,0.9706126602808633,16,6.361428737640381
737,azure/cyclecloud/gpu,1.1749333333333334,16,12
739,azure/cyclecloud/gpu,1.1749333333333334,16,12
741,azure/cyclecloud/gpu,1.3707555555555555,16,14
743,azure/cyclecloud/gpu,1.1749333333333334,16,12
745,azure/cyclecloud/gpu,1.664488888888889,16,17
835,azure/aks/gpu,0.7264467611100939,16,7.419451713562012
837,azure/aks/gpu,0.7208638512081571,16,7.362431526184082
839,azure/aks/gpu,0.5519430096732245,16,5.6371846199035645
841,azure/aks/gpu,0.5513532512029012,16,5.631161212921143
843,azure/aks/gpu,1.4641631987147863,16,14.954004526138306
844,google/gke/cpu,99.29700307159425,256,275.9612857103348
846,google/gke/cpu,99.29700307159425,256,275.9612857103348
848,azure/cyclecloud/cpu,23.68,256,92.5
850,azure/cyclecloud/gpu,4.014355555555556,32,20.5
852,azure/cyclecloud/gpu,4.014355555555556,32,20.5
854,azure/aks/gpu,0.1468728060934279,4,6.000250816345215
855,azure/aks/gpu,0.1468728060934279,4,6.000250816345215
856,azure/aks/gpu,0.1468728060934279,4,6.000250816345215
