,experiment,cloud,env,env_type,nodes,application,metric,value,gpu_count
0,google/gke/cpu,google,gke,cpu,64,amg2023,fom_overall,1148604000.0,0
1,google/gke/cpu,google,gke,cpu,64,amg2023,fom_overall,1151290000.0,0
2,google/gke/cpu,google,gke,cpu,64,amg2023,fom_overall,1159428000.0,0
3,google/gke/cpu,google,gke,cpu,64,amg2023,fom_overall,1144918000.0,0
4,google/gke/cpu,google,gke,cpu,64,amg2023,fom_overall,1147768000.0,0
5,google/gke/cpu,google,gke,cpu,32,amg2023,fom_overall,349474800.0,0
6,google/gke/cpu,google,gke,cpu,32,amg2023,fom_overall,350625400.0,0
7,google/gke/cpu,google,gke,cpu,32,amg2023,fom_overall,349142900.0,0
8,google/gke/cpu,google,gke,cpu,32,amg2023,fom_overall,349698100.0,0
9,google/gke/cpu,google,gke,cpu,32,amg2023,fom_overall,351295900.0,0
10,google/gke/cpu,google,gke,cpu,128,amg2023,fom_overall,764870600.0,0
11,google/gke/cpu,google,gke,cpu,128,amg2023,fom_overall,765074600.0,0
12,google/gke/cpu,google,gke,cpu,128,amg2023,fom_overall,764563100.0,0
13,google/gke/cpu,google,gke,cpu,128,amg2023,fom_overall,766056600.0,0
14,google/gke/cpu,google,gke,cpu,128,amg2023,fom_overall,764454400.0,0
15,google/gke/cpu,google,gke,cpu,256,amg2023,fom_overall,1475154000.0,0
16,google/gke/cpu,google,gke,cpu,256,amg2023,fom_overall,1481790000.0,0
17,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64142340.0,0
18,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75226580.0,0
19,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73254590.0,0
20,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75241920.0,0
21,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73148600.0,0
22,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63669350.0,0
23,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89907710.0,0
24,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64361550.0,0
25,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75178140.0,0
26,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75202850.0,0
27,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74406660.0,0
28,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63409680.0,0
29,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73265950.0,0
30,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75297140.0,0
31,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75301750.0,0
32,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63640890.0,0
33,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89863140.0,0
34,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74459140.0,0
35,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64279970.0,0
36,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64245000.0,0
37,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74251920.0,0
38,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73024180.0,0
39,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64424110.0,0
40,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74402610.0,0
41,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73877590.0,0
42,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89880120.0,0
43,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75279910.0,0
44,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63599960.0,0
45,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73175210.0,0
46,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89159150.0,0
47,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63405850.0,0
48,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63337530.0,0
49,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64210830.0,0
50,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89757120.0,0
51,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75252750.0,0
52,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73029590.0,0
53,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74338300.0,0
54,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75200660.0,0
55,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73201880.0,0
56,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64223490.0,0
57,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89796080.0,0
58,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73204350.0,0
59,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64172020.0,0
60,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63316760.0,0
61,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63580410.0,0
62,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64299900.0,0
63,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,64286130.0,0
64,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89734410.0,0
65,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73256810.0,0
66,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89688550.0,0
67,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74450470.0,0
68,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74491980.0,0
69,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89699010.0,0
70,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,75308300.0,0
71,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63419160.0,0
72,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74356610.0,0
73,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,63483660.0,0
74,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,74245310.0,0
75,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,73215870.0,0
76,google/gke/cpu,google,gke,cpu,4,amg2023,fom_overall,89996760.0,0
77,google/gke/gpu,google,gke,gpu,32,amg2023,fom_overall,1975947000.0,256
78,google/gke/gpu,google,gke,gpu,32,amg2023,fom_overall,2196117000.0,256
79,google/gke/gpu,google,gke,gpu,32,amg2023,fom_overall,1964247000.0,256
80,google/gke/gpu,google,gke,gpu,32,amg2023,fom_overall,2132269000.0,256
