Start time: 1725005700
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-11 queue1-dy-hpc6a48xlarge-15
# OSU MPI Latency Test v5.8
# Size          Latency (us)
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.84
1                      15.81
2                      15.97
4                      15.78
8                      16.33
16                     16.34
32                     16.33
64                     16.41
128                    16.45
256                    16.48
512                    16.57
1024                   16.78
2048                   17.08
4096                   18.06
8192                   20.24
16384                  21.20
32768                  22.81
65536                  26.02
131072                 67.97
262144                 81.58
524288                140.84
1048576               262.21
2097152               502.14
4194304               946.11
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.85
2                       1.73
4                       3.54
8                       6.94
16                     13.98
32                     27.52
64                     54.91
128                   110.66
256                   221.47
512                   434.57
1024                  878.34
2048                 1705.84
4096                 3262.19
8192                 5756.27
16384                7558.00
32768                9554.55
65536               10392.71
131072               9996.45
262144              10752.55
524288              11321.93
1048576             11646.02
2097152             11967.25
4194304             12044.13
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-7 queue1-dy-hpc6a48xlarge-20
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.30
1                      15.31
2                      15.44
4                      15.27
8                      15.80
16                     15.81
32                     15.82
64                     15.86
128                    15.95
256                    15.97
512                    16.01
1024                   16.17
2048                   16.44
4096                   17.39
8192                   19.46
16384                  20.53
32768                  22.07
65536                  25.20
131072                 65.70
262144                 78.52
524288                138.02
1048576               254.65
2097152               490.30
4194304               925.11
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.71
4                       3.54
8                       6.96
16                     14.13
32                     28.06
64                     55.33
128                   113.51
256                   224.15
512                   445.46
1024                  884.83
2048                 1739.52
4096                 3215.27
8192                 5801.90
16384                7723.06
32768                9594.77
65536               10784.98
131072              10085.33
262144              10638.93
524288              11412.49
1048576             11678.32
2097152             11925.13
4194304             12069.80
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-22 queue1-dy-hpc6a48xlarge-18
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.85
1                      15.83
2                      15.93
4                      15.82
8                      16.35
16                     16.36
32                     16.38
64                     16.45
128                    16.51
256                    16.51
512                    16.60
1024                   16.80
2048                   17.11
4096                   18.07
8192                   20.35
16384                  21.21
32768                  22.94
65536                  26.06
131072                 68.19
262144                 81.60
524288                141.60
1048576               262.50
2097152               503.38
4194304               951.51
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.84
2                       1.75
4                       3.51
8                       7.00
16                     13.95
32                     28.03
64                     56.00
128                   111.12
256                   221.00
512                   441.66
1024                  881.96
2048                 1723.91
4096                 3275.77
8192                 5770.95
16384                7804.74
32768                9515.49
65536               10746.75
131072              10216.45
262144              10540.80
524288              11296.46
1048576             11764.52
2097152             11922.50
4194304             12040.13
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-22 queue1-dy-hpc6a48xlarge-24
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      16.16
1                      16.14
2                      16.30
4                      16.17
8                      16.64
16                     16.62
32                     16.65
64                     16.75
128                    16.78
256                    16.77
512                    16.85
1024                   17.01
2048                   17.30
4096                   18.18
8192                   20.31
16384                  21.35
32768                  23.05
65536                  25.97
131072                 68.28
262144                 80.81
524288                141.47
1048576               261.93
2097152               502.86
4194304               948.68
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.84
2                       1.74
4                       3.54
8                       6.89
16                     14.04
32                     27.90
64                     56.48
128                   112.48
256                   217.43
512                   441.97
1024                  876.40
2048                 1681.41
4096                 3232.64
8192                 5705.59
16384                7694.16
32768                9522.98
65536               10724.56
131072              10113.31
262144              10832.78
524288              11218.96
1048576             11749.40
2097152             11935.31
4194304             12021.42
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-22 queue1-dy-hpc6a48xlarge-20
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      12.48
1                      12.48
2                      12.57
4                      12.46
8                      13.02
16                     13.00
32                     13.02
64                     13.04
128                    13.06
256                    13.12
512                    13.21
1024                   13.33
2048                   13.51
4096                   14.10
8192                   15.46
16384                  16.23
32768                  17.63
65536                  20.46
131072                 54.63
262144                 67.10
524288                117.75
1048576               220.08
2097152               425.36
4194304               807.14
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.93
2                       1.87
4                       3.83
8                       7.54
16                     15.07
32                     29.76
64                     60.48
128                   120.26
256                   240.21
512                   475.22
1024                  922.97
2048                 1822.04
4096                 3519.96
8192                 6335.97
16384                8096.53
32768                9827.63
65536               10875.45
131072              10445.83
262144              11028.36
524288              11491.92
1048576             11913.37
2097152             12047.49
4194304             12062.72
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-18 queue1-dy-hpc6a48xlarge-24
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      13.30
1                      13.31
2                      13.40
4                      13.32
8                      13.85
16                     13.86
32                     13.87
64                     13.94
128                    13.95
256                    14.01
512                    14.82
1024                   14.28
2048                   14.55
4096                   15.21
8192                   16.86
16384                  17.74
32768                  19.06
65536                  22.07
131072                 58.43
262144                 73.12
524288                124.07
1048576               232.34
2097152               442.86
4194304               838.76
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.92
2                       1.84
4                       3.73
8                       7.46
16                     14.89
32                     29.96
64                     59.67
128                   119.20
256                   237.96
512                   464.79
1024                  906.27
2048                 1822.10
4096                 3430.88
8192                 6202.68
16384                8002.37
32768                9907.10
65536               10987.04
131072              10378.17
262144              10945.59
524288              11504.03
1048576             11866.15
2097152             12022.73
4194304             12063.13
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-18 queue1-dy-hpc6a48xlarge-20
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.81
1                      15.82
2                      15.98
4                      15.81
8                      16.30
16                     16.31
32                     16.33
64                     16.39
128                    16.48
256                    16.48
512                    16.56
1024                   16.76
2048                   17.08
4096                   18.06
8192                   20.33
16384                  21.27
32768                  22.74
65536                  25.89
131072                 68.11
262144                 80.87
524288                140.48
1048576               260.53
2097152               499.79
4194304               943.68
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.87
2                       1.73
4                       3.53
8                       6.95
16                     13.97
32                     28.23
64                     56.52
128                   110.39
256                   224.19
512                   443.34
1024                  875.26
2048                 1707.97
4096                 3201.85
8192                 5737.00
16384                7777.38
32768                9519.40
65536               10570.76
131072              10166.77
262144              10852.47
524288              11449.75
1048576             11799.85
2097152             11991.74
4194304             12017.53
Point-to-point pairwise experiments for nodes queue1-dy-hpc6a48xlarge-24 queue1-dy-hpc6a48xlarge-20
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                      15.81
1                      15.80
2                      15.90
4                      15.80
8                      16.32
16                     16.33
32                     16.34
64                     16.42
128                    16.47
256                    16.50
512                    16.55
1024                   16.79
2048                   17.12
4096                   18.05
8192                   20.29
16384                  21.16
32768                  22.76
65536                  25.97
131072                 68.43
262144                 81.59
524288                141.05
1048576               260.64
2097152               499.85
4194304               945.78
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       0.86
2                       1.74
4                       3.42
8                       7.02
16                     14.07
32                     28.03
64                     56.28
128                   112.13
256                   223.11
512                   443.03
1024                  877.38
2048                 1714.27
4096                 3247.78
8192                 5781.35
16384                7510.08
32768                9581.62
65536               10757.76
131072              10282.94
262144              10934.33
524288              11393.89
1048576             11839.42
2097152             12016.85
4194304             12044.71
Allreduce iteration 0

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     290.25
8                     178.15
16                    162.65
32                    174.12
64                    177.16
128                   233.18
256                   190.00
512                   228.37
1024                  178.76
2048                  281.58
4096                  384.84
8192                  548.61
16384                 673.48
32768                 787.52
65536                1399.13
131072               1275.38
262144               2246.27
524288               4019.27
1048576              7572.44
End time: 1725006104
