,event,duration,container,cloud,environment,exp_size,exp_type,experiment
156,pulled,25.513,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
157,pulled,25.718,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
158,pulled,25.542,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
159,pulled,26.031,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
160,pulled,25.971,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
161,pulled,25.729,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
162,pulled,25.573,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
163,pulled,25.483,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
164,pulled,26.187,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
165,pulled,25.913,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
166,pulled,24.875,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
167,pulled,23.852,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
168,pulled,26.109,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
169,pulled,23.699,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
170,pulled,25.241,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
171,pulled,25.55,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
172,pulled,24.736,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
173,pulled,25.124,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
174,pulled,25.471,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
175,pulled,24.707,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
176,pulled,24.909,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
177,pulled,24.866,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
178,pulled,23.794,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
179,pulled,25.821,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
180,pulled,24.737,ghcr.io/converged-computing/mt-gemm:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
181,pulled,8.109,ghcr.io/converged-computing/mt-gemm:libfabric-cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
182,pulled,7.447,ghcr.io/converged-computing/mt-gemm:libfabric-cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
183,pulled,8.213,ghcr.io/converged-computing/mt-gemm:libfabric-cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
