,event,duration,container,cloud,environment,exp_size,exp_type,experiment
134,pulled,25.599,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
135,pulled,25.563,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
136,pulled,25.148,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
137,pulled,25.501,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
138,pulled,25.104,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
139,pulled,24.433,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
140,pulled,23.301,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
141,pulled,24.573,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
142,pulled,22.46,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
143,pulled,25.403,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
144,pulled,25.154,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
145,pulled,23.181,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
146,pulled,25.014,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
147,pulled,24.137,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
148,pulled,24.636,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
149,pulled,26.139,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
150,pulled,25.229,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
151,pulled,26.096,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
152,pulled,24.957,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
153,pulled,24.824,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
154,pulled,26.135,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
155,pulled,26.22,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size64,cpu,google/gke/cpu/size64
477,pulled,23.855,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size32,cpu,google/gke/cpu/size32
478,pulled,23.377,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size32,cpu,google/gke/cpu/size32
479,pulled,23.236,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size32,cpu,google/gke/cpu/size32
480,pulled,21.876,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size32,cpu,google/gke/cpu/size32
481,pulled,21.668,ghcr.io/converged-computing/metric-mixbench:cpu,google,gke,size32,cpu,google/gke/cpu/size32
