,event,duration,container,cloud,environment,exp_size,exp_type,experiment
1741,pulled,25.125,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1742,pulled,25.054,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1743,pulled,25.365,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1744,pulled,25.836,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1745,pulled,25.852,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1746,pulled,26.246,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1747,pulled,25.165,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
1748,pulled,25.253,ghcr.io/converged-computing/multi-gpu-models:flux-gpu,google,gke,size8,gpu,google/gke/gpu/size8
3099,pulled,0.459249219,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3100,pulled,0.36963498499999997,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3101,pulled,0.585537733,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3102,pulled,0.388801284,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3103,pulled,0.397356663,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3104,pulled,0.437864763,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3105,pulled,0.618609311,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3106,pulled,0.394151533,ghcr.io/converged-computing/multi-gpu-models:libfabric,aws,eks,size16,gpu,aws/eks/gpu
