,event,duration,container,cloud,environment,exp_size,exp_type,experiment
223,pulled,1.205,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
224,pulled,1.093,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
225,pulled,1.09,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
226,pulled,0.996,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
234,pulled,50.295,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
235,pulled,23.66,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
236,pulled,22.458,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
237,pulled,22.928,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
238,pulled,22.035,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
239,pulled,22.217,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
240,pulled,22.292,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
241,pulled,22.38,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
242,pulled,23.509,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
243,pulled,23.047,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
244,pulled,22.771,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
245,pulled,23.232,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
246,pulled,22.075,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
247,pulled,22.326,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
248,pulled,23.09,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
249,pulled,22.63,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
250,pulled,22.661,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
251,pulled,22.26,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
253,pulled,22.488,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
254,pulled,22.698,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
255,pulled,22.086,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
256,pulled,22.258,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
257,pulled,22.385,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
258,pulled,22.412,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
259,pulled,22.347,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
260,pulled,22.695,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
261,pulled,22.322,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
262,pulled,24.917,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
263,pulled,25.317,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
264,pulled,22.353,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
265,pulled,22.283,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
266,pulled,25.577,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
267,pulled,22.186,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
268,pulled,22.451,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
269,pulled,22.444,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
270,pulled,22.281,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
271,pulled,22.385,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
272,pulled,22.401,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
273,pulled,22.262,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
274,pulled,22.468,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
275,pulled,22.36,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
276,pulled,22.584,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
277,pulled,22.618,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
278,pulled,22.35,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
279,pulled,22.128,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
280,pulled,22.064,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
281,pulled,22.126,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
282,pulled,22.433,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
283,pulled,22.375,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
284,pulled,22.388,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
285,pulled,22.375,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
286,pulled,22.509,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
287,pulled,22.504,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
288,pulled,22.5,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
289,pulled,22.868,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
290,pulled,22.51,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
291,pulled,22.424,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
292,pulled,22.464,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
293,pulled,22.979,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
294,pulled,24.893,ghcr.io/converged-computing/metric-quicksilver-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
