,event,duration,container,cloud,environment,exp_size,exp_type,experiment
1828,pulled,1.445,ghcr.io/converged-computing/metric-minife:latest,google,gke,size8,gpu,google/gke/gpu/size8
1829,pulled,1.405,ghcr.io/converged-computing/metric-minife:latest,google,gke,size8,gpu,google/gke/gpu/size8
1830,pulled,1.402,ghcr.io/converged-computing/metric-minife:latest,google,gke,size8,gpu,google/gke/gpu/size8
1831,pulled,1.435,ghcr.io/converged-computing/metric-minife:latest,google,gke,size8,gpu,google/gke/gpu/size8
1832,pulled,1.427,ghcr.io/converged-computing/metric-minife:latest,google,gke,size8,gpu,google/gke/gpu/size8
1833,pulled,1.44,ghcr.io/converged-computing/metric-minife:latest,google,gke,size8,gpu,google/gke/gpu/size8
1912,pulled,1.591,ghcr.io/converged-computing/metric-minife:latest,google,gke,size2,gpu,google/gke/gpu/size2
1913,pulled,1.715,ghcr.io/converged-computing/metric-minife:latest,google,gke,size2,gpu,google/gke/gpu/size2
1914,pulled,1.5,ghcr.io/converged-computing/metric-minife:latest,google,gke,size2,gpu,google/gke/gpu/size2
1915,pulled,1.587,ghcr.io/converged-computing/metric-minife:latest,google,gke,size2,gpu,google/gke/gpu/size2
2010,pulled,1.508,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2011,pulled,1.442,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2012,pulled,1.464,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2013,pulled,1.486,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2014,pulled,1.476,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2015,pulled,1.448,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2016,pulled,1.459,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2017,pulled,1.637,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2018,pulled,1.635,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2019,pulled,1.423,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2020,pulled,1.477,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2021,pulled,1.481,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2022,pulled,1.597,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2023,pulled,1.498,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2024,pulled,1.432,ghcr.io/converged-computing/metric-minife:latest,google,gke,size16,gpu,google/gke/gpu/size16
2123,pulled,1.591,ghcr.io/converged-computing/metric-minife:latest,google,gke,size4,gpu,google/gke/gpu/size4
2124,pulled,1.715,ghcr.io/converged-computing/metric-minife:latest,google,gke,size4,gpu,google/gke/gpu/size4
2125,pulled,1.5,ghcr.io/converged-computing/metric-minife:latest,google,gke,size4,gpu,google/gke/gpu/size4
2126,pulled,1.587,ghcr.io/converged-computing/metric-minife:latest,google,gke,size4,gpu,google/gke/gpu/size4
2355,pulled,0.822563545,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size64,cpu,aws/eks/cpu/size64
2581,pulled,0.848221429,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size32,cpu,aws/eks/cpu/size32
2582,pulled,0.81550824,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size32,cpu,aws/eks/cpu/size32
2583,pulled,0.766943578,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size32,cpu,aws/eks/cpu/size32
2584,pulled,0.7886996940000001,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size32,cpu,aws/eks/cpu/size32
2585,pulled,0.842152162,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size32,cpu,aws/eks/cpu/size32
2586,pulled,0.7918268460000001,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size32,cpu,aws/eks/cpu/size32
2866,pulled,0.8004643929999999,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size128,cpu,aws/eks/cpu/size128
2867,pulled,0.752416729,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size128,cpu,aws/eks/cpu/size128
3005,pulled,0.811072692,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size256,cpu,aws/eks/cpu/size256
3006,pulled,0.786270211,ghcr.io/converged-computing/metric-minife:libfabric-cpu-zen4,aws,eks,size256,cpu,aws/eks/cpu/size256
3075,pulled,0.8555198669999999,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3076,pulled,0.733110821,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3077,pulled,0.696520532,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3078,pulled,0.728188014,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3079,pulled,0.87967062,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3080,pulled,0.899156163,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3081,pulled,0.76569391,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3082,pulled,0.8647506110000001,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3188,pulled,1.245827384,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3189,pulled,0.892572072,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3190,pulled,0.817946881,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3191,pulled,0.677902327,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3192,pulled,0.7914589590000001,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3193,pulled,1.196482498,ghcr.io/converged-computing/metric-minife:libfabric,aws,eks,size16,gpu,aws/eks/gpu
3588,pulled,1.585,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size32-placement,cpu,azure/aks/cpu/size32-placement
3855,pulled,1.173,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size32,cpu,azure/aks/cpu/size32
4093,pulled,1.197,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size128,cpu,azure/aks/cpu/size128
4094,pulled,1.213,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size128,cpu,azure/aks/cpu/size128
4095,pulled,1.142,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size128,cpu,azure/aks/cpu/size128
4096,pulled,1.159,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size128,cpu,azure/aks/cpu/size128
4097,pulled,1.137,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size128,cpu,azure/aks/cpu/size128
4098,pulled,1.124,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size128,cpu,azure/aks/cpu/size128
4294,pulled,1.226,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4295,pulled,1.168,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4296,pulled,1.17,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4297,pulled,1.205,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4298,pulled,1.15,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4299,pulled,1.184,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4300,pulled,1.119,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4301,pulled,1.173,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size256,cpu,azure/aks/cpu/size256
4469,pulled,1.585,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size64-placement,cpu,azure/aks/cpu/size64-placement
4628,pulled,1.186,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size64-placement,cpu,azure/aks/cpu/size64-placement
4629,pulled,1.182,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size64-placement,cpu,azure/aks/cpu/size64-placement
4630,pulled,1.147,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size64-placement,cpu,azure/aks/cpu/size64-placement
4631,pulled,1.168,ghcr.io/converged-computing/metric-minife:azure-hpc,azure,aks,size64-placement,cpu,azure/aks/cpu/size64-placement
4751,pulled,1.445,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4752,pulled,1.372,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4753,pulled,1.189,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4754,pulled,1.205,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4755,pulled,1.173,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4756,pulled,1.208,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4757,pulled,1.477,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4758,pulled,1.18,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4759,pulled,1.24,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4760,pulled,1.411,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4761,pulled,1.229,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
4997,pulled,1.239,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size32,gpu,azure/aks/gpu/size32
5058,pulled,1.566,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5059,pulled,1.191,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5060,pulled,1.243,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5061,pulled,1.177,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5122,pulled,1.509,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5123,pulled,1.328,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5124,pulled,1.265,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5125,pulled,1.195,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size8,gpu,azure/aks/gpu/size8
5145,pulled,1.566,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5146,pulled,1.191,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5147,pulled,1.243,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5148,pulled,1.177,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5209,pulled,1.509,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5210,pulled,1.328,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5211,pulled,1.265,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5212,pulled,1.195,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size16,gpu,azure/aks/gpu/size16
5232,pulled,1.566,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size4,gpu,azure/aks/gpu/size4
5233,pulled,1.191,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size4,gpu,azure/aks/gpu/size4
5234,pulled,1.243,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size4,gpu,azure/aks/gpu/size4
5235,pulled,1.177,ghcr.io/converged-computing/metric-minife:azure-hpc-gpu-ubuntu2204,azure,aks,size4,gpu,azure/aks/gpu/size4
