,event,duration,container,cloud,environment,exp_size,exp_type,experiment
1,pulled,26.707,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
2,pulled,26.601,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
3,pulled,26.44,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
4,pulled,26.719,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
5,pulled,18.454,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
6,pulled,26.488,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
7,pulled,18.439,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
8,pulled,26.39,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
9,pulled,26.938,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
10,pulled,26.346,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
11,pulled,18.452,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
12,pulled,26.709,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
13,pulled,26.908,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
14,pulled,26.489,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
15,pulled,26.369,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
16,pulled,26.553,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
17,pulled,26.874,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
20,pulled,26.954,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
21,pulled,27.433,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
22,pulled,27.472,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
23,pulled,26.664,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
24,pulled,18.258,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
25,pulled,26.603,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
26,pulled,25.973,ghcr.io/converged-computing/metric-single-node:cpu-zen4,google,gke,size64,cpu,google/gke/cpu/size64
