,event,duration,container,cloud,environment,exp_size,exp_type,experiment
85,pulled,5.325,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
86,pulled,5.928,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
87,pulled,5.693,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
88,pulled,5.468,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
89,pulled,5.925,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
90,pulled,5.189,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
91,pulled,5.342,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
92,pulled,5.396,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
93,pulled,5.315,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
94,pulled,5.049,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
95,pulled,5.034,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
96,pulled,5.022,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
97,pulled,5.007,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
98,pulled,5.498,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
99,pulled,5.391,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
100,pulled,5.348,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
101,pulled,5.334,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
102,pulled,5.405,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
103,pulled,5.369,ghcr.io/converged-computing/metric-kripke-cpu:zen4,google,gke,size64,cpu,google/gke/cpu/size64
