,event,duration,container,cloud,environment,exp_size,exp_type,experiment
1510,pulled,30.889,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1511,pulled,30.102,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1512,pulled,30.626,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1513,pulled,29.913,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1514,pulled,30.732,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1515,pulled,30.6,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1516,pulled,30.495,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1517,pulled,29.776,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1518,pulled,29.836,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1519,pulled,29.132,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1520,pulled,30.664,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1521,pulled,30.513,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1522,pulled,30.022,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1523,pulled,29.857,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1524,pulled,30.183,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1525,pulled,28.17,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1526,pulled,28.76,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
1527,pulled,28.627,ghcr.io/converged-computing/metric-magma:mnist,google,gke,size32,gpu,google/gke/gpu/size32
