Start time: 1724889563
Point-to-point pairwise experiments for nodes cluster-256-hpc-7 cluster-256-hpc-64
# OSU MPI Latency Test v5.8
# Size          Latency (us)
524288              51777.04
1048576             52301.23
Allreduce iteration 5

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1002.14
8                     980.87
16                   1050.79
32                   1085.39
64                   1109.43
128                   952.05
256                  1119.35
512                  1139.65
1024                 1263.31
2048                 1042.44
4096                 1271.96
8192                 4092.63
16384                2436.78
32768                2124.64
65536                2325.02
131072               2128.07
262144               4240.66
524288              51755.70
1048576             51992.26
End time: 1724890070
