LAMMPS (17 Apr 2024 - Development - a8687b5)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 3.1803 3.1803 3.1803
Created orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  14 by 16 by 16 MPI processor grid
Created 128 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  create_atoms CPU = 0.119 seconds
SNAP Element = W, Radius 0.5, Weight 1
SNAP keyword rcutfac 4.87644
SNAP keyword twojmax 8
SNAP keyword rfac0 0.99363
SNAP keyword rmin0 0
SNAP keyword bzeroflag 1
SNAP keyword quadraticflag 0
Displacing atoms ...
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.87644
  ghost atom cutoff = 4.87644
  binsize = 2.43822, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair zbl, perpetual
      attributes: half, newton on, kokkos_device, cut 4.8
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
  (2) pair snap, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 2.568 | 2.668 | 5.31 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
{"resources": [{"type": "node", "count": 64, "with": [{"type": "slot", "count": 56, "with": [{"type": "core", "count": 1}], "label": "task"}]}], "tasks": [{"command": ["lmp", "-k", "on", "-sf", "kk", "-pk", "kokkos", "newton", "on", "neigh", "half", "-in", "in.snap.test", "-var", "snapdir", "2J8_W.SNAP", "-v", "x", "128", "-v", "y", "128", "-v", "z", "128", "-var", "nsteps", "20000"], "slot": "task", "count": {"per_slot": 1}}], "attributes": {"system": {"duration": 0, "cwd": "/code", "shell": {"options": {"rlimit": {"cpu": -1, "fsize": -1, "data": -1, "stack": 8388608, "core": -1, "nofile": 1048576, "as": -1, "rss": -1, "nproc": -1}, "cpu-affinity": "per-task"}}}, "user": {"study_id": "lammps-64-iter-4"}}, "version": 1}
START OF EVENTLOG
{"timestamp":1724388854.6404819,"name":"init"}
{"timestamp":1724388854.6413007,"name":"starting"}
{"timestamp":1724388854.6763661,"name":"shell.init","context":{"service":"0-shell-f5QRWeNfR","leader-rank":0,"size":64}}
{"timestamp":1724388854.8246706,"name":"shell.start","context":{"taskmap":{"version":1,"map":[[0,64,56,1]]}}}
{"timestamp":1724389094.7316451,"name":"shell.task-exit","context":{"localid":46,"rank":46,"state":"Exited","pid":460,"wait_status":0,"signaled":0,"exitcode":0}}
{"timestamp":1724389094.9631894,"name":"complete","context":{"status":0}}
{"timestamp":1724389094.963239,"name":"done"}

