Start time: 1725001779
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.62,    4.93,  19.70,      0.125,   13.58,    2.47,  19.77,     0.250,   11.31,    5.93,  23.73
            1,      0.750,   15.00,   13.42,  17.90,      0.375,   15.02,    6.70,  17.87,     0.750,   14.11,   14.27,  19.03
            2,      1.250,   15.60,   21.51,  17.20,      0.625,   15.52,   10.81,  17.29,     1.250,   14.47,   23.19,  18.55
            3,      1.750,   15.60,   30.11,  17.21,      0.875,   15.51,   15.14,  17.30,     1.750,   14.83,   31.68,  18.10
            4,      2.250,   15.98,   37.81,  16.80,      1.125,   16.00,   18.88,  16.78,     2.250,   15.75,   38.34,  17.04
            6,      3.250,   17.10,   51.02,  15.70,      1.625,   16.94,   25.75,  15.85,     3.250,   16.06,   54.31,  16.71
            8,      4.250,   17.65,   64.65,  15.21,      2.125,   17.56,   32.49,  15.29,     4.250,   16.54,   68.98,  16.23
           12,      6.250,   19.26,   87.11,  13.94,      3.125,   19.24,   43.60,  13.95,     6.250,   20.59,   81.46,  13.03
           16,      8.250,   21.49,  103.03,  12.49,      4.125,   21.45,   51.63,  12.52,     8.250,   25.83,   85.73,  10.39
           20,     10.250,   26.18,  105.12,  10.26,      5.125,   26.15,   52.61,  10.27,    10.250,   31.85,   86.38,   8.43
           24,     12.250,   32.72,  100.51,   8.21,      6.125,   32.75,   50.21,   8.20,    12.250,   37.85,   86.88,   7.09
           28,     14.250,   35.64,  107.33,   7.53,      7.125,   35.51,   53.85,   7.56,    14.250,   44.37,   86.22,   6.05
           32,     16.250,   40.20,  108.51,   6.68,      8.125,   40.02,   54.50,   6.71,    16.250,   49.19,   88.68,   5.46
           40,     20.250,   49.52,  109.77,   5.42,     10.125,   49.56,   54.84,   5.42,    20.250,   61.90,   87.82,   4.34
           48,     24.250,   59.72,  109.00,   4.49,     12.125,   59.76,   54.46,   4.49,    24.250,   74.36,   87.54,   3.61
           56,     28.250,   69.67,  108.84,   3.85,     14.125,   69.87,   54.27,   3.84,    28.250,   86.63,   87.54,   3.10
           64,     32.250,   80.67,  107.31,   3.33,     16.125,   80.80,   53.57,   3.32,    32.250,   99.97,   86.60,   2.69
           80,     40.250,   98.82,  109.34,   2.72,     20.125,   99.19,   54.47,   2.71,    40.250,  125.74,   85.93,   2.13
          104,     52.250,  130.94,  107.12,   2.05,     26.125,  130.83,   53.60,   2.05,    52.250,  164.11,   85.46,   1.64
          120,     60.250,  152.46,  106.08,   1.76,     30.125,  153.94,   52.53,   1.74,    60.250,  189.15,   85.50,   1.42
          128,     64.250,  165.50,  104.21,   1.62,     32.125,  164.60,   52.39,   1.63,    64.250,  202.59,   85.13,   1.33
          160,     80.250,  200.98,  107.18,   1.34,     40.125,  200.34,   53.76,   1.34,    80.250,  258.88,   83.21,   1.04
          192,     96.250,  248.51,  103.97,   1.08,     48.125,  248.61,   51.96,   1.08,    96.250,  309.28,   83.54,   0.87
          256,    128.250,  327.95,  104.98,   0.82,     64.125,  328.90,   52.34,   0.82,   128.250,  413.10,   83.34,   0.65
          320,    160.250,  411.42,  104.56,   0.65,     80.125,  408.13,   52.70,   0.66,   160.250,  514.86,   83.55,   0.52
          512,    256.250,  674.72,  101.95,   0.40,    128.125,  673.28,   51.08,   0.40,   256.250,  824.24,   83.46,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725002059
