Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
           11,      5.750,    2.19,  352.51,  61.31,      2.875,   12.07,   63.92,  22.23,     11.500,    5.62,  274.71,  23.89,     5.750,    5.52,  139.90,  24.33
           12,      6.250,    2.40,  348.89,  55.82,      3.125,   12.09,   69.41,  22.21,     12.500,    5.56,  301.62,  24.13,     6.250,    5.74,  146.13,  23.38
           13,      6.750,    5.16,  175.58,  26.01,      3.375,   12.06,   75.10,  22.25,     13.500,    5.60,  323.49,  23.96,     6.750,    5.65,  160.22,  23.74
           14,      7.250,    5.02,  193.85,  26.74,      3.625,   12.09,   80.50,  22.21,     14.500,    5.54,  351.17,  24.22,     7.250,    5.57,  174.68,  24.09
           15,      7.750,    2.93,  355.30,  45.85,      3.875,   12.10,   85.93,  22.18,     15.500,    5.22,  398.59,  25.72,     7.750,    5.60,  185.67,  23.96
           16,      8.250,    3.05,  362.87,  43.98,      4.125,   12.13,   91.32,  22.14,     16.500,    5.33,  415.50,  25.18,     8.250,    5.90,  187.64,  22.74
            0,      0.250,    4.62,    7.26,  29.04,      0.125,   12.02,    2.79,  22.33,      0.500,    4.69,   14.31,  28.62,     0.250,    4.57,    7.34,  29.35
            1,      0.750,    4.66,   21.61,  28.82,      0.375,   12.02,    8.37,  22.33,      1.500,    4.68,   43.00,  28.67,     0.750,    4.64,   21.69,  28.92
            2,      1.250,    4.65,   36.10,  28.88,      0.625,   11.99,   14.00,  22.40,      2.500,    4.67,   71.78,  28.71,     1.250,    4.63,   36.26,  29.00
            3,      1.750,    4.74,   49.54,  28.31,      0.875,   11.98,   19.61,  22.41,      3.500,    4.75,   99.00,  28.28,     1.750,    4.77,   49.24,  28.14
            4,      2.250,    4.70,   64.20,  28.53,      1.125,   12.01,   25.15,  22.35,      4.500,    4.90,  123.34,  27.41,     2.250,    4.83,   62.53,  27.79
            5,      2.750,    4.76,   77.57,  28.21,      1.375,   11.99,   30.78,  22.38,      5.500,    4.93,  149.69,  27.22,     2.750,    4.95,   74.57,  27.11
            6,      3.250,    4.85,   90.00,  27.69,      1.625,   12.00,   36.34,  22.36,      6.500,    4.88,  178.72,  27.50,     3.250,    4.92,   88.65,  27.28
            7,      3.750,    4.76,  105.79,  28.21,      1.875,   11.98,   42.02,  22.41,      7.500,    4.88,  206.35,  27.51,     3.750,    4.87,  103.37,  27.57
            8,      4.250,    4.84,  117.82,  27.72,      2.125,   11.98,   47.63,  22.42,      8.500,    4.91,  232.45,  27.35,     4.250,    4.97,  114.81,  27.01
            9,      4.750,    4.57,  139.41,  29.35,      2.375,   11.97,   53.25,  22.42,      9.500,    4.88,  261.10,  27.48,     4.750,    5.00,  127.61,  26.86
           10,      5.250,    4.55,  154.88,  29.50,      2.625,   12.00,   58.73,  22.37,     10.500,    4.83,  291.64,  27.78,     5.250,    4.95,  142.47,  27.14
           11,      5.750,    4.37,  176.54,  30.70,      2.875,   12.08,   63.87,  22.22,     11.500,    4.76,  324.23,  28.19,     5.750,    5.00,  154.41,  26.85
           12,      6.250,    4.04,  207.87,  33.26,      3.125,   12.11,   69.27,  22.17,     12.500,    4.65,  360.48,  28.84,     6.250,    5.19,  161.61,  25.86
           13,      6.750,    2.60,  348.87,  51.68,      3.375,   12.06,   75.10,  22.25,     13.500,    4.61,  392.87,  29.10,     6.750,    5.16,  175.68,  26.03
           14,      7.250,    2.75,  353.79,  48.80,      3.625,   12.06,   80.65,  22.25,     14.500,    4.41,  440.86,  30.40,     7.250,    5.18,  187.80,  25.90
           15,      7.750,    2.88,  361.63,  46.66,      3.875,   12.08,   86.09,  22.22,     15.500,    2.92,  712.10,  45.94,     7.750,    5.22,  199.30,  25.72
           16,      8.250,    3.10,  357.35,  43.32,      4.125,   12.12,   91.35,  22.15,     16.500,    3.09,  715.65,  43.37,     8.250,    5.37,  206.09,  24.98
            0,      0.250,    4.65,    7.22,  28.88,      0.125,   11.99,    2.80,  22.38,      0.500,    4.72,   14.22,  28.43,     0.250,    4.68,    7.17,  28.66
            1,      0.750,    4.67,   21.55,  28.74,      0.375,   12.00,    8.39,  22.37,      1.500,    4.76,   42.34,  28.22,     0.750,    4.66,   21.59,  28.78
            2,      1.250,    4.64,   36.12,  28.90,      0.625,   12.00,   13.99,  22.38,      2.500,    4.72,   71.03,  28.41,     1.250,    4.65,   36.10,  28.88
            3,      1.750,    4.88,   48.11,  27.49,      0.875,   12.05,   19.49,  22.28,      3.500,    4.83,   97.19,  27.77,     1.750,    4.80,   48.95,  27.97
            4,      2.250,    4.90,   61.63,  27.39,      1.125,   11.99,   25.18,  22.39,      4.500,    4.89,  123.63,  27.47,     2.250,    4.90,   61.68,  27.42
            5,      2.750,    4.92,   74.95,  27.26,      1.375,   12.00,   30.76,  22.37,      5.500,    4.92,  150.06,  27.28,     2.750,    5.34,   69.18,  25.16
            6,      3.250,    4.95,   88.20,  27.14,      1.625,   12.00,   36.35,  22.37,      6.500,    5.02,  173.76,  26.73,     3.250,    5.23,   83.35,  25.65
            7,      3.750,    4.90,  102.76,  27.40,      1.875,   11.96,   42.07,  22.44,      7.500,    5.05,  199.24,  26.57,     3.750,    5.08,   99.14,  26.44
            8,      4.250,    4.86,  117.40,  27.62,      2.125,   12.00,   47.55,  22.38,      8.500,    5.03,  226.68,  26.67,     4.250,    5.19,  109.87,  25.85
            9,      4.750,    4.79,  133.17,  28.04,      2.375,   12.03,   53.01,  22.32,      9.500,    5.03,  253.29,  26.66,     4.750,    5.29,  120.59,  25.39
           10,      5.250,    4.59,  153.43,  29.22,      2.625,   12.07,   58.40,  22.25,     10.500,    4.87,  289.62,  27.58,     5.250,    5.29,  133.10,  25.35
           11,      5.750,    2.19,  351.69,  61.16,      2.875,   12.05,   64.05,  22.28,     11.500,    4.84,  319.01,  27.74,     5.750,    5.30,  145.72,  25.34
           12,      6.250,    3.07,  273.61,  43.78,      3.125,   12.08,   69.42,  22.22,     12.500,    4.74,  354.02,  28.32,     6.250,    5.39,  155.68,  24.91
           13,      6.750,    2.58,  351.36,  52.05,      3.375,   12.12,   74.77,  22.15,     13.500,    4.50,  402.34,  29.80,     6.750,    5.37,  168.78,  25.00
           14,      7.250,    3.77,  257.95,  35.58,      3.625,   12.14,   80.18,  22.12,     14.500,    2.74,  710.75,  49.02,     7.250,    5.43,  179.36,  24.74
           15,      7.750,    3.24,  321.25,  41.45,      3.875,   12.10,   85.95,  22.18,     15.500,    4.17,  499.29,  32.21,     7.750,    5.46,  190.44,  24.57
           16,      8.250,    3.07,  360.93,  43.75,      4.125,   12.15,   91.10,  22.08,     16.500,    4.03,  549.18,  33.28,     8.250,    5.57,  198.81,  24.10
            0,      0.250,    4.65,    7.21,  28.85,      0.125,   12.03,    2.79,  22.32,      0.500,    4.67,   14.37,  28.74,     0.250,    4.69,    7.15,  28.61
            1,      0.750,    4.67,   21.54,  28.72,      0.375,   12.02,    8.38,  22.34,      1.500,    4.75,   42.36,  28.24,     0.750,    4.69,   21.46,  28.61
            2,      1.250,    4.67,   35.95,  28.76,      0.625,   12.03,   13.95,  22.32,      2.500,    4.77,   70.27,  28.11,     1.250,    4.73,   35.48,  28.38
            3,      1.750,    4.81,   48.86,  27.92,      0.875,   12.00,   19.58,  22.37,      3.500,    4.88,   96.28,  27.51,     1.750,    4.88,   48.17,  27.52
            4,      2.250,    4.89,   61.70,  27.42,      1.125,   12.01,   25.14,  22.35,      4.500,    4.92,  122.70,  27.27,     2.250,    4.93,   61.29,  27.24
            5,      2.750,    5.02,   73.55,  26.74,      1.375,   12.01,   30.72,  22.34,      5.500,    4.95,  149.07,  27.10,     2.750,    5.34,   69.12,  25.13
            6,      3.250,    4.98,   87.51,  26.93,      1.625,   12.02,   36.28,  22.33,      6.500,    4.92,  177.35,  27.28,     3.250,    5.25,   83.02,  25.55
            7,      3.750,    4.94,  101.98,  27.19,      1.875,   12.02,   41.88,  22.33,      7.500,    5.01,  200.95,  26.79,     3.750,    5.18,   97.22,  25.92
            8,      4.250,    4.99,  114.27,  26.89,      2.125,   12.02,   47.45,  22.33,      8.500,    5.05,  225.76,  26.56,     4.250,    5.20,  109.74,  25.82
            9,      4.750,    4.86,  131.24,  27.63,      2.375,   12.02,   53.03,  22.33,      9.500,    5.06,  251.81,  26.51,     4.750,    5.24,  121.65,  25.61
           10,      5.250,    4.55,  154.98,  29.52,      2.625,   12.02,   58.62,  22.33,     10.500,    4.94,  285.29,  27.17,     5.250,    5.28,  133.33,  25.40
           11,      5.750,    2.20,  350.87,  61.02,      2.875,   12.08,   63.89,  22.22,     11.500,    4.78,  322.84,  28.07,     5.750,    5.23,  147.43,  25.64
           12,      6.250,    2.40,  349.79,  55.97,      3.125,   12.12,   69.23,  22.15,     12.500,    4.78,  350.76,  28.06,     6.250,    5.40,  155.45,  24.87
           13,      6.750,    2.59,  349.97,  51.85,      3.375,   12.16,   74.52,  22.08,     13.500,    4.51,  401.79,  29.76,     6.750,    5.36,  168.97,  25.03
           14,      7.250,    3.85,  252.53,  34.83,      3.625,   12.10,   80.40,  22.18,     14.500,    4.35,  447.08,  30.83,     7.250,    5.40,  180.21,  24.86
           15,      7.750,    3.26,  319.34,  41.20,      3.875,   12.24,   84.98,  21.93,     15.500,    2.93,  711.10,  45.88,     7.750,    5.46,  190.65,  24.60
           16,      8.250,    3.05,  363.23,  44.03,      4.125,   12.16,   91.06,  22.08,     16.500,    4.15,  533.21,  32.32,     8.250,    5.58,  198.56,  24.07
            0,      0.250,    4.83,    6.95,  27.81,      0.125,   12.06,    2.78,  22.26,      0.500,    4.83,   13.90,  27.79,     0.250,    4.82,    6.96,  27.82
            1,      0.750,    4.82,   20.90,  27.86,      0.375,   12.04,    8.36,  22.30,      1.500,    4.85,   41.47,  27.65,     0.750,    4.84,   20.81,  27.74
            2,      1.250,    4.82,   34.80,  27.84,      0.625,   12.01,   13.97,  22.35,      2.500,    4.87,   68.91,  27.57,     1.250,    4.82,   34.81,  27.85
            3,      1.750,    4.92,   47.75,  27.28,      0.875,   12.00,   19.58,  22.38,      3.500,    5.00,   94.01,  26.86,     1.750,    4.92,   47.75,  27.28
            4,      2.250,    4.95,   60.97,  27.10,      1.125,   12.01,   25.14,  22.35,      4.500,    5.06,  119.47,  26.55,     2.250,    5.06,   59.71,  26.54
            5,      2.750,    5.02,   73.52,  26.73,      1.375,   12.00,   30.75,  22.37,      5.500,    5.07,  145.58,  26.47,     2.750,    5.31,   69.56,  25.29
            6,      3.250,    5.05,   86.39,  26.58,      1.625,   11.99,   36.37,  22.38,      6.500,    5.11,  170.70,  26.26,     3.250,    5.36,   81.45,  25.06
            7,      3.750,    5.03,  100.13,  26.70,      1.875,   12.00,   41.93,  22.36,      7.500,    5.18,  194.20,  25.89,     3.750,    5.32,   94.69,  25.25
            8,      4.250,    5.02,  113.59,  26.73,      2.125,   12.01,   47.50,  22.35,      8.500,    5.13,  222.51,  26.18,     4.250,    5.41,  105.52,  24.83
            9,      4.750,    5.00,  127.53,  26.85,      2.375,   12.03,   53.00,  22.32,      9.500,    5.16,  246.91,  25.99,     4.750,    5.34,  119.32,  25.12
           10,      5.250,    4.92,  143.09,  27.26,      2.625,   12.00,   58.70,  22.36,     10.500,    5.05,  279.05,  26.58,     5.250,    5.43,  129.88,  24.74
           11,      5.750,    4.85,  159.10,  27.67,      2.875,   12.06,   63.99,  22.26,     11.500,    5.05,  305.75,  26.59,     5.750,    5.44,  141.88,  24.67
           12,      6.250,    4.82,  174.08,  27.85,      3.125,   12.10,   69.32,  22.18,     12.500,    5.09,  329.66,  26.37,     6.250,    5.56,  150.81,  24.13
           13,      6.750,    4.57,  198.42,  29.39,      3.375,   12.08,   75.02,  22.23,     13.500,    4.95,  366.27,  27.13,     6.750,    5.54,  163.48,  24.22
           14,      7.250,    2.72,  357.92,  49.37,      3.625,   12.08,   80.58,  22.23,     14.500,    5.10,  381.71,  26.32,     7.250,    5.59,  173.98,  24.00
           15,      7.750,    2.89,  360.22,  46.48,      3.875,   12.18,   85.43,  22.05,     15.500,    4.85,  428.61,  27.65,     7.750,    5.60,  185.60,  23.95
           16,      8.250,    3.10,  357.00,  43.27,      4.125,   12.09,   91.58,  22.20,     16.500,    4.68,  473.65,  28.71,     8.250,    5.68,  195.01,  23.64
            0,      0.250,    4.63,    7.25,  28.99,      0.125,   11.99,    2.80,  22.39,      0.500,    4.64,   14.47,  28.94,     0.250,    4.66,    7.20,  28.79
            1,      0.750,    4.60,   21.89,  29.19,      0.375,   12.02,    8.37,  22.33,      1.500,    4.65,   43.26,  28.84,     0.750,    4.68,   21.49,  28.66
            2,      1.250,    4.62,   36.28,  29.02,      0.625,   12.02,   13.96,  22.33,      2.500,    4.72,   71.10,  28.44,     1.250,    4.67,   35.89,  28.71
            3,      1.750,    4.74,   49.59,  28.34,      0.875,   12.02,   19.54,  22.33,      3.500,    4.75,   98.83,  28.24,     1.750,    4.75,   49.40,  28.23
            4,      2.250,    4.79,   63.10,  28.04,      1.125,   12.02,   25.13,  22.34,      4.500,    4.81,  125.65,  27.92,     2.250,    4.78,   63.22,  28.10
            5,      2.750,    4.77,   77.38,  28.14,      1.375,   11.97,   30.83,  22.42,      5.500,    4.84,  152.51,  27.73,     2.750,    4.84,   76.20,  27.71
            6,      3.250,    4.82,   90.42,  27.82,      1.625,   11.99,   36.37,  22.38,      6.500,    4.95,  176.35,  27.13,     3.250,    4.89,   89.14,  27.43
            7,      3.750,    4.85,  103.87,  27.70,      1.875,   12.03,   41.85,  22.32,      7.500,    4.88,  206.48,  27.53,     3.750,    4.95,  101.76,  27.14
            8,      4.250,    4.73,  120.68,  28.40,      2.125,   12.05,   47.34,  22.28,      8.500,    4.90,  232.83,  27.39,     4.250,    5.01,  113.78,  26.77
            9,      4.750,    4.67,  136.41,  28.72,      2.375,   12.05,   52.91,  22.28,      9.500,    4.95,  257.54,  27.11,     4.750,    4.94,  129.01,  27.16
           10,      5.250,    4.50,  156.50,  29.81,      2.625,   12.05,   58.46,  22.27,     10.500,    4.77,  295.52,  28.15,     5.250,    5.08,  138.76,  26.43
           11,      5.750,    4.36,  176.92,  30.77,      2.875,   12.05,   64.06,  22.28,     11.500,    4.86,  317.40,  27.60,     5.750,    5.06,  152.41,  26.51
           12,      6.250,    4.12,  203.48,  32.56,      3.125,   12.07,   69.49,  22.24,     12.500,    4.66,  360.09,  28.81,     6.250,    5.14,  163.15,  26.10
           13,      6.750,    2.57,  351.92,  52.14,      3.375,   12.11,   74.81,  22.17,     13.500,    4.50,  402.61,  29.82,     6.750,    5.21,  173.78,  25.75
           14,      7.250,    2.74,  355.37,  49.02,      3.625,   12.09,   80.46,  22.19,     14.500,    4.61,  422.25,  29.12,     7.250,    5.26,  185.13,  25.54
           15,      7.750,    2.89,  360.09,  46.46,      3.875,   12.17,   85.50,  22.06,     15.500,    4.36,  477.69,  30.82,     7.750,    5.27,  197.28,  25.46
           16,      8.250,    3.14,  352.69,  42.75,      4.125,   12.15,   91.14,  22.09,     16.500,    3.12,  709.54,  43.00,     8.250,    5.32,  208.19,  25.24
            0,      0.250,    4.71,    7.12,  28.48,      0.125,   12.02,    2.79,  22.33,      0.500,    4.66,   14.40,  28.81,     0.250,    4.60,    7.29,  29.17
            1,      0.750,    4.60,   21.86,  29.15,      0.375,   11.97,    8.41,  22.43,      1.500,    4.79,   42.03,  28.02,     0.750,    4.64,   21.72,  28.95
            2,      1.250,    4.67,   35.96,  28.77,      0.625,   11.98,   14.01,  22.41,      2.500,    4.76,   70.44,  28.18,     1.250,    4.69,   35.78,  28.62
            3,      1.750,    4.85,   48.44,  27.68,      0.875,   12.00,   19.58,  22.38,      3.500,    4.94,   95.18,  27.19,     1.750,    4.79,   49.03,  28.02
            4,      2.250,    4.91,   61.54,  27.35,      1.125,   12.02,   25.11,  22.32,      4.500,    4.95,  122.09,  27.13,     2.250,    4.85,   62.26,  27.67
            5,      2.750,    4.92,   75.06,  27.30,      1.375,   12.02,   30.69,  22.32,      5.500,    4.99,  147.88,  26.89,     2.750,    5.36,   68.81,  25.02
            6,      3.250,    4.95,   88.20,  27.14,      1.625,   11.99,   36.38,  22.39,      6.500,    5.03,  173.31,  26.66,     3.250,    5.24,   83.23,  25.61
            7,      3.750,    4.90,  102.70,  27.39,      1.875,   11.98,   42.00,  22.40,      7.500,    4.99,  201.90,  26.92,     3.750,    5.27,   95.57,  25.49
            8,      4.250,    4.86,  117.30,  27.60,      2.125,   12.04,   47.37,  22.29,      8.500,    5.01,  227.60,  26.78,     4.250,    5.19,  110.00,  25.88
            9,      4.750,    4.83,  132.13,  27.82,      2.375,   12.06,   52.86,  22.26,      9.500,    5.01,  254.38,  26.78,     4.750,    5.24,  121.70,  25.62
           10,      5.250,    4.56,  154.53,  29.43,      2.625,   12.03,   58.56,  22.31,     10.500,    4.83,  291.77,  27.79,     5.250,    5.28,  133.54,  25.44
           11,      5.750,    2.19,  353.00,  61.39,      2.875,   12.03,   64.17,  22.32,     11.500,    4.78,  323.04,  28.09,     5.750,    5.30,  145.72,  25.34
           12,      6.250,    2.41,  348.30,  55.73,      3.125,   12.06,   69.54,  22.25,     12.500,    4.76,  352.80,  28.22,     6.250,    5.42,  154.83,  24.77
           13,      6.750,    2.57,  351.92,  52.14,      3.375,   12.11,   74.83,  22.17,     13.500,    4.69,  386.09,  28.60,     6.750,    5.30,  171.06,  25.34
           14,      7.250,    3.71,  262.51,  36.21,      3.625,   12.13,   80.23,  22.13,     14.500,    4.34,  448.03,  30.90,     7.250,    5.36,  181.70,  25.06
           15,      7.750,    3.36,  309.32,  39.91,      3.875,   12.10,   85.97,  22.19,     15.500,    3.91,  532.25,  34.34,     7.750,    5.38,  193.19,  24.93
           16,      8.250,    3.11,  356.41,  43.20,      4.125,   12.14,   91.19,  22.11,     16.500,    3.83,  578.10,  35.04,     8.250,    5.64,  196.29,  23.79
            0,      0.250,    4.63,    7.25,  29.01,      0.125,   12.00,    2.80,  22.38,      0.500,    4.71,   14.26,  28.52,     0.250,    4.62,    7.26,  29.04
            1,      0.750,    4.59,   21.92,  29.23,      0.375,   12.01,    8.38,  22.34,      1.500,    4.73,   42.60,  28.40,     0.750,    4.63,   21.72,  28.96
            2,      1.250,    4.61,   36.36,  29.09,      0.625,   11.98,   14.01,  22.42,      2.500,    4.71,   71.30,  28.52,     1.250,    4.63,   36.22,  28.98
            3,      1.750,    4.77,   49.28,  28.16,      0.875,   11.99,   19.59,  22.38,      3.500,    4.80,   97.81,  27.95,     1.750,    4.72,   49.73,  28.42
            4,      2.250,    4.80,   62.93,  27.97,      1.125,   11.99,   25.19,  22.39,      4.500,    4.86,  124.38,  27.64,     2.250,    4.82,   62.67,  27.85
            5,      2.750,    4.89,   75.41,  27.42,      1.375,   12.00,   30.77,  22.38,      5.500,    4.88,  151.39,  27.52,     2.750,    4.91,   75.14,  27.32
            6,      3.250,    4.88,   89.32,  27.48,      1.625,   12.01,   36.33,  22.36,      6.500,    4.87,  179.06,  27.55,     3.250,    4.95,   88.16,  27.13
            7,      3.750,    4.86,  103.63,  27.63,      1.875,   12.00,   41.94,  22.37,      7.500,    4.87,  206.74,  27.57,     3.750,    4.92,  102.36,  27.30
            8,      4.250,    4.73,  120.57,  28.37,      2.125,   12.00,   47.54,  22.37,      8.500,    4.88,  233.76,  27.50,     4.250,    4.90,  116.42,  27.39
            9,      4.750,    4.72,  135.20,  28.46,      2.375,   12.00,   53.12,  22.37,      9.500,    4.92,  259.09,  27.27,     4.750,    5.00,  127.58,  26.86
           10,      5.250,    4.52,  156.04,  29.72,      2.625,   12.05,   58.48,  22.28,     10.500,    4.83,  291.52,  27.76,     5.250,    5.00,  141.01,  26.86
           11,      5.750,    4.32,  178.81,  31.10,      2.875,   12.05,   64.07,  22.28,     11.500,    4.63,  333.04,  28.96,     5.750,    5.04,  153.09,  26.62
           12,      6.250,    4.05,  207.18,  33.15,      3.125,   12.01,   69.84,  22.35,     12.500,    4.66,  360.01,  28.80,     6.250,    5.14,  163.25,  26.12
           13,      6.750,    2.58,  350.95,  51.99,      3.375,   12.11,   74.82,  22.17,     13.500,    4.54,  399.52,  29.59,     6.750,    5.25,  172.50,  25.56
           14,      7.250,    3.32,  293.38,  40.47,      3.625,   12.15,   80.10,  22.10,     14.500,    4.39,  442.91,  30.55,     7.250,    5.19,  187.36,  25.84
           15,      7.750,    3.14,  331.42,  42.76,      3.875,   12.12,   85.82,  22.15,     15.500,    3.11,  669.62,  43.20,     7.750,    5.22,  199.45,  25.74
           16,      8.250,    3.10,  357.59,  43.34,      4.125,   12.14,   91.21,  22.11,     16.500,    3.11,  711.64,  43.13,     8.250,    5.36,  206.72,  25.06
            0,      0.250,    4.59,    7.32,  29.26,      0.125,   11.99,    2.80,  22.39,      0.500,    4.60,   14.58,  29.16,     0.250,    4.63,    7.25,  29.02
            1,      0.750,    4.64,   21.68,  28.90,      0.375,   12.01,    8.38,  22.35,      1.500,    4.72,   42.66,  28.44,     0.750,    4.68,   21.52,  28.69
            2,      1.250,    4.61,   36.39,  29.11,      0.625,   12.00,   13.99,  22.38,      2.500,    4.73,   70.94,  28.38,     1.250,    4.53,   37.06,  29.65
            3,      1.750,    4.66,   50.36,  28.78,      0.875,   11.98,   19.60,  22.40,      3.500,    4.77,   98.55,  28.16,     1.750,    4.73,   49.68,  28.39
            4,      2.250,    4.80,   62.92,  27.97,      1.125,   12.00,   25.17,  22.37,      4.500,    4.79,  126.17,  28.04,     2.250,    4.81,   62.84,  27.93
            5,      2.750,    4.83,   76.46,  27.80,      1.375,   12.00,   30.77,  22.38,      5.500,    4.86,  151.80,  27.60,     2.750,    4.85,   76.03,  27.65
            6,      3.250,    4.77,   91.41,  28.13,      1.625,   12.02,   36.29,  22.33,      6.500,    4.89,  178.24,  27.42,     3.250,    4.92,   88.64,  27.27
            7,      3.750,    4.80,  104.82,  27.95,      1.875,   11.99,   41.98,  22.39,      7.500,    4.90,  205.23,  27.36,     3.750,    4.87,  103.35,  27.56
            8,      4.250,    4.70,  121.42,  28.57,      2.125,   12.00,   47.54,  22.37,      8.500,    4.84,  235.79,  27.74,     4.250,    5.02,  113.64,  26.74
            9,      4.750,    4.65,  137.07,  28.86,      2.375,   12.02,   53.03,  22.33,      9.500,    4.89,  260.88,  27.46,     4.750,    4.91,  129.79,  27.32
           10,      5.250,    4.47,  157.76,  30.05,      2.625,   12.05,   58.47,  22.28,     10.500,    4.75,  296.93,  28.28,     5.250,    5.00,  140.95,  26.85
           11,      5.750,    4.38,  176.09,  30.62,      2.875,   11.97,   64.45,  22.42,     11.500,    4.56,  338.35,  29.42,     5.750,    5.06,  152.66,  26.55
           12,      6.250,    4.00,  209.51,  33.52,      3.125,   12.12,   69.22,  22.15,     12.500,    4.55,  368.43,  29.47,     6.250,    5.12,  163.94,  26.23
           13,      6.750,    2.58,  351.50,  52.07,      3.375,   12.07,   75.07,  22.24,     13.500,    4.46,  405.94,  30.07,     6.750,    5.17,  175.20,  25.95
           14,      7.250,    3.14,  309.94,  42.75,      3.625,   12.10,   80.42,  22.18,     14.500,    2.99,  650.65,  44.87,     7.250,    5.21,  186.62,  25.74
           15,      7.750,    3.36,  309.60,  39.95,      3.875,   12.14,   85.70,  22.12,     15.500,    2.94,  707.39,  45.64,     7.750,    5.17,  201.23,  25.97
           16,      8.250,    3.05,  363.48,  44.06,      4.125,   12.19,   90.83,  22.02,     16.500,    3.11,  712.11,  43.16,     8.250,    5.30,  209.08,  25.34
            0,      0.250,    4.63,    7.24,  28.97,      0.125,   12.00,    2.80,  22.37,      0.500,    4.60,   14.57,  29.15,     0.250,    4.62,    7.26,  29.06
            1,      0.750,    4.60,   21.86,  29.15,      0.375,   12.03,    8.37,  22.31,      1.500,    4.69,   42.92,  28.61,     0.750,    4.62,   21.78,  29.04
            2,      1.250,    4.60,   36.47,  29.18,      0.625,   12.01,   13.96,  22.34,      2.500,    4.76,   70.47,  28.19,     1.250,    4.62,   36.34,  29.08
            3,      1.750,    4.72,   49.79,  28.45,      0.875,   12.00,   19.58,  22.37,      3.500,    4.79,   98.04,  28.01,     1.750,    4.65,   50.48,  28.85
            4,      2.250,    4.78,   63.14,  28.06,      1.125,   12.00,   25.16,  22.37,      4.500,    4.79,  126.11,  28.02,     2.250,    4.79,   63.04,  28.02
            5,      2.750,    4.83,   76.40,  27.78,      1.375,   11.98,   30.81,  22.41,      5.500,    4.81,  153.32,  27.88,     2.750,    4.93,   74.83,  27.21
            6,      3.250,    4.80,   90.87,  27.96,      1.625,   11.97,   36.45,  22.43,      6.500,    4.86,  179.63,  27.63,     3.250,    4.91,   88.88,  27.35
            7,      3.750,    4.90,  102.68,  27.38,      1.875,   11.98,   42.01,  22.41,      7.500,    4.92,  204.67,  27.29,     3.750,    4.88,  103.15,  27.51
            8,      4.250,    4.76,  119.85,  28.20,      2.125,   12.02,   47.46,  22.33,      8.500,    4.86,  234.90,  27.63,     4.250,    4.98,  114.46,  26.93
            9,      4.750,    4.63,  137.56,  28.96,      2.375,   12.05,   52.90,  22.27,      9.500,    4.88,  261.54,  27.53,     4.750,    5.04,  126.52,  26.64
           10,      5.250,    4.55,  155.02,  29.53,      2.625,   12.05,   58.49,  22.28,     10.500,    4.79,  294.39,  28.04,     5.250,    4.97,  141.77,  27.00
           11,      5.750,    4.41,  174.82,  30.40,      2.875,   12.10,   63.79,  22.19,     11.500,    4.68,  329.83,  28.68,     5.750,    5.00,  154.25,  26.83
           12,      6.250,    4.17,  201.03,  32.16,      3.125,   12.13,   69.14,  22.12,     12.500,    4.66,  359.77,  28.78,     6.250,    5.10,  164.43,  26.31
           13,      6.750,    2.58,  351.78,  52.12,      3.375,   12.10,   74.87,  22.18,     13.500,    4.63,  391.65,  29.01,     6.750,    5.19,  174.44,  25.84
           14,      7.250,    2.71,  358.73,  49.48,      3.625,   12.19,   79.85,  22.03,     14.500,    4.32,  450.69,  31.08,     7.250,    5.21,  186.88,  25.78
           15,      7.750,    2.89,  360.34,  46.50,      3.875,   12.13,   85.77,  22.13,     15.500,    3.12,  667.64,  43.07,     7.750,    5.23,  198.83,  25.66
           16,      8.250,    3.11,  356.29,  43.19,      4.125,   12.12,   91.35,  22.14,     16.500,    3.04,  729.41,  44.21,     8.250,    5.35,  206.84,  25.07
            0,      0.250,    4.64,    7.23,  28.90,      0.125,   11.98,    2.80,  22.41,      0.500,    4.74,   14.16,  28.33,     0.250,    4.72,    7.11,  28.44
            1,      0.750,    4.64,   21.67,  28.90,      0.375,   12.01,    8.38,  22.36,      1.500,    4.71,   42.77,  28.51,     0.750,    4.70,   21.44,  28.59
            2,      1.250,    4.75,   35.34,  28.27,      0.625,   12.00,   13.99,  22.38,      2.500,    4.79,   70.00,  28.00,     1.250,    4.70,   35.69,  28.56
            3,      1.750,    4.81,   48.78,  27.88,      0.875,   11.99,   19.58,  22.38,      3.500,    4.88,   96.23,  27.50,     1.750,    4.77,   49.28,  28.16
            4,      2.250,    4.88,   61.92,  27.52,      1.125,   12.01,   25.14,  22.35,      4.500,    4.90,  123.32,  27.40,     2.250,    4.88,   61.94,  27.53
            5,      2.750,    4.98,   74.11,  26.95,      1.375,   11.99,   30.78,  22.39,      5.500,    4.97,  148.45,  26.99,     2.750,    5.20,   70.97,  25.81
            6,      3.250,    4.90,   89.06,  27.40,      1.625,   12.05,   36.20,  22.28,      6.500,    5.06,  172.46,  26.53,     3.250,    5.19,   84.07,  25.87
