Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec

Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    0.22,  305.04,1220.16,      0.125,    0.23,  143.40,1147.16,     0.250,    0.16,  411.71,1646.84
            0,      0.250,    0.28,  235.47, 941.88,      0.125,    0.22,  153.22,1225.73,     0.250,    0.20,  332.22,1328.89
            1,      0.750,    0.24,  853.08,1137.44,      0.375,    0.22,  451.40,1203.75,     0.750,    0.20, 1027.18,1369.57
            2,      1.250,    0.23, 1471.69,1177.35,      0.625,    0.22,  776.72,1242.76,     1.250,    0.18, 1843.65,1474.92
            3,      1.750,    0.24, 1973.79,1127.88,      0.875,    0.22, 1082.40,1237.03,     1.750,    0.21, 2236.96,1278.26
            1,      0.750,    0.23,  879.16,1172.21,      0.375,    0.29,  343.56, 916.16,     0.750,    0.34,  590.40, 787.20
            4,      2.250,    0.25, 2396.75,1065.22,      1.125,    0.22, 1360.31,1209.17,     2.250,    0.20, 2946.24,1309.44
            6,      3.250,    0.29, 2957.34, 909.95,      1.625,    0.23, 1864.14,1147.16,     3.250,    0.21, 4115.17,1266.20
            8,      4.250,    0.25, 4581.73,1078.05,      2.125,    0.26, 2177.20,1024.56,     4.250,    0.23, 5048.01,1187.77
            2,      1.250,    0.36,  924.36, 739.49,      0.625,    0.26,  635.50,1016.80,     1.250,    0.23, 1471.69,1177.35
           12,      6.250,    0.32, 5309.25, 849.48,      3.125,    0.31, 2671.53, 854.89,     6.250,    0.34, 4963.67, 794.19
            3,      1.750,    0.24, 1917.40,1095.65,      0.875,    0.23, 1043.92,1193.05,     1.750,    0.21, 2236.96,1278.26
