Start time: 1725125529
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.52,    4.97,  19.86,      0.125,   13.48,    2.49,  19.92,     0.250,   11.23,    5.98,  23.91
            1,      0.750,   14.85,   13.56,  18.08,      0.375,   14.82,    6.79,  18.11,     0.750,   14.05,   14.33,  19.11
            2,      1.250,   15.54,   21.59,  17.27,      0.625,   15.46,   10.85,  17.36,     1.250,   14.29,   23.48,  18.79
            3,      1.750,   15.42,   30.46,  17.41,      0.875,   15.36,   15.29,  17.47,     1.750,   14.64,   32.08,  18.33
            4,      2.250,   15.55,   38.83,  17.26,      1.125,   15.75,   19.18,  17.05,     2.250,   15.72,   38.41,  17.07
            6,      3.250,   16.86,   51.74,  15.92,      1.625,   16.85,   25.89,  15.93,     3.250,   15.93,   54.76,  16.85
            8,      4.250,   17.45,   65.36,  15.38,      2.125,   17.39,   32.80,  15.44,     4.250,   16.33,   69.88,  16.44
           12,      6.250,   19.04,   88.11,  14.10,      3.125,   19.04,   44.06,  14.10,     6.250,   20.15,   83.28,  13.32
           16,      8.250,   21.33,  103.81,  12.58,      4.125,   21.21,   52.22,  12.66,     8.250,   25.54,   86.71,  10.51
           20,     10.250,   25.84,  106.48,  10.39,      5.125,   25.86,   53.20,  10.38,    10.250,   31.32,   87.86,   8.57
           24,     12.250,   32.27,  101.89,   8.32,      6.125,   32.20,   51.06,   8.34,    12.250,   37.27,   88.23,   7.20
           28,     14.250,   35.12,  108.90,   7.64,      7.125,   34.91,   54.79,   7.69,    14.250,   43.52,   87.89,   6.17
           32,     16.250,   39.56,  110.26,   6.79,      8.125,   39.51,   55.20,   6.79,    16.250,   48.63,   89.70,   5.52
           40,     20.250,   48.85,  111.28,   5.50,     10.125,   48.81,   55.68,   5.50,    20.250,   60.87,   89.30,   4.41
           48,     24.250,   58.80,  110.72,   4.57,     12.125,   58.70,   55.44,   4.57,    24.250,   73.34,   88.76,   3.66
           56,     28.250,   68.92,  110.04,   3.90,     14.125,   69.19,   54.80,   3.88,    28.250,   85.51,   88.69,   3.14
           64,     32.250,   79.40,  109.04,   3.38,     16.125,   79.63,   54.36,   3.37,    32.250,   98.47,   87.92,   2.73
           80,     40.250,   98.09,  110.15,   2.74,     20.125,   97.78,   55.25,   2.75,    40.250,  124.03,   87.11,   2.16
          104,     52.250,  128.85,  108.85,   2.08,     26.125,  129.27,   54.25,   2.08,    52.250,  162.04,   86.56,   1.66
          120,     60.250,  150.12,  107.73,   1.79,     30.125,  151.94,   53.22,   1.77,    60.250,  186.89,   86.54,   1.44
          128,     64.250,  162.77,  105.96,   1.65,     32.125,  162.54,   53.05,   1.65,    64.250,  199.62,   86.40,   1.34
          160,     80.250,  197.59,  109.03,   1.36,     40.125,  197.59,   54.51,   1.36,    80.250,  254.62,   84.60,   1.05
          192,     96.250,  245.38,  105.29,   1.09,     48.125,  244.41,   52.86,   1.10,    96.250,  304.89,   84.74,   0.88
          256,    128.250,  323.34,  106.47,   0.83,     64.125,  324.02,   53.12,   0.83,   128.250,  406.71,   84.65,   0.66
          320,    160.250,  410.24,  104.86,   0.65,     80.125,  409.51,   52.52,   0.66,   160.250,  508.21,   84.64,   0.53
          512,    256.250,  664.67,  103.49,   0.40,    128.125,  664.89,   51.73,   0.40,   256.250,  812.83,   84.63,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725125805
