Start time: 1725125796
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.52,    4.97,  19.86,      0.125,   13.47,    2.49,  19.92,     0.250,   11.36,    5.91,  23.64
            1,      0.750,   14.88,   13.53,  18.05,      0.375,   14.89,    6.76,  18.03,     0.750,   14.06,   14.32,  19.09
            2,      1.250,   15.49,   21.66,  17.33,      0.625,   15.40,   10.90,  17.43,     1.250,   14.31,   23.45,  18.76
            3,      1.750,   15.75,   29.83,  17.05,      0.875,   15.73,   14.93,  17.06,     1.750,   14.65,   32.06,  18.32
            4,      2.250,   15.76,   38.31,  17.03,      1.125,   15.74,   19.18,  17.05,     2.250,   15.63,   38.65,  17.18
            6,      3.250,   16.85,   51.77,  15.93,      1.625,   16.83,   25.92,  15.95,     3.250,   15.97,   54.63,  16.81
            8,      4.250,   17.44,   65.41,  15.39,      2.125,   17.45,   32.69,  15.38,     4.250,   16.34,   69.81,  16.43
           12,      6.250,   19.09,   87.86,  14.06,      3.125,   19.12,   43.86,  14.04,     6.250,   20.40,   82.25,  13.16
           16,      8.250,   21.31,  103.93,  12.60,      4.125,   21.21,   52.21,  12.66,     8.250,   25.55,   86.69,  10.51
           20,     10.250,   25.84,  106.49,  10.39,      5.125,   25.91,   53.09,  10.36,    10.250,   31.39,   87.66,   8.55
           24,     12.250,   32.29,  101.83,   8.31,      6.125,   32.29,   50.93,   8.31,    12.250,   37.43,   87.85,   7.17
           28,     14.250,   35.20,  108.66,   7.62,      7.125,   35.01,   54.63,   7.67,    14.250,   43.68,   87.57,   6.15
           32,     16.250,   39.60,  110.15,   6.78,      8.125,   39.80,   54.80,   6.74,    16.250,   48.80,   89.38,   5.50
           40,     20.250,   48.93,  111.09,   5.49,     10.125,   48.91,   55.57,   5.49,    20.250,   60.86,   89.32,   4.41
           48,     24.250,   59.01,  110.31,   4.55,     12.125,   58.83,   55.32,   4.56,    24.250,   73.25,   88.87,   3.66
           56,     28.250,   68.90,  110.07,   3.90,     14.125,   69.05,   54.91,   3.89,    28.250,   85.70,   88.49,   3.13
           64,     32.250,   79.54,  108.84,   3.37,     16.125,   79.56,   54.41,   3.37,    32.250,   98.49,   87.90,   2.73
           80,     40.250,   98.01,  110.24,   2.74,     20.125,   97.78,   55.25,   2.75,    40.250,  123.90,   87.20,   2.17
          104,     52.250,  128.82,  108.88,   2.08,     26.125,  129.22,   54.27,   2.08,    52.250,  161.86,   86.65,   1.66
          120,     60.250,  150.10,  107.75,   1.79,     30.125,  151.70,   53.31,   1.77,    60.250,  186.68,   86.64,   1.44
          128,     64.250,  162.66,  106.03,   1.65,     32.125,  162.29,   53.14,   1.65,    64.250,  199.76,   86.34,   1.34
          160,     80.250,  197.80,  108.91,   1.36,     40.125,  197.55,   54.52,   1.36,    80.250,  254.66,   84.59,   1.05
          192,     96.250,  245.15,  105.39,   1.09,     48.125,  244.62,   52.81,   1.10,    96.250,  305.33,   84.62,   0.88
          256,    128.250,  323.55,  106.40,   0.83,     64.125,  323.94,   53.14,   0.83,   128.250,  406.74,   84.64,   0.66
          320,    160.250,  407.61,  105.53,   0.66,     80.125,  405.80,   53.00,   0.66,   160.250,  508.58,   84.58,   0.53
          512,    256.250,  664.74,  103.48,   0.40,    128.125,  665.11,   51.71,   0.40,   256.250,  813.29,   84.58,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725126071
