Start time: 1725125241
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.59,    4.94,  19.75,      0.125,   13.57,    2.47,  19.79,     0.250,   11.29,    5.94,  23.77
            1,      0.750,   14.93,   13.49,  17.99,      0.375,   14.98,    6.72,  17.92,     0.750,   14.13,   14.25,  19.00
            2,      1.250,   15.56,   21.57,  17.25,      0.625,   15.13,   11.09,  17.74,     1.250,   14.40,   23.30,  18.64
            3,      1.750,   15.49,   30.33,  17.33,      0.875,   15.39,   15.26,  17.44,     1.750,   14.78,   31.78,  18.16
            4,      2.250,   15.88,   38.02,  16.90,      1.125,   15.94,   18.94,  16.84,     2.250,   15.25,   39.61,  17.61
            6,      3.250,   17.09,   51.05,  15.71,      1.625,   17.06,   25.57,  15.73,     3.250,   16.09,   54.21,  16.68
            8,      4.250,   17.58,   64.90,  15.27,      2.125,   17.71,   32.21,  15.16,     4.250,   16.46,   69.30,  16.31
           12,      6.250,   19.24,   87.21,  13.95,      3.125,   19.23,   43.63,  13.96,     6.250,   20.57,   81.57,  13.05
           16,      8.250,   21.55,  102.77,  12.46,      4.125,   21.41,   51.72,  12.54,     8.250,   25.82,   85.75,  10.39
           20,     10.250,   25.98,  105.92,  10.33,      5.125,   26.05,   52.81,  10.30,    10.250,   31.54,   87.25,   8.51
           24,     12.250,   32.51,  101.16,   8.26,      6.125,   32.58,   50.47,   8.24,    12.250,   37.56,   87.54,   7.15
           28,     14.250,   35.46,  107.89,   7.57,      7.125,   35.28,   54.21,   7.61,    14.250,   43.81,   87.31,   6.13
           32,     16.250,   39.83,  109.51,   6.74,      8.125,   40.01,   54.51,   6.71,    16.250,   48.97,   89.09,   5.48
           40,     20.250,   49.20,  110.49,   5.46,     10.125,   49.20,   55.24,   5.46,    20.250,   61.31,   88.65,   4.38
           48,     24.250,   59.19,  109.98,   4.54,     12.125,   59.05,   55.12,   4.55,    24.250,   73.67,   88.36,   3.64
           56,     28.250,   69.84,  108.57,   3.84,     14.125,   69.94,   54.21,   3.84,    28.250,   85.89,   88.29,   3.13
           64,     32.250,   79.45,  108.96,   3.38,     16.125,   80.10,   54.04,   3.35,    32.250,   99.46,   87.04,   2.70
           80,     40.250,   98.25,  109.97,   2.73,     20.125,   98.50,   54.84,   2.73,    40.250,  124.87,   86.53,   2.15
          104,     52.250,  129.60,  108.22,   2.07,     26.125,  130.13,   53.89,   2.06,    52.250,  162.98,   86.06,   1.65
          120,     60.250,  151.47,  106.77,   1.77,     30.125,  152.20,   53.13,   1.76,    60.250,  188.37,   85.86,   1.43
          128,     64.250,  163.49,  105.50,   1.64,     32.125,  163.42,   52.77,   1.64,    64.250,  200.98,   85.81,   1.34
          160,     80.250,  199.19,  108.15,   1.35,     40.125,  199.22,   54.07,   1.35,    80.250,  256.01,   84.15,   1.05
          192,     96.250,  246.84,  104.67,   1.09,     48.125,  246.06,   52.50,   1.09,    96.250,  306.85,   84.20,   0.87
          256,    128.250,  326.01,  105.60,   0.82,     64.125,  325.71,   52.85,   0.82,   128.250,  409.04,   84.17,   0.66
          320,    160.250,  408.91,  105.20,   0.66,     80.125,  405.48,   53.04,   0.66,   160.250,  512.10,   84.00,   0.52
          512,    256.250,  669.36,  102.77,   0.40,    128.125,  668.80,   51.43,   0.40,   256.250,  817.49,   84.14,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725125519
