Start time: 1725158430
Point-to-point pairwise experiments for nodes cluster-256-hpc-29 cluster-256-hpc-154
# OSU MPI Latency Test v5.8
# Size          Latency (us)
524288                 27.76
1048576                49.28
2097152                92.67
4194304               176.72
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.01
2                       8.08
4                      16.00
8                      32.01
16                     64.57
32                    127.34
64                    246.11
128                   478.83
256                   942.95
512                  1768.36
1024                 3362.77
2048                 5917.24
4096                 9073.44
8192                13655.91
16384               18520.89
32768               21826.68
65536               23337.19
131072              23995.97
262144              24354.44
524288              24528.96
1048576             24612.60
2097152             24652.89
4194304             24672.50
Point-to-point pairwise experiments for nodes cluster-256-hpc-154 cluster-256-hpc-116
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.78
128                     1.82
256                     2.33
512                     2.43
1024                    2.66
2048                    2.74
4096                    3.47
8192                    3.99
16384                   5.30
32768                   6.81
65536                   8.83
131072                 13.63
262144                 17.14
524288                 27.82
1048576                49.34
2097152                92.49
4194304               176.79
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.90
2                       8.10
4                      15.95
8                      32.59
16                     63.76
32                    124.35
64                    246.59
128                   488.07
256                   944.76
512                  1737.35
1024                 3374.56
2048                 6046.22
4096                 9076.82
8192                13488.86
16384               18957.91
32768               21781.49
65536               23354.61
131072              24010.70
262144              24352.58
524288              24526.60
1048576             24611.79
2097152             24653.97
4194304             24673.22
Point-to-point pairwise experiments for nodes cluster-256-hpc-154 cluster-256-hpc-133
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.59
1                       1.59
2                       1.59
4                       1.60
8                       1.59
16                      1.60
32                      1.74
64                      1.79
128                     1.84
256                     2.34
512                     2.47
1024                    2.67
2048                    2.77
4096                    3.49
8192                    4.01
16384                   5.31
32768                   6.93
65536                   9.26
131072                 14.07
262144                 17.22
524288                 27.88
1048576                49.42
2097152                92.50
4194304               176.85
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.89
2                       7.79
4                      15.49
8                      31.28
16                     62.37
32                    123.26
64                    244.44
128                   488.41
256                   923.58
512                  1713.32
1024                 3288.76
2048                 5925.28
4096                 9094.72
8192                13640.76
16384               18990.13
32768               21593.48
65536               23351.38
131072              24009.92
262144              24349.61
524288              24491.98
1048576             24611.07
2097152             24650.95
4194304             24616.82
Point-to-point pairwise experiments for nodes cluster-256-hpc-154 cluster-256-hpc-205
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.54
2                       1.54
4                       1.55
8                       1.55
16                      1.55
32                      1.72
64                      1.75
128                     1.79
256                     2.31
512                     2.42
1024                    2.55
2048                    2.77
4096                    3.45
8192                    3.98
16384                   5.26
32768                   6.87
65536                   9.09
131072                 13.96
262144                 17.08
524288                 27.73
1048576                49.25
2097152                92.66
4194304               176.69
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.69
2                       7.89
4                      15.69
8                      31.43
16                     62.42
32                    124.35
64                    245.27
128                   490.07
256                   926.99
512                  1767.63
1024                 3341.78
2048                 5997.06
4096                 9203.48
8192                13771.39
16384               19143.56
32768               21780.89
65536               23377.59
131072              24024.70
262144              24356.90
524288              24529.92
1048576             24610.82
2097152             24653.24
4194304             24671.83
Point-to-point pairwise experiments for nodes cluster-256-hpc-24 cluster-256-hpc-172
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.56
32                      1.72
64                      1.76
128                     1.81
256                     2.33
512                     2.43
1024                    2.56
2048                    2.79
4096                    3.47
8192                    3.98
16384                   5.28
32768                   6.67
65536                   8.85
131072                 13.63
262144                 17.11
524288                 27.77
1048576                49.16
2097152                92.61
4194304               176.91
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.92
2                       7.85
4                      15.41
8                      31.40
16                     62.14
32                    124.69
64                    240.34
128                   492.07
256                   913.16
512                  1781.88
1024                 3322.28
2048                 5958.09
4096                 9204.35
8192                13798.08
16384               19057.45
32768               21743.73
65536               23376.36
131072              23877.78
262144              24348.46
524288              24527.29
1048576             24612.31
2097152             24653.25
4194304             24673.32
Point-to-point pairwise experiments for nodes cluster-256-hpc-24 cluster-256-hpc-109
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.55
4                       1.56
8                       1.56
16                      1.56
32                      1.72
64                      1.77
128                     1.81
256                     2.33
512                     2.43
1024                    2.63
2048                    2.74
4096                    3.46
8192                    3.96
16384                   5.28
32768                   6.89
65536                   9.13
131072                 14.00
262144                 17.12
524288                 27.78
1048576                49.30
2097152                92.61
4194304               176.83
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.94
2                       7.53
4                      15.66
8                      31.55
16                     62.39
32                    123.12
64                    246.39
128                   491.29
256                   916.64
512                  1718.14
1024                 3198.19
2048                 5956.95
4096                 9036.52
8192                13569.65
16384               18994.41
32768               21761.66
65536               23343.88
131072              23854.62
262144              24355.29
524288              24526.86
1048576             24612.11
2097152             24651.85
4194304             24673.68
Point-to-point pairwise experiments for nodes cluster-256-hpc-24 cluster-256-hpc-116
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.57
8                       1.57
16                      1.58
32                      1.74
64                      1.79
128                     1.84
256                     2.34
512                     2.45
1024                    2.66
2048                    2.76
4096                    3.50
8192                    4.02
16384                   5.31
32768                   6.70
65536                   8.67
131072                 13.39
262144                 17.25
524288                 27.85
1048576                49.31
2097152                92.59
4194304               176.80
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.87
2                       7.89
4                      15.75
8                      31.25
16                     62.65
32                    122.66
64                    247.90
128                   484.29
256                   922.99
512                  1721.62
1024                 3352.76
2048                 5950.94
4096                 9077.99
8192                13574.09
16384               19044.55
32768               21865.32
65536               23352.01
131072              23998.34
262144              24319.13
524288              24524.85
1048576             24611.60
2097152             24652.56
4194304             24672.59
Point-to-point pairwise experiments for nodes cluster-256-hpc-24 cluster-256-hpc-133
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.61
1                       1.61
2                       1.61
4                       1.61
8                       1.61
16                      1.61
32                      1.77
64                      1.82
128                     1.87
256                     2.37
512                     2.47
1024                    2.65
2048                    2.77
4096                    3.52
8192                    4.04
16384                   5.34
32768                   6.90
65536                   9.39
131072                 14.15
262144                 17.30
524288                 27.95
1048576                49.86
2097152                92.35
4194304               176.86
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.91
2                       7.66
4                      15.61
8                      30.59
16                     62.22
32                    122.10
64                    244.94
128                   482.28
256                   925.05
512                  1704.84
1024                 3331.43
2048                 5973.42
4096                 9124.39
8192                13676.33
16384               18979.66
32768               21809.36
65536               23345.55
131072              23998.33
262144              24332.03
524288              24524.35
1048576             24610.73
2097152             24652.74
4194304             24609.32
Point-to-point pairwise experiments for nodes cluster-256-hpc-24 cluster-256-hpc-205
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.55
2                       1.55
4                       1.56
8                       1.55
16                      1.56
32                      1.72
64                      1.76
128                     1.81
256                     2.32
512                     2.44
1024                    2.56
2048                    2.79
4096                    3.47
8192                    3.99
16384                   5.28
32768                   6.83
65536                   9.16
131072                 14.01
262144                 17.08
524288                 27.76
1048576                49.26
2097152                92.64
4194304               176.67
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.94
2                       7.89
4                      15.73
8                      31.38
16                     62.83
32                    123.72
64                    246.41
128                   486.18
256                   921.99
512                  1718.52
1024                 3334.26
2048                 5959.10
4096                 9166.45
8192                13697.23
16384               19089.02
32768               21847.97
65536               23368.43
131072              24019.42
262144              24351.19
524288              24529.31
1048576             24612.98
2097152             24653.95
4194304             24673.82
Point-to-point pairwise experiments for nodes cluster-256-hpc-172 cluster-256-hpc-109
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.54
2                       1.54
4                       1.55
8                       1.55
16                      1.55
32                      1.71
64                      1.76
128                     1.79
256                     2.29
512                     2.40
1024                    2.57
2048                    2.78
4096                    3.45
8192                    3.96
16384                   5.28
32768                   6.78
65536                   8.69
131072                 13.57
262144                 17.09
524288                 27.73
1048576                49.25
2097152                92.31
4194304               176.73
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       7.87
4                      16.27
8                      32.39
16                     65.24
32                    129.40
64                    245.64
128                   492.11
256                   934.34
512                  1815.54
1024                 3353.97
2048                 5997.18
4096                 9224.86
8192                13637.10
16384               19032.77
32768               21745.27
65536               23379.69
131072              23963.59
262144              24357.65
524288              24531.29
1048576             24594.87
2097152             24653.64
4194304             24550.60
Point-to-point pairwise experiments for nodes cluster-256-hpc-172 cluster-256-hpc-116
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.57
2                       1.56
4                       1.56
8                       1.57
16                      1.57
32                      1.73
64                      1.77
128                     1.82
256                     2.33
512                     2.41
1024                    2.57
2048                    2.79
4096                    3.48
8192                    4.00
16384                   5.30
32768                   6.82
65536                   8.71
131072                 13.50
262144                 17.15
524288                 27.79
1048576                49.25
2097152                92.55
4194304               176.90
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       7.74
4                      16.34
8                      32.42
16                     65.28
32                    128.26
64                    246.17
128                   494.61
256                   946.48
512                  1809.70
1024                 3396.62
2048                 6041.98
4096                 9231.91
8192                13770.08
16384               19018.49
32768               21862.64
65536               23374.59
131072              24019.36
262144              24355.06
524288              24529.88
1048576             24611.19
2097152             24653.07
4194304             24671.87
Point-to-point pairwise experiments for nodes cluster-256-hpc-172 cluster-256-hpc-133
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.60
1                       1.59
2                       1.59
4                       1.59
8                       1.59
16                      1.60
32                      1.75
64                      1.81
128                     1.86
256                     2.35
512                     2.46
1024                    2.66
2048                    2.77
4096                    3.49
8192                    4.01
16384                   5.31
32768                   6.86
65536                   8.94
131072                 13.87
262144                 17.27
524288                 27.93
1048576                49.42
2097152                92.54
4194304               176.96
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.91
2                       7.77
4                      15.70
8                      31.06
16                     62.34
32                    121.91
64                    244.80
128                   484.07
256                   914.03
512                  1716.88
1024                 3268.23
2048                 5924.59
4096                 9054.18
8192                13665.35
16384               18911.37
32768               21795.36
65536               23344.63
131072              24008.39
262144              24350.01
524288              24526.28
1048576             24611.08
2097152             24652.20
4194304             24672.87
Point-to-point pairwise experiments for nodes cluster-256-hpc-172 cluster-256-hpc-205
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.54
2                       1.54
4                       1.55
8                       1.55
16                      1.55
32                      1.71
64                      1.76
128                     1.81
256                     2.32
512                     2.41
1024                    2.58
2048                    2.76
4096                    3.45
8192                    3.97
16384                   5.32
32768                   6.88
65536                   8.96
131072                 13.74
262144                 17.12
524288                 27.76
1048576                49.27
2097152                92.58
4194304               176.62
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.18
4                      15.92
8                      32.67
16                     64.74
32                    129.86
64                    247.33
128                   494.30
256                   941.74
512                  1768.16
1024                 3372.74
2048                 6076.93
4096                 9156.99
8192                13508.67
16384               19029.33
32768               21623.38
65536               23251.05
131072              23905.39
262144              24194.45
524288              24387.83
1048576             24600.09
2097152             24650.61
4194304             24673.94
Point-to-point pairwise experiments for nodes cluster-256-hpc-109 cluster-256-hpc-116
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.77
128                     1.81
256                     2.32
512                     2.43
1024                    2.63
2048                    2.73
4096                    3.48
8192                    4.04
16384                   5.30
32768                   6.93
65536                   9.09
131072                 14.08
262144                 17.16
524288                 27.75
1048576                49.33
2097152                92.82
4194304               176.78
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.02
2                       8.12
4                      15.91
8                      32.55
16                     63.31
32                    128.02
64                    245.17
128                   485.87
256                   938.81
512                  1781.37
1024                 3319.91
2048                 5999.02
4096                 9053.82
8192                13602.16
16384               18977.86
32768               21817.71
65536               23138.48
131072              23940.40
262144              24349.23
524288              24525.82
1048576             24611.44
2097152             24652.62
4194304             24672.84
Point-to-point pairwise experiments for nodes cluster-256-hpc-109 cluster-256-hpc-133
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.59
1                       1.59
2                       1.59
4                       1.59
8                       1.59
16                      1.60
32                      1.77
64                      1.81
128                     1.87
256                     2.34
512                     2.45
1024                    2.61
2048                    2.80
4096                    3.50
8192                    4.01
16384                   5.29
32768                   6.92
65536                   9.23
131072                 14.08
262144                 17.22
524288                 27.88
1048576                49.40
2097152                92.84
4194304               176.84
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.04
2                       7.97
4                      16.13
8                      31.89
16                     64.34
32                    127.48
64                    239.76
128                   488.54
256                   936.44
512                  1733.42
1024                 3341.62
2048                 6039.47
4096                 9054.94
8192                13577.74
16384               19032.85
32768               21861.76
65536               23350.86
131072              24002.15
262144              24347.70
524288              24524.23
1048576             24610.35
2097152             24651.52
4194304             24669.29
Point-to-point pairwise experiments for nodes cluster-256-hpc-109 cluster-256-hpc-205
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.54
2                       1.54
4                       1.55
8                       1.55
16                      1.55
32                      1.69
64                      1.75
128                     1.81
256                     2.31
512                     2.41
1024                    2.55
2048                    2.77
4096                    3.45
8192                    3.96
16384                   5.28
32768                   6.67
65536                   8.76
131072                 13.54
262144                 17.06
524288                 27.70
1048576                49.20
2097152                92.39
4194304               176.71
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.92
2                       8.11
4                      16.06
8                      32.54
16                     64.36
32                    125.67
64                    245.79
128                   492.17
256                   940.22
512                  1754.12
1024                 3356.05
2048                 6066.30
4096                 9089.99
8192                13668.91
16384               19151.85
32768               21903.14
65536               23390.81
131072              24025.42
262144              24360.83
524288              24528.89
1048576             24613.01
2097152             24654.07
4194304             24672.66
Point-to-point pairwise experiments for nodes cluster-256-hpc-116 cluster-256-hpc-133
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.62
1                       1.61
2                       1.61
4                       1.61
8                       1.61
16                      1.62
32                      1.78
64                      1.83
128                     1.89
256                     2.39
512                     2.50
1024                    2.66
2048                    2.79
4096                    3.51
8192                    4.04
16384                   5.32
32768                   6.80
65536                   8.90
131072                 13.61
262144                 17.31
524288                 27.96
1048576                49.47
2097152                92.87
4194304               176.87
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.01
2                       8.11
4                      16.10
8                      32.10
16                     64.76
32                    126.31
64                    246.51
128                   480.78
256                   944.77
512                  1777.98
1024                 3357.36
2048                 5959.71
4096                 9057.69
8192                13557.60
16384               18862.69
32768               21791.01
65536               23338.76
131072              23997.78
262144              24321.58
524288              24521.10
1048576             24608.03
2097152             24650.14
4194304             24566.90
Point-to-point pairwise experiments for nodes cluster-256-hpc-116 cluster-256-hpc-205
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.72
64                      1.77
128                     1.82
256                     2.33
512                     2.44
1024                    2.63
2048                    2.74
4096                    3.48
8192                    4.00
16384                   5.29
32768                   6.73
65536                   8.71
131072                 13.59
262144                 17.15
524288                 27.79
1048576                49.31
2097152                92.74
4194304               176.74
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       8.14
4                      16.28
8                      32.19
16                     65.24
32                    127.54
64                    248.74
128                   489.45
256                   952.42
512                  1768.30
1024                 3386.78
2048                 5994.42
4096                 9163.84
8192                13803.75
16384               19055.27
32768               21264.76
65536               23347.92
131072              23997.85
262144              24352.44
524288              24526.48
1048576             24610.68
2097152             24650.17
4194304             24671.79
Point-to-point pairwise experiments for nodes cluster-256-hpc-133 cluster-256-hpc-205
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.60
1                       1.59
2                       1.59
4                       1.59
8                       1.59
16                      1.60
32                      1.77
64                      1.81
128                     1.86
256                     2.36
512                     2.47
1024                    2.64
2048                    2.76
4096                    3.50
8192                    4.01
16384                   5.29
32768                   6.93
65536                   9.25
131072                 14.03
262144                 17.24
524288                 27.79
1048576                49.37
2097152                92.85
4194304               176.88
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.91
2                       7.99
4                      16.15
8                      32.52
16                     64.66
32                    129.34
64                    243.18
128                   494.48
256                   939.40
512                  1801.39
1024                 3363.41
2048                 6051.60
4096                 9113.13
8192                13412.17
16384               18806.48
32768               21746.95
65536               23266.31
131072              24004.43
262144              24347.38
524288              24525.06
1048576             24609.95
2097152             24652.13
4194304             24670.62
Allreduce iteration 1

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    2847.76
8                    2511.07
16                   2354.67
32                   2298.47
64                   1854.04
128                  1844.77
256                  2088.15
512                  2285.41
1024                 2515.09
2048                 1997.47
4096                 2558.51
8192                 4958.88
16384                4594.04
32768                3911.12
65536               15782.54
131072              13704.37
262144              25633.84
524288              21718.91
1048576             18327.66
Allreduce iteration 2

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    2002.55
8                    1981.80
16                   2527.76
32                   2101.64
64                   2697.03
128                  2803.26
256                  2414.94
512                  2599.17
1024                 2514.22
2048                 2278.34
4096                 2593.76
8192                23567.34
16384                5815.53
32768                5590.42
65536               16870.21
131072              21304.03
262144             307311.13
[1725158875.571070] [cluster-256-hpc-256:147324:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_30da024b flags=0x0) failed: No such file or directory
