,experiment,cost,size,duration
421,azure/aks/cpu,1.18717184,256,4.63739
423,azure/aks/cpu,1.18717184,256,4.63739
425,azure/aks/gpu,0.026501600444444447,32,0.135335
427,azure/aks/gpu,0.032469086844444446,32,0.165809
429,azure/aks/gpu,0.02394807866666667,32,0.122295
431,azure/aks/gpu,0.023952190933333332,32,0.122316
433,azure/aks/gpu,0.033226723022222224,32,0.169678
435,azure/aks/gpu,0.026385282044444444,32,0.134741
437,azure/aks/gpu,0.03013234026666667,32,0.153876
439,azure/aks/gpu,0.031187234577777778,32,0.159263
441,azure/aks/gpu,0.028097551555555555,32,0.143485
51,google/gke/gpu,0.039135267555555554,8,0.75389
53,google/gke/gpu,0.07447790933333333,8,1.43472
55,google/gke/gpu,0.04614466915555556,8,0.888917
57,google/gke/gpu,0.06919699199999998,8,1.33299
59,google/gke/gpu,0.0687910471111111,8,1.32517
61,google/gke/gpu,0.06852941511111112,8,1.32013
63,google/gke/gpu,0.0449927616,8,0.866727
65,google/gke/gpu,0.03857244728888889,8,0.743048
67,google/gke/gpu,0.04133333973333333,8,0.796233
69,google/gke/gpu,0.07230127644444444,8,1.39279
71,google/gke/gpu,0.045673523911111104,8,0.879841
73,google/gke/gpu,0.07165965511111112,8,1.38043
75,google/gke/gpu,0.06878118400000001,8,1.32498
77,google/gke/gpu,0.0780182471111111,8,1.50292
79,google/gke/gpu,0.04141068728888888,8,0.797723
81,google/gke/gpu,0.06955621688888888,8,1.33991
195,google/compute-engine/gpu,0.047304415288888894,8,0.911258
197,google/compute-engine/gpu,0.046760231111111106,8,0.900775
199,google/compute-engine/gpu,0.04726309404444444,8,0.910462
201,google/compute-engine/gpu,0.03955040071111111,8,0.761887
203,google/compute-engine/gpu,0.03946723911111111,8,0.760285
205,google/compute-engine/gpu,0.04728557155555555,8,0.910895
207,google/compute-engine/gpu,0.07429725866666666,8,1.43124
209,google/compute-engine/gpu,0.03924210062222223,8,0.755948
211,google/compute-engine/gpu,0.04722675626666666,8,0.909762
213,google/compute-engine/gpu,0.03958559644444445,8,0.762565
215,google/compute-engine/gpu,0.047520936533333336,8,0.915429
217,google/compute-engine/gpu,0.0471208576,8,0.907722
219,google/compute-engine/gpu,0.04652351644444445,8,0.896215
221,google/compute-engine/gpu,0.04678478506666667,8,0.901248
223,google/compute-engine/gpu,0.044923460266666666,8,0.865392
225,google/compute-engine/gpu,0.039163662933333336,8,0.754437
227,google/compute-engine/gpu,0.04788779235555556,8,0.922496
229,google/compute-engine/gpu,0.04711810631111111,8,0.907669
231,google/compute-engine/gpu,0.07627922488888889,8,1.46942
233,google/compute-engine/gpu,0.04174515057777778,8,0.804166
235,google/compute-engine/gpu,0.04721097528888889,8,0.909458
237,google/compute-engine/gpu,0.04182042168888889,8,0.805616
353,azure/cyclecloud/gpu,0.052052484,8,1.06326
355,azure/cyclecloud/gpu,0.052060806444444455,8,1.06343
357,azure/cyclecloud/gpu,0.05176854177777779,8,1.05746
359,azure/cyclecloud/gpu,0.05229334533333334,8,1.06818
361,azure/cyclecloud/gpu,0.05115953466666668,8,1.04502
443,azure/aks/gpu,0.022600381177777778,8,0.461651
445,azure/aks/gpu,0.022029951044444447,8,0.449999
447,azure/aks/gpu,0.02338318051111111,8,0.477641
449,azure/aks/gpu,0.022210156444444445,8,0.45368
451,azure/aks/gpu,0.021738029066666668,8,0.444036
453,azure/aks/gpu,0.02130775868888889,8,0.435247
455,azure/aks/gpu,0.022306011422222223,8,0.455638
457,azure/aks/gpu,0.02239369082222222,8,0.457429
459,azure/aks/gpu,0.021738420711111116,8,0.444044
461,azure/aks/gpu,0.022102943777777776,8,0.45149
463,azure/aks/gpu,0.022280946177777778,8,0.455126
465,azure/aks/gpu,0.02224956566666667,8,0.454485
467,azure/aks/gpu,0.023447997666666668,8,0.478965
469,azure/aks/gpu,0.02153941637777778,8,0.439979
471,azure/aks/gpu,0.02226155977777778,8,0.45473
83,google/gke/gpu,0.04749773226666667,16,0.457491
85,google/gke/gpu,0.04995260871111111,16,0.481136
87,google/gke/gpu,0.049172384711111114,16,0.473621
89,google/gke/gpu,0.04738685013333333,16,0.456423
91,google/gke/gpu,0.04851228302222221,16,0.467263
93,google/gke/gpu,0.04934545635555555,16,0.475288
95,google/gke/gpu,0.04957230791111111,16,0.477473
97,google/gke/gpu,0.04712905955555556,16,0.45394
99,google/gke/gpu,0.048262798222222215,16,0.46486
101,google/gke/gpu,0.04732310328888889,16,0.455809
103,google/gke/gpu,0.04990505813333333,16,0.480678
105,google/gke/gpu,0.04951748977777778,16,0.476945
107,google/gke/gpu,0.04777452231111111,16,0.460157
109,google/gke/gpu,0.04723308942222222,16,0.454942
111,google/gke/gpu,0.04884472177777778,16,0.470465
239,google/compute-engine/gpu,0.13601956977777777,16,1.31012
241,google/compute-engine/gpu,0.10015158755555555,16,0.964645
243,google/compute-engine/gpu,0.14854364444444443,16,1.43075
245,google/compute-engine/gpu,0.147055872,16,1.41642
247,google/compute-engine/gpu,0.14911778133333334,16,1.43628
289,aws/eks/gpu,0.07633328902222222,16,0.500291
291,aws/eks/gpu,0.07659206093333332,16,0.501987
293,aws/eks/gpu,0.07643566871111111,16,0.500962
295,aws/eks/gpu,0.07651958648888889,16,0.501512
297,aws/eks/gpu,0.07610793164444443,16,0.498814
363,azure/cyclecloud/gpu,0.08798635133333334,16,0.898635
365,azure/cyclecloud/gpu,0.08828801546666667,16,0.901716
367,azure/cyclecloud/gpu,0.086322352,16,0.88164
369,azure/cyclecloud/gpu,0.08721177653333334,16,0.890724
371,azure/cyclecloud/gpu,0.08865028657777779,16,0.905416
473,azure/aks/gpu,0.012592641733333335,16,0.128613
475,azure/aks/gpu,0.013793129866666667,16,0.140874
477,azure/aks/gpu,0.012427955244444443,16,0.126931
479,azure/aks/gpu,0.012309678622222223,16,0.125723
481,azure/aks/gpu,0.013533371688888891,16,0.138221
483,azure/aks/gpu,0.013779813955555555,16,0.140738
485,azure/aks/gpu,0.012141663155555558,16,0.124007
487,azure/aks/gpu,0.012378412222222225,16,0.126425
489,azure/aks/gpu,0.012521949911111113,16,0.127891
491,azure/aks/gpu,0.012894795422222223,16,0.131699
493,azure/aks/gpu,0.013270480355555553,16,0.135536
495,azure/aks/gpu,0.012356969688888891,16,0.126206
497,azure/aks/gpu,0.013356740044444447,16,0.136417
499,azure/aks/gpu,0.012912713155555557,16,0.131882
501,azure/aks/gpu,0.012954325377777779,16,0.132307
113,google/gke/gpu,0.009982195199999998,4,0.384588
115,google/gke/gpu,0.009801700266666668,4,0.377634
117,google/gke/gpu,0.009870690133333334,4,0.380292
119,google/gke/gpu,0.00991707271111111,4,0.382079
121,google/gke/gpu,0.010325742933333333,4,0.397824
123,google/gke/gpu,0.009684459022222222,4,0.373117
125,google/gke/gpu,0.009859399466666667,4,0.379857
127,google/gke/gpu,0.00987585528888889,4,0.380491
129,google/gke/gpu,0.009994368355555554,4,0.385057
131,google/gke/gpu,0.010331634844444444,4,0.398051
133,google/gke/gpu,0.009921199644444444,4,0.382238
135,google/gke/gpu,0.010084667733333334,4,0.388536
137,google/gke/gpu,0.009962962133333333,4,0.383847
139,google/gke/gpu,0.009675089066666667,4,0.372756
141,google/gke/gpu,0.009819272177777777,4,0.378311
143,google/gke/gpu,0.009946843733333335,4,0.383226
249,google/compute-engine/gpu,0.021708422044444443,4,0.836369
251,google/compute-engine/gpu,0.020086355555555557,4,0.773875
253,google/compute-engine/gpu,0.020027488355555557,4,0.771607
255,google/compute-engine/gpu,0.020257532444444445,4,0.78047
257,google/compute-engine/gpu,0.009330840533333332,4,0.359493
373,azure/cyclecloud/gpu,0.030030316888888887,4,1.22684
375,azure/cyclecloud/gpu,0.030207780777777776,4,1.23409
377,azure/cyclecloud/gpu,0.029620803666666667,4,1.21011
379,azure/cyclecloud/gpu,0.030045493111111113,4,1.22746
381,azure/cyclecloud/gpu,0.030603341666666672,4,1.25025
503,azure/aks/gpu,0.008555179155555556,4,0.349508
505,azure/aks/gpu,0.008571848522222222,4,0.350189
507,azure/aks/gpu,0.008430929955555557,4,0.344432
509,azure/aks/gpu,0.009491894755555556,4,0.387776
511,azure/aks/gpu,0.009056508522222223,4,0.369989
513,azure/aks/gpu,0.008722607155555557,4,0.356348
515,azure/aks/gpu,0.0084498268,4,0.345204
517,azure/aks/gpu,0.009166095533333335,4,0.374466
519,azure/aks/gpu,0.008859242111111111,4,0.36193
521,azure/aks/gpu,0.008435874466666667,4,0.344634
523,azure/aks/gpu,0.00867773938888889,4,0.354515
525,azure/aks/gpu,0.008644009011111111,4,0.353137
527,azure/aks/gpu,0.008699940733333335,4,0.355422
529,azure/aks/gpu,0.008480913577777778,4,0.346474
531,azure/aks/gpu,0.008632210722222223,4,0.352655
533,azure/aks/gpu,0.008541447122222224,4,0.348947
175,google/compute-engine/cpu,0.5308996977777777,256,1.47545
177,google/compute-engine/cpu,0.49116093155555557,256,1.36501
179,google/compute-engine/cpu,0.4917258524444444,256,1.36658
181,google/compute-engine/cpu,0.4574815715555555,256,1.27141
183,google/compute-engine/cpu,0.5134231324444444,256,1.42688
279,aws/eks/cpu,0.580968448,256,2.83676
281,aws/eks/cpu,0.5806878719999999,256,2.83539
283,aws/eks/cpu,0.43767807999999997,256,2.1371
285,aws/eks/cpu,0.706582528,256,3.45011
287,aws/eks/cpu,0.518975488,256,2.53406
319,aws/parallel-cluster/cpu,97.00147199999999,256,473.64
321,aws/parallel-cluster/cpu,96.69120000000001,256,472.125
323,aws/parallel-cluster/cpu,96.4933632,256,471.159
339,azure/cyclecloud/cpu,143.149824,256,559.179
341,azure/cyclecloud/cpu,143.24889600000003,256,559.566
401,azure/aks/cpu,1.18717184,256,4.63739
402,aws/parallel-cluster/cpu,23.452927999999996,64,458.065
404,aws/parallel-cluster/cpu,47.834828800000004,128,467.137
406,aws/parallel-cluster/cpu,11.5298176,32,450.3835
408,aws/parallel-cluster/cpu,96.69120000000001,256,472.125
410,azure/cyclecloud/cpu,35.21888,64,550.295
412,azure/cyclecloud/cpu,70.828928,128,553.351
414,azure/cyclecloud/cpu,70.828928,128,553.351
416,azure/cyclecloud/cpu,17.445408,32,545.169
418,azure/cyclecloud/cpu,143.19936,256,559.3725
420,azure/aks/cpu,0.42467968,128,3.3178099999999997
422,azure/aks/cpu,1.18717184,256,4.63739
424,azure/aks/cpu,1.18717184,256,4.63739
