Start time: 1725157208
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.49,   26.96, 107.85,      0.125,    2.46,   13.63, 109.08,     0.250,    1.10,   60.90, 243.59
            1,      0.750,    3.33,   60.55,  80.73,      0.375,    3.31,   30.37,  80.98,     0.750,    2.48,   81.08, 108.11
            2,      1.250,    3.38,   99.24,  79.40,      0.625,    3.38,   49.62,  79.40,     1.250,    2.71,  123.86,  99.09
            3,      1.750,    3.55,  132.40,  75.66,      0.875,    3.49,   67.38,  77.00,     1.750,    2.93,  160.16,  91.52
            4,      2.250,    3.70,  163.37,  72.61,      1.125,    3.67,   82.40,  73.24,     2.250,    3.14,  192.11,  85.38
            6,      3.250,    3.97,  219.64,  67.58,      1.625,    3.87,  112.60,  69.29,     3.250,    3.54,  246.31,  75.79
            8,      4.250,    4.33,  263.23,  61.94,      2.125,    4.32,  132.20,  62.21,     4.250,    3.94,  289.19,  68.04
           12,      6.250,    5.39,  311.09,  49.77,      3.125,    5.36,  156.45,  50.06,     6.250,    6.18,  271.56,  43.45
           16,      8.250,    6.50,  340.50,  41.27,      4.125,    6.47,  171.20,  41.50,     8.250,    8.02,  276.03,  33.46
           20,     10.250,    8.13,  338.39,  33.01,      5.125,    8.18,  168.29,  32.84,    10.250,   10.11,  272.29,  26.56
           24,     12.250,   10.45,  314.55,  25.68,      6.125,   10.44,  157.56,  25.72,    12.250,   12.17,  270.29,  22.06
           28,     14.250,   11.45,  334.20,  23.45,      7.125,   11.39,  167.98,  23.58,    14.250,   14.28,  267.97,  18.80
           32,     16.250,   12.99,  335.67,  20.66,      8.125,   12.98,  168.02,  20.68,    16.250,   16.11,  270.84,  16.67
           40,     20.250,   16.25,  334.55,  16.52,     10.125,   16.23,  167.47,  16.54,    20.250,   20.32,  267.51,  13.21
           48,     24.250,   19.63,  331.65,  13.68,     12.125,   19.62,  165.87,  13.68,    24.250,   24.51,  265.60,  10.95
           56,     28.250,   23.12,  327.97,  11.61,     14.125,   23.14,  163.84,  11.60,    28.250,   28.74,  263.84,   9.34
           64,     32.250,   26.66,  324.70,  10.07,     16.125,   26.71,  162.06,  10.05,    32.250,   33.08,  261.67,   8.11
           80,     40.250,   32.99,  327.53,   8.14,     20.125,   32.92,  164.11,   8.15,    40.250,   41.76,  258.74,   6.43
          104,     52.250,   43.54,  322.12,   6.16,     26.125,   43.74,  160.35,   6.14,    52.250,   54.62,  256.79,   4.91
          120,     60.250,   50.72,  318.86,   5.29,     30.125,   51.32,  157.57,   5.23,    60.250,   63.18,  255.98,   4.25
          128,     64.250,   55.12,  312.90,   4.87,     32.125,   55.15,  156.37,   4.87,    64.250,   67.50,  255.51,   3.98
          160,     80.250,   66.90,  322.00,   4.01,     40.125,   66.87,  161.07,   4.01,    80.250,   86.14,  250.09,   3.12
          192,     96.250,   83.05,  311.09,   3.23,     48.125,   82.85,  155.93,   3.24,    96.250,  103.32,  250.06,   2.60
          256,    128.250,  109.62,  314.06,   2.45,     64.125,  109.75,  156.84,   2.45,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.22,  308.98,   1.93,     80.125,  139.35,  154.35,   1.93,   160.250,  172.25,  249.73,   1.56
          512,    256.250,  225.58,  304.93,   1.19,    128.125,  225.61,  152.44,   1.19,   256.250,  275.64,  249.55,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157363
