Start time: 1725157693
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.75,   24.42,  97.68,      0.125,    2.79,   12.01,  96.11,     0.250,    1.60,   41.84, 167.35
            1,      0.750,    3.46,   58.20,  77.60,      0.375,    3.45,   29.20,  77.88,     0.750,    2.85,   70.64,  94.19
            2,      1.250,    3.53,   95.00,  76.00,      0.625,    3.51,   47.76,  76.41,     1.250,    3.01,  111.44,  89.15
            3,      1.750,    3.65,  128.67,  73.52,      0.875,    3.60,   65.24,  74.57,     1.750,    3.18,  147.54,  84.31
            4,      2.250,    3.80,  159.07,  70.70,      1.125,    3.77,   80.04,  71.15,     2.250,    3.34,  180.62,  80.27
            6,      3.250,    4.05,  215.25,  66.23,      1.625,    3.98,  109.68,  67.50,     3.250,    3.66,  238.17,  73.28
            8,      4.250,    4.41,  258.93,  60.92,      2.125,    4.38,  130.12,  61.23,     4.250,    4.02,  283.86,  66.79
           12,      6.250,    5.45,  307.61,  49.22,      3.125,    5.42,  154.86,  49.55,     6.250,    6.24,  268.78,  43.00
           16,      8.250,    6.58,  336.46,  40.78,      4.125,    6.54,  169.41,  41.07,     8.250,    8.10,  273.54,  33.16
           20,     10.250,    8.21,  335.30,  32.71,      5.125,    8.23,  167.24,  32.63,    10.250,   10.16,  270.76,  26.42
           24,     12.250,   10.50,  313.26,  25.57,      6.125,   10.48,  156.87,  25.61,    12.250,   12.20,  269.49,  22.00
           28,     14.250,   11.50,  332.68,  23.35,      7.125,   11.42,  167.54,  23.51,    14.250,   14.29,  267.76,  18.79
           32,     16.250,   13.02,  335.11,  20.62,      8.125,   13.00,  167.79,  20.65,    16.250,   16.11,  270.84,  16.67
           40,     20.250,   16.25,  334.57,  16.52,     10.125,   16.23,  167.49,  16.54,    20.250,   20.31,  267.59,  13.21
           48,     24.250,   19.65,  331.22,  13.66,     12.125,   19.62,  165.89,  13.68,    24.250,   24.52,  265.51,  10.95
           56,     28.250,   23.13,  327.90,  11.61,     14.125,   23.14,  163.89,  11.60,    28.250,   28.74,  263.85,   9.34
           64,     32.250,   26.66,  324.71,  10.07,     16.125,   26.73,  161.92,  10.04,    32.250,   33.08,  261.68,   8.11
           80,     40.250,   32.98,  327.60,   8.14,     20.125,   32.94,  164.03,   8.15,    40.250,   41.76,  258.71,   6.43
          104,     52.250,   43.54,  322.12,   6.16,     26.125,   43.72,  160.41,   6.14,    52.250,   54.63,  256.73,   4.91
          120,     60.250,   50.75,  318.70,   5.29,     30.125,   51.34,  157.50,   5.23,    60.250,   63.20,  255.92,   4.25
          128,     64.250,   55.13,  312.84,   4.87,     32.125,   55.19,  156.25,   4.86,    64.250,   67.51,  255.46,   3.98
          160,     80.250,   66.90,  321.98,   4.01,     40.125,   66.90,  160.99,   4.01,    80.250,   86.13,  250.12,   3.12
          192,     96.250,   83.02,  311.21,   3.23,     48.125,   82.83,  155.97,   3.24,    96.250,  103.31,  250.09,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.81,  156.76,   2.44,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.24,  308.94,   1.93,     80.125,  139.36,  154.34,   1.93,   160.250,  172.26,  249.71,   1.56
          512,    256.250,  225.63,  304.87,   1.19,    128.125,  225.67,  152.41,   1.19,   256.250,  275.66,  249.53,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157849
