Start time: 1725157824
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.81,   23.86,  95.43,      0.125,    2.80,   11.98,  95.80,     0.250,    1.64,   40.90, 163.58
            1,      0.750,    3.43,   58.64,  78.19,      0.375,    3.44,   29.27,  78.06,     0.750,    2.86,   70.30,  93.73
            2,      1.250,    3.52,   95.35,  76.28,      0.625,    3.50,   47.87,  76.59,     1.250,    3.02,  111.11,  88.89
            3,      1.750,    3.63,  129.41,  73.95,      0.875,    3.58,   65.55,  74.92,     1.750,    3.19,  147.08,  84.04
            4,      2.250,    3.78,  159.95,  71.09,      1.125,    3.77,   80.19,  71.28,     2.250,    3.35,  180.35,  80.15
            6,      3.250,    4.05,  215.15,  66.20,      1.625,    3.96,  110.24,  67.84,     3.250,    3.64,  239.61,  73.73
            8,      4.250,    4.40,  259.28,  61.01,      2.125,    4.38,  130.23,  61.29,     4.250,    4.01,  284.22,  66.87
           12,      6.250,    5.45,  307.67,  49.23,      3.125,    5.42,  154.66,  49.49,     6.250,    6.24,  268.91,  43.03
           16,      8.250,    6.56,  337.44,  40.90,      4.125,    6.52,  169.80,  41.16,     8.250,    8.08,  273.98,  33.21
           20,     10.250,    8.21,  335.22,  32.70,      5.125,    8.23,  167.16,  32.62,    10.250,   10.16,  270.89,  26.43
           24,     12.250,   10.50,  313.26,  25.57,      6.125,   10.49,  156.78,  25.60,    12.250,   12.19,  269.73,  22.02
           28,     14.250,   11.50,  332.63,  23.34,      7.125,   11.42,  167.46,  23.50,    14.250,   14.28,  267.91,  18.80
           32,     16.250,   13.02,  335.08,  20.62,      8.125,   12.99,  167.85,  20.66,    16.250,   16.11,  270.84,  16.67
           40,     20.250,   16.25,  334.57,  16.52,     10.125,   16.23,  167.48,  16.54,    20.250,   20.32,  267.54,  13.21
           48,     24.250,   19.62,  331.76,  13.68,     12.125,   19.60,  166.05,  13.69,    24.250,   24.52,  265.51,  10.95
           56,     28.250,   23.12,  327.95,  11.61,     14.125,   23.14,  163.86,  11.60,    28.250,   28.75,  263.80,   9.34
           64,     32.250,   26.66,  324.71,  10.07,     16.125,   26.74,  161.90,  10.04,    32.250,   33.09,  261.64,   8.11
           80,     40.250,   32.99,  327.51,   8.14,     20.125,   32.93,  164.06,   8.15,    40.250,   41.78,  258.62,   6.43
          104,     52.250,   43.55,  322.04,   6.16,     26.125,   43.74,  160.33,   6.14,    52.250,   54.65,  256.67,   4.91
          120,     60.250,   50.75,  318.69,   5.29,     30.125,   51.34,  157.51,   5.23,    60.250,   63.21,  255.86,   4.25
          128,     64.250,   55.15,  312.71,   4.87,     32.125,   55.19,  156.25,   4.86,    64.250,   67.53,  255.40,   3.98
          160,     80.250,   66.90,  321.99,   4.01,     40.125,   66.90,  161.00,   4.01,    80.250,   86.14,  250.08,   3.12
          192,     96.250,   83.01,  311.26,   3.23,     48.125,   82.84,  155.94,   3.24,    96.250,  103.33,  250.05,   2.60
          256,    128.250,  109.63,  314.02,   2.45,     64.125,  109.78,  156.80,   2.45,   128.250,  137.75,  249.93,   1.95
          320,    160.250,  139.23,  308.96,   1.93,     80.125,  139.35,  154.35,   1.93,   160.250,  172.27,  249.71,   1.56
          512,    256.250,  225.59,  304.92,   1.19,    128.125,  225.62,  152.44,   1.19,   256.250,  275.67,  249.52,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157980
