Start time: 1725157837
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.85,   23.52,  94.09,      0.125,    2.94,   11.42,  91.34,     0.250,    1.86,   36.10, 144.40
            1,      0.750,    3.55,   56.68,  75.57,      0.375,    3.58,   28.09,  74.90,     0.750,    3.02,   66.62,  88.83
            2,      1.250,    3.64,   92.21,  73.77,      0.625,    3.65,   45.93,  73.48,     1.250,    3.22,  104.24,  83.39
            3,      1.750,    3.77,  124.61,  71.20,      0.875,    3.74,   62.87,  71.85,     1.750,    3.38,  138.78,  79.30
            4,      2.250,    3.89,  155.30,  69.02,      1.125,    3.82,   79.12,  70.33,     2.250,    3.52,  171.68,  76.30
            6,      3.250,    4.13,  211.34,  65.03,      1.625,    4.07,  107.18,  65.95,     3.250,    3.79,  230.07,  70.79
            8,      4.250,    4.45,  256.60,  60.38,      2.125,    4.41,  129.32,  60.86,     4.250,    4.08,  279.48,  65.76
           12,      6.250,    5.45,  307.84,  49.25,      3.125,    5.43,  154.57,  49.46,     6.250,    6.30,  266.31,  42.61
           16,      8.250,    6.58,  336.62,  40.80,      4.125,    6.59,  167.98,  40.72,     8.250,    8.13,  272.26,  33.00
           20,     10.250,    8.22,  334.81,  32.66,      5.125,    8.24,  166.98,  32.58,    10.250,   10.17,  270.55,  26.39
           24,     12.250,   10.51,  312.94,  25.55,      6.125,   10.51,  156.38,  25.53,    12.250,   12.21,  269.34,  21.99
           28,     14.250,   11.50,  332.66,  23.34,      7.125,   11.44,  167.13,  23.46,    14.250,   14.30,  267.48,  18.77
           32,     16.250,   13.04,  334.44,  20.58,      8.125,   13.03,  167.45,  20.61,    16.250,   16.11,  270.84,  16.67
           40,     20.250,   16.25,  334.53,  16.52,     10.125,   16.23,  167.46,  16.54,    20.250,   20.32,  267.56,  13.21
           48,     24.250,   19.66,  331.09,  13.65,     12.125,   19.63,  165.84,  13.68,    24.250,   24.52,  265.49,  10.95
           56,     28.250,   23.12,  327.98,  11.61,     14.125,   23.15,  163.78,  11.59,    28.250,   28.75,  263.79,   9.34
           64,     32.250,   26.66,  324.71,  10.07,     16.125,   26.74,  161.85,  10.04,    32.250,   33.09,  261.64,   8.11
           80,     40.250,   32.96,  327.81,   8.14,     20.125,   32.93,  164.05,   8.15,    40.250,   41.77,  258.67,   6.43
          104,     52.250,   43.48,  322.55,   6.17,     26.125,   43.47,  161.32,   6.18,    52.250,   54.63,  256.73,   4.91
          120,     60.250,   50.73,  318.78,   5.29,     30.125,   51.33,  157.53,   5.23,    60.250,   63.20,  255.93,   4.25
          128,     64.250,   55.12,  312.91,   4.87,     32.125,   55.19,  156.26,   4.86,    64.250,   67.50,  255.50,   3.98
          160,     80.250,   66.91,  321.94,   4.01,     40.125,   66.89,  161.03,   4.01,    80.250,   86.15,  250.06,   3.12
          192,     96.250,   83.03,  311.17,   3.23,     48.125,   82.88,  155.88,   3.24,    96.250,  103.33,  250.03,   2.60
          256,    128.250,  109.63,  314.03,   2.45,     64.125,  109.78,  156.80,   2.45,   128.250,  137.77,  249.89,   1.95
          320,    160.250,  139.25,  308.92,   1.93,     80.125,  139.37,  154.33,   1.93,   160.250,  172.28,  249.69,   1.56
          512,    256.250,  225.63,  304.86,   1.19,    128.125,  225.63,  152.43,   1.19,   256.250,  275.70,  249.49,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725157992
