Start time: 1725075740
Point-to-point pairwise experiments for nodes cluster-256-hpc-12 cluster-256-hpc-98
# OSU MPI Latency Test v5.8
# Size          Latency (us)
256                   946.85
512                  1784.67
1024                 3408.62
2048                 6076.34
4096                 9166.11
8192                13752.81
16384               19672.34
32768               22123.57
65536               23283.63
131072              23915.15
262144              24354.63
524288              24529.88
1048576             24610.55
2097152             24652.87
4194304             24672.02
Point-to-point pairwise experiments for nodes cluster-256-hpc-12 cluster-256-hpc-63
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.77
128                     1.82
256                     2.33
512                     2.47
1024                    2.62
2048                    2.74
4096                    3.46
8192                    3.98
16384                   5.28
32768                   6.72
65536                   8.86
131072                 13.63
262144                 17.16
524288                 27.80
1048576                49.83
2097152                92.08
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.02
4                      16.29
8                      32.17
16                     65.10
32                    125.61
64                    248.95
128                   490.62
256                   952.66
512                  1756.09
1024                 3402.12
2048                 6031.18
4096                 9164.01
8192                13645.63
16384               19098.09
32768               21895.74
65536               23373.39
131072              24014.31
262144              24340.71
524288              24528.08
1048576             24584.28
2097152             24653.14
4194304             24672.69
Point-to-point pairwise experiments for nodes cluster-256-hpc-12 cluster-256-hpc-72
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.54
2                       1.53
4                       1.54
8                       1.54
16                      1.54
32                      1.69
64                      1.75
128                     1.79
256                     2.30
512                     2.45
1024                    2.57
2048                    2.70
4096                    3.44
8192                    3.96
16384                   5.25
32768                   6.76
65536                   8.72
131072                 13.41
262144                 17.12
524288                 27.79
1048576                49.68
2097152                92.23
4194304               176.66
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.05
4                      16.18
8                      32.69
16                     63.22
32                    129.93
64                    246.71
128                   494.24
256                   949.10
512                  1801.80
1024                 3379.30
2048                 6091.57
4096                 9163.34
8192                13759.89
16384               19091.78
32768               21868.16
65536               23344.57
131072              24024.24
262144              24358.52
524288              24529.06
1048576             24612.60
2097152             24653.59
4194304             24671.87
Point-to-point pairwise experiments for nodes cluster-256-hpc-12 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.60
1                       1.59
2                       1.60
4                       1.60
8                       1.60
16                      1.60
32                      1.77
64                      1.82
128                     1.90
256                     2.39
512                     2.49
1024                    2.68
2048                    2.76
4096                    3.50
8192                    4.02
16384                   5.30
32768                   6.88
65536                   9.21
131072                 14.02
262144                 17.24
524288                 27.89
1048576                49.99
2097152                91.89
4194304               176.85
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.99
2                       8.13
4                      16.16
8                      32.49
16                     64.19
32                    128.52
64                    245.91
128                   492.48
256                   943.61
512                  1749.47
1024                 3355.08
2048                 6024.00
4096                 9096.84
8192                13715.12
16384               18998.87
32768               21808.26
65536               23329.48
131072              24013.50
262144              24352.49
524288              24526.22
1048576             24611.23
2097152             24651.30
4194304             24672.68
Point-to-point pairwise experiments for nodes cluster-256-hpc-98 cluster-256-hpc-30
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.54
4                       1.55
8                       1.55
16                      1.56
32                      1.71
64                      1.76
128                     1.80
256                     2.29
512                     2.43
1024                    2.63
2048                    2.72
4096                    3.47
8192                    3.98
16384                   5.29
32768                   6.86
65536                   9.25
131072                 14.10
262144                 17.09
524288                 27.75
1048576                49.17
2097152                91.97
4194304               176.68
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.90
2                       7.77
4                      15.70
8                      31.00
16                     62.53
32                    124.23
64                    246.92
128                   487.09
256                   929.66
512                  1714.59
1024                 3344.77
2048                 5988.20
4096                 9123.48
8192                13743.45
16384               19102.58
32768               21847.94
65536               23111.83
131072              23892.73
262144              24244.92
524288              24526.48
1048576             24613.24
2097152             24648.90
4194304             24673.47
Point-to-point pairwise experiments for nodes cluster-256-hpc-98 cluster-256-hpc-108
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.57
8                       1.57
16                      1.58
32                      1.74
64                      1.78
128                     1.83
256                     2.33
512                     2.45
1024                    2.63
2048                    2.73
4096                    3.47
8192                    4.00
16384                   5.30
32768                   6.95
65536                   9.26
131072                 14.09
262144                 17.18
524288                 27.80
1048576                49.35
2097152                92.75
4194304               176.81
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.93
2                       7.89
4                      16.28
8                      32.33
16                     65.25
32                    127.94
64                    248.77
128                   488.70
256                   951.13
512                  1748.13
1024                 3344.40
2048                 6029.93
4096                 9162.92
8192                13680.41
16384               18925.95
32768               21887.46
65536               23329.39
131072              24014.34
262144              24288.47
524288              24528.76
1048576             24609.27
2097152             24653.01
4194304             24672.41
Point-to-point pairwise experiments for nodes cluster-256-hpc-98 cluster-256-hpc-29
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.73
64                      1.77
128                     1.82
256                     2.33
512                     2.44
1024                    2.57
2048                    2.83
4096                    3.47
8192                    3.99
16384                   5.29
32768                   6.86
65536                   9.01
131072                 14.08
262144                 17.16
524288                 27.80
1048576                49.25
2097152                92.53
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       8.04
4                      16.36
8                      31.26
16                     65.37
32                    129.37
64                    248.22
128                   494.06
256                   946.51
512                  1782.14
1024                 3389.80
2048                 6028.47
4096                 9155.80
8192                13733.18
16384               18933.69
32768               21781.28
65536               23343.77
131072              24009.29
262144              24352.05
524288              24529.59
1048576             24610.17
2097152             24652.91
4194304             24671.15
Point-to-point pairwise experiments for nodes cluster-256-hpc-98 cluster-256-hpc-63
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.58
8                       1.58
16                      1.59
32                      1.74
64                      1.78
128                     1.83
256                     2.34
512                     2.45
1024                    2.64
2048                    2.75
4096                    3.48
8192                    3.99
16384                   5.30
32768                   6.92
65536                   9.19
131072                 14.03
262144                 17.18
524288                 27.81
1048576                49.71
2097152                92.25
4194304               176.80
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.03
2                       8.06
4                      16.27
8                      32.58
16                     64.86
32                    129.40
64                    241.74
128                   495.34
256                   940.00
512                  1803.38
1024                 3353.19
2048                 6056.88
4096                 9207.68
8192                13597.83
16384               19082.26
32768               21819.79
65536               23355.94
131072              24015.71
262144              24358.00
524288              24527.98
1048576             24612.28
2097152             24652.06
4194304             24473.88
Point-to-point pairwise experiments for nodes cluster-256-hpc-98 cluster-256-hpc-72
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.55
4                       1.55
8                       1.55
16                      1.56
32                      1.69
64                      1.77
128                     1.79
256                     2.30
512                     2.42
1024                    2.59
2048                    2.78
4096                    3.48
8192                    3.99
16384                   5.29
32768                   6.88
65536                   9.15
131072                 14.03
262144                 17.08
524288                 27.73
1048576                49.31
2097152                92.48
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.96
2                       7.53
4                      15.79
8                      31.57
16                     63.22
32                    125.35
64                    243.79
128                   492.77
256                   921.39
512                  1756.24
1024                 3319.92
2048                 5939.77
4096                 9185.02
8192                13721.02
16384               19104.09
32768               21866.56
65536               23372.55
131072              23985.85
262144              24356.27
524288              24528.52
1048576             24612.04
2097152             24653.19
4194304             24606.20
Point-to-point pairwise experiments for nodes cluster-256-hpc-98 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.60
1                       1.60
2                       1.60
4                       1.60
8                       1.60
16                      1.60
32                      1.77
64                      1.81
128                     1.85
256                     2.36
512                     2.48
1024                    2.67
2048                    2.77
4096                    3.50
8192                    4.02
16384                   5.30
32768                   6.84
65536                   8.73
131072                 13.52
262144                 17.29
524288                 27.91
1048576                49.47
2097152                92.58
4194304               176.94
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.10
4                      16.05
8                      32.10
16                     63.27
32                    127.72
64                    239.50
128                   487.37
256                   933.58
512                  1781.48
1024                 3315.16
2048                 5957.14
4096                 9125.30
8192                13787.95
16384               18978.08
32768               21786.70
65536               23322.85
131072              23980.44
262144              24346.46
524288              24523.70
1048576             24578.53
2097152             24647.12
4194304             24625.97
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-108
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.56
32                      1.72
64                      1.76
128                     1.80
256                     2.33
512                     2.43
1024                    2.63
2048                    2.73
4096                    3.46
8192                    3.98
16384                   5.28
32768                   6.78
65536                   8.86
131072                 13.69
262144                 17.09
524288                 27.71
1048576                49.24
2097152                92.68
4194304               176.71
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.89
2                       7.79
4                      15.60
8                      31.16
16                     62.19
32                    124.69
64                    244.78
128                   490.82
256                   913.30
512                  1782.25
1024                 3316.88
2048                 5959.20
4096                 9030.80
8192                13414.29
16384               19047.48
32768               21864.27
65536               23320.81
131072              24007.61
262144              24352.74
524288              24522.01
1048576             24611.60
2097152             24653.29
4194304             24672.60
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-29
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.56
2                       1.56
4                       1.55
8                       1.55
16                      1.56
32                      1.71
64                      1.76
128                     1.80
256                     2.31
512                     2.40
1024                    2.61
2048                    2.71
4096                    3.46
8192                    3.97
16384                   5.28
32768                   6.87
65536                   9.22
131072                 14.11
262144                 17.10
524288                 27.67
1048576                49.27
2097152                92.49
4194304               176.76
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.03
2                       8.06
4                      16.30
8                      32.70
16                     65.21
32                    128.84
64                    250.03
128                   495.05
256                   953.46
512                  1704.67
1024                 3304.06
2048                 6004.65
4096                 9024.39
8192                13558.51
16384               18956.81
32768               21823.16
65536               23367.10
131072              24020.14
262144              24358.77
524288              24529.61
1048576             24612.00
2097152             24652.55
4194304             24655.10
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-63
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.77
128                     1.82
256                     2.33
512                     2.42
1024                    2.63
2048                    2.74
4096                    3.47
8192                    3.98
16384                   5.27
32768                   6.89
65536                   8.95
131072                 13.79
262144                 17.16
524288                 27.76
1048576                49.75
2097152                92.37
4194304               176.69
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.86
2                       7.69
4                      15.63
8                      31.31
16                     62.02
32                    124.47
64                    244.58
128                   490.23
256                   914.72
512                  1765.81
1024                 3317.11
2048                 5958.61
4096                 9147.56
8192                13616.55
16384               19057.62
32768               21783.71
65536               23358.34
131072              24013.06
262144              24353.57
524288              24526.82
1048576             24576.81
2097152             24652.52
4194304             24671.44
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-72
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.53
2                       1.53
4                       1.54
8                       1.54
16                      1.54
32                      1.69
64                      1.74
128                     1.80
256                     2.31
512                     2.40
1024                    2.60
2048                    2.70
4096                    3.45
8192                    3.98
16384                   5.27
32768                   6.88
65536                   9.23
131072                 14.13
262144                 17.08
524288                 27.72
1048576                49.22
2097152                92.33
4194304               176.67
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.94
2                       7.60
4                      15.52
8                      31.62
16                     62.44
32                    125.57
64                    245.08
128                   495.11
256                   921.54
512                  1768.53
1024                 3319.45
2048                 5988.39
4096                 9115.73
8192                13709.09
16384               19109.72
32768               21758.22
65536               23376.75
131072              24015.99
262144              24265.56
524288              24528.15
1048576             24612.31
2097152             24653.02
4194304             24673.24
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.59
8                       1.58
16                      1.58
32                      1.74
64                      1.79
128                     1.82
256                     2.38
512                     2.49
1024                    2.64
2048                    2.75
4096                    3.48
8192                    4.00
16384                   5.30
32768                   6.93
65536                   9.13
131072                 13.97
262144                 17.19
524288                 27.83
1048576                49.80
2097152                92.36
4194304               176.86
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.84
2                       7.61
4                      15.63
8                      30.65
16                     61.93
32                    120.92
64                    245.12
128                   481.55
256                   921.07
512                  1739.51
1024                 3289.02
2048                 5939.55
4096                 9042.26
8192                13627.49
16384               18970.30
32768               21785.20
65536               23364.88
131072              24002.44
262144              24350.26
524288              24526.56
1048576             24610.96
2097152             24652.68
4194304             24661.97
Point-to-point pairwise experiments for nodes cluster-256-hpc-108 cluster-256-hpc-29
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.57
2                       1.57
4                       1.58
8                       1.58
16                      1.58
32                      1.73
64                      1.79
128                     1.84
256                     2.33
512                     2.43
1024                    2.58
2048                    2.81
4096                    3.48
8192                    4.00
16384                   5.28
32768                   6.88
65536                   9.09
131072                 13.96
262144                 17.12
524288                 27.79
1048576                49.36
2097152                92.85
4194304               176.88
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.05
4                      16.25
8                      32.47
16                     64.75
32                    126.57
64                    249.78
128                   488.17
256                   947.27
512                  1734.91
1024                 3364.06
2048                 6001.57
4096                 9185.08
8192                13506.50
16384               18995.70
32768               21771.13
65536               23344.45
131072              24016.80
262144              24355.54
524288              24527.74
1048576             24612.10
2097152             24653.26
4194304             24671.54
Point-to-point pairwise experiments for nodes cluster-256-hpc-108 cluster-256-hpc-63
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.58
32                      1.73
64                      1.79
128                     1.84
256                     2.35
512                     2.46
1024                    2.61
2048                    2.78
4096                    3.48
8192                    3.99
16384                   5.30
32768                   6.73
65536                   8.93
131072                 13.67
262144                 17.12
524288                 27.79
1048576                49.39
2097152                92.77
4194304               176.79
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.03
2                       8.00
4                      16.19
8                      32.35
16                     64.60
32                    129.14
64                    247.01
128                   489.84
256                   946.60
512                  1742.56
1024                 3295.10
2048                 5986.67
4096                 9070.36
8192                13343.89
16384               18969.72
32768               21679.24
65536               23133.86
131072              23971.52
262144              24281.97
524288              24253.47
1048576             24198.17
2097152             24644.80
4194304             24672.79
Point-to-point pairwise experiments for nodes cluster-256-hpc-108 cluster-256-hpc-72
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.55
4                       1.56
8                       1.56
16                      1.56
32                      1.72
64                      1.76
128                     1.78
256                     2.32
512                     2.43
1024                    2.56
2048                    2.81
4096                    3.47
8192                    3.96
16384                   5.28
32768                   6.87
65536                   9.18
131072                 14.03
262144                 17.15
524288                 27.77
1048576                49.24
2097152                92.34
4194304               176.71
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.86
2                       7.74
4                      15.68
8                      31.38
16                     63.09
32                    124.69
64                    245.84
128                   486.80
256                   926.37
512                  1652.15
1024                 3270.99
2048                 5910.93
4096                 9011.53
8192                13522.75
16384               18511.16
32768               21504.86
65536               23095.52
131072              24016.37
262144              24329.38
524288              24529.43
1048576             24612.50
2097152             24652.93
4194304             24673.46
Point-to-point pairwise experiments for nodes cluster-256-hpc-108 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.61
1                       1.60
2                       1.60
4                       1.61
8                       1.61
16                      1.61
32                      1.78
64                      1.82
128                     1.85
256                     2.37
512                     2.47
1024                    2.67
2048                    2.78
4096                    3.51
8192                    4.01
16384                   5.32
32768                   6.96
65536                   9.36
131072                 14.09
262144                 17.28
524288                 27.92
1048576                49.42
2097152                92.67
4194304               176.84
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.04
2                       7.96
4                      16.16
8                      32.46
16                     64.55
32                    128.82
64                    246.53
128                   494.76
256                   937.51
512                  1749.05
1024                 3325.94
2048                 6038.25
4096                 9143.58
8192                13644.12
16384               18630.31
32768               21846.49
65536               23214.50
131072              24004.49
262144              24324.36
524288              24524.15
1048576             24610.03
2097152             24651.76
4194304             24579.59
Point-to-point pairwise experiments for nodes cluster-256-hpc-29 cluster-256-hpc-63
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.59
32                      1.75
64                      1.79
128                     1.84
256                     2.34
512                     2.46
1024                    2.64
2048                    2.77
4096                    3.48
8192                    4.00
16384                   5.29
32768                   6.81
65536                   8.89
131072                 13.49
262144                 17.15
524288                 27.80
1048576                49.86
2097152                92.32
4194304               176.81
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.01
2                       7.92
4                      15.89
8                      32.19
16                     64.52
32                    128.34
64                    248.13
128                   486.98
256                   944.91
512                  1755.82
1024                 3353.54
2048                 6030.22
4096                 9051.51
8192                13548.15
16384               18883.96
32768               21404.80
65536               23256.30
131072              24006.19
262144              24350.51
524288              24525.50
1048576             24610.58
2097152             24653.11
4194304             24672.83
Point-to-point pairwise experiments for nodes cluster-256-hpc-29 cluster-256-hpc-72
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.55
4                       1.55
8                       1.55
16                      1.56
32                      1.71
64                      1.76
128                     1.81
256                     2.32
512                     2.43
1024                    2.61
2048                    2.73
4096                    3.47
8192                    3.98
16384                   5.27
32768                   6.71
65536                   8.69
131072                 13.42
262144                 17.18
524288                 27.89
1048576                49.33
2097152                92.87
4194304               176.95
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.10
4                      16.35
8                      32.34
16                     64.61
32                    129.77
64                    244.52
128                   494.62
256                   941.24
512                  1770.23
1024                 3353.61
2048                 6042.81
4096                 9167.44
8192                13591.32
16384               19153.33
32768               21870.27
65536               23386.67
131072              24023.97
262144              24359.60
524288              24529.61
1048576             24612.38
2097152             24653.38
4194304             24670.49
Point-to-point pairwise experiments for nodes cluster-256-hpc-29 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.60
1                       1.60
2                       1.60
4                       1.60
8                       1.61
16                      1.61
32                      1.76
64                      1.82
128                     1.87
256                     2.38
512                     2.48
1024                    2.65
2048                    2.76
4096                    3.49
8192                    4.02
16384                   5.31
32768                   6.68
65536                   8.79
131072                 13.55
262144                 17.28
524288                 27.95
1048576                49.46
2097152                92.59
4194304               176.88
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.00
4                      16.16
8                      31.97
16                     64.60
32                    128.43
64                    249.17
128                   492.75
256                   935.62
512                  1779.34
1024                 3367.23
2048                 5971.48
4096                 9047.72
8192                13581.61
16384               18947.39
32768               21774.62
65536               23343.53
131072              24000.03
262144              24349.13
524288              24523.43
1048576             24609.79
2097152             24650.53
4194304             24672.43
Point-to-point pairwise experiments for nodes cluster-256-hpc-63 cluster-256-hpc-72
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.77
128                     1.82
256                     2.32
512                     2.44
1024                    2.56
2048                    2.82
4096                    3.46
8192                    3.98
16384                   5.29
32768                   6.90
65536                   9.13
131072                 14.05
262144                 17.08
524288                 27.76
1048576                49.26
2097152                92.30
4194304               176.71
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.14
4                      15.60
8                      32.47
16                     64.84
32                    129.25
64                    246.62
128                   495.34
256                   942.52
512                  1767.76
1024                 3284.06
2048                 6088.50
4096                 9048.54
8192                13534.75
16384               19055.82
32768               21826.11
65536               23295.37
131072              23884.28
262144              24352.62
524288              24526.65
1048576             24611.98
2097152             24652.26
4194304             24673.54
Point-to-point pairwise experiments for nodes cluster-256-hpc-63 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.61
1                       1.61
2                       1.61
4                       1.62
8                       1.61
16                      1.62
32                      1.77
64                      1.83
128                     1.88
256                     2.38
512                     2.50
1024                    2.68
2048                    2.77
4096                    3.51
8192                    4.03
16384                   5.31
32768                   6.97
65536                   9.19
131072                 14.04
262144                 17.30
524288                 27.94
1048576                49.46
2097152                92.57
4194304               176.87
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.03
2                       8.14
4                      16.11
8                      32.53
16                     63.81
32                    129.35
64                    243.86
128                   494.89
256                   940.03
512                  1740.89
1024                 3344.23
2048                 6005.81
4096                 9115.25
8192                13621.96
16384               19016.65
32768               21851.78
65536               23356.92
131072              23868.68
262144              24350.54
524288              24525.39
1048576             24611.33
2097152             24629.49
4194304             24672.50
Point-to-point pairwise experiments for nodes cluster-256-hpc-72 cluster-256-hpc-39
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.59
1                       1.59
2                       1.58
4                       1.59
8                       1.59
16                      1.59
32                      1.75
64                      1.80
128                     1.86
256                     2.35
512                     2.44
1024                    2.64
2048                    2.75
4096                    3.50
8192                    4.03
16384                   5.33
32768                   6.76
65536                   8.94
131072                 13.74
262144                 17.18
524288                 27.83
1048576                49.35
2097152                92.72
4194304               176.84
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.92
2                       7.64
4                      15.77
8                      31.32
16                     62.97
32                    125.17
64                    248.30
128                   490.14
256                   924.51
512                  1729.46
1024                 3344.50
2048                 5919.71
4096                 9116.38
8192                13703.85
16384               19057.53
32768               21848.97
65536               23311.30
131072              24014.64
262144              24360.50
524288              24527.02
1048576             24611.01
2097152             24652.77
4194304             24672.79
Allreduce iteration 1

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1596.64
8                    1352.84
16                   1545.47
32                   1445.33
64                   1444.74
128                  1649.67
256                  1639.49
512                  1471.52
1024                 1392.72
2048                 1631.14
4096                 1416.21
8192                 3042.18
16384                3102.60
32768                8013.56
65536                9277.62
131072              13095.28
262144              13404.73
524288              12292.18
1048576             11742.51
Allreduce iteration 2

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1554.65
8                    1573.60
16                   1243.22
32                   1576.17
64                   1598.63
128                  1332.92
256                  1471.93
512                  1351.22
1024                 1292.77
2048                 1375.61
4096                 1667.73
8192                 3452.91
16384                3580.54
32768                8592.30
65536                7515.71
131072              12636.61
262144              13937.50
524288              11133.54
1048576             13001.03
Allreduce iteration 3

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1561.58
8                    1430.96
16                   1395.63
32                   1527.20
64                   1411.31
128                  1339.79
256                  1559.36
512                  1364.32
1024                 1515.17
2048                 1403.60
4096                 1590.18
8192                 2683.52
16384                2799.30
32768                8166.11
65536                8118.79
131072              13768.32
262144              12688.90
524288              11590.83
1048576             11974.77
Allreduce iteration 4
