Start time: 1725092790
Point-to-point pairwise experiments for nodes cluster-256-hpc-27 cluster-256-hpc-26
# OSU MPI Latency Test v5.8
# Size          Latency (us)
16                      1.59
32                      1.76
64                      1.79
128                     1.85
256                     2.35
512                     2.48
1024                    2.58
2048                    2.76
4096                    3.49
8192                    4.01
16384                   5.32
32768                   6.90
65536                   9.14
131072                 14.05
262144                 17.21
524288                 27.86
1048576                49.82
2097152                92.30
4194304               176.85
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       7.97
4                      16.26
8                      32.53
16                     64.50
32                    129.36
64                    240.73
128                   481.00
256                   919.54
512                  1755.19
1024                 3331.13
2048                 6020.56
4096                 9160.92
8192                13391.02
16384               19078.75
32768               21808.85
65536               23364.42
131072              24005.57
262144              24349.75
524288              24526.56
1048576             24611.23
2097152             24651.53
4194304             24598.39
Point-to-point pairwise experiments for nodes cluster-256-hpc-27 cluster-256-hpc-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.74
64                      1.78
128                     1.81
256                     2.33
512                     2.44
1024                    2.63
2048                    2.74
4096                    3.49
8192                    4.00
16384                   5.28
32768                   6.79
65536                   8.72
131072                 13.60
262144                 17.15
524288                 27.81
1048576                49.83
2097152                92.34
4194304               176.89
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.08
4                      15.95
8                      32.56
16                     63.76
32                    129.33
64                    244.54
128                   490.20
256                   932.61
512                  1775.61
1024                 3341.00
2048                 6062.12
4096                 9158.18
8192                13689.37
16384               19006.67
32768               21795.50
65536               23341.77
131072              23896.72
262144              24353.29
524288              24526.90
1048576             24605.74
2097152             24652.65
4194304             24671.92
Point-to-point pairwise experiments for nodes cluster-256-hpc-27 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.73
64                      1.78
128                     1.83
256                     2.33
512                     2.44
1024                    2.59
2048                    2.73
4096                    3.46
8192                    3.99
16384                   5.30
32768                   6.94
65536                   9.07
131072                 13.96
262144                 17.14
524288                 27.80
1048576                50.12
2097152                91.80
4194304               176.62
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       8.04
4                      16.00
8                      32.34
16                     63.83
32                    129.06
64                    244.63
128                   492.23
256                   931.66
512                  1793.79
1024                 3334.00
2048                 6056.53
4096                 9156.79
8192                13687.97
16384               19021.82
32768               21890.68
65536               23307.42
131072              24010.51
262144              24353.61
524288              24526.61
1048576             24611.77
2097152             24651.76
4194304             24565.93
Point-to-point pairwise experiments for nodes cluster-256-hpc-26 cluster-256-hpc-30
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.58
32                      1.75
64                      1.79
128                     1.85
256                     2.33
512                     2.44
1024                    2.63
2048                    2.76
4096                    3.49
8192                    4.01
16384                   5.32
32768                   6.74
65536                   8.81
131072                 13.65
262144                 17.23
524288                 27.85
1048576                49.37
2097152                92.73
4194304               176.78
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.02
2                       8.05
4                      15.93
8                      30.76
16                     64.02
32                    128.79
64                    247.26
128                   494.46
256                   951.16
512                  1780.94
1024                 3384.48
2048                 6031.36
4096                 9155.54
8192                13559.60
16384               18948.88
32768               21859.91
65536               23268.98
131072              24007.75
262144              24350.23
524288              24526.34
1048576             24610.62
2097152             24652.93
4194304             24671.56
Point-to-point pairwise experiments for nodes cluster-256-hpc-26 cluster-256-hpc-28
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.58
8                       1.57
16                      1.58
32                      1.76
64                      1.79
128                     1.83
256                     2.35
512                     2.44
1024                    2.67
2048                    2.74
4096                    3.48
8192                    4.00
16384                   5.29
32768                   6.75
65536                   9.00
131072                 13.78
262144                 17.20
524288                 27.85
1048576                49.47
2097152                92.29
4194304               176.83
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.98
2                       8.08
4                      15.84
8                      32.30
16                     65.24
32                    129.50
64                    248.08
128                   493.51
256                   930.54
512                  1748.56
1024                 3372.13
2048                 5959.30
4096                 9119.56
8192                13574.84
16384               18990.54
32768               21781.66
65536               23342.88
131072              23890.60
262144              24350.40
524288              24527.41
1048576             24611.50
2097152             24651.63
4194304             24672.57
Point-to-point pairwise experiments for nodes cluster-256-hpc-26 cluster-256-hpc-4
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.55
2                       1.55
4                       1.55
8                       1.55
16                      1.56
32                      1.72
64                      1.77
128                     1.80
256                     2.29
512                     2.39
1024                    2.57
2048                    2.71
4096                    3.43
8192                    3.97
16384                   5.29
32768                   6.79
65536                   8.60
131072                 13.35
262144                 17.13
524288                 27.77
1048576                49.27
2097152                92.64
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.04
2                       8.12
4                      16.20
8                      32.64
16                     63.47
32                    130.05
64                    247.68
128                   496.44
256                   952.02
512                  1807.83
1024                 3327.80
2048                 6087.60
4096                 9146.61
8192                13708.54
16384               19078.70
32768               21804.87
65536               23374.12
131072              24018.35
262144              24358.36
524288              24527.89
1048576             24611.94
2097152             24652.67
4194304             24672.99
Point-to-point pairwise experiments for nodes cluster-256-hpc-26 cluster-256-hpc-19
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.57
4                       1.58
8                       1.58
16                      1.59
32                      1.75
64                      1.79
128                     1.83
256                     2.33
512                     2.47
1024                    2.74
2048                    2.74
4096                    3.48
8192                    4.01
16384                   5.29
32768                   6.79
65536                   8.71
131072                 13.65
262144                 17.15
524288                 27.82
1048576                49.45
2097152                92.38
4194304               176.85
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       7.93
4                      16.21
8                      32.51
16                     64.64
32                    129.00
64                    246.45
128                   492.78
256                   939.75
512                  1767.69
1024                 3324.05
2048                 5952.14
4096                 9127.33
8192                13641.77
16384               18983.85
32768               21806.94
65536               23331.55
131072              24002.45
262144              24351.38
524288              24524.21
1048576             24610.89
2097152             24652.51
4194304             24672.45
Point-to-point pairwise experiments for nodes cluster-256-hpc-26 cluster-256-hpc-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.71
64                      1.76
128                     1.82
256                     2.34
512                     2.43
1024                    2.58
2048                    2.79
4096                    3.49
8192                    4.00
16384                   5.29
32768                   6.78
65536                   8.87
131072                 13.57
262144                 17.18
524288                 27.80
1048576                49.29
2097152                92.72
4194304               176.75
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       7.98
4                      16.19
8                      31.85
16                     64.68
32                    128.69
64                    247.69
128                   492.55
256                   920.55
512                  1778.36
1024                 3353.53
2048                 6006.27
4096                 9133.43
8192                13555.61
16384               19073.74
32768               21778.81
65536               23357.21
131072              23974.52
262144              24349.04
524288              24527.09
1048576             24606.44
2097152             24645.57
4194304             24670.92
Point-to-point pairwise experiments for nodes cluster-256-hpc-26 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.78
128                     1.82
256                     2.33
512                     2.43
1024                    2.60
2048                    2.77
4096                    3.47
8192                    3.99
16384                   5.28
32768                   6.78
65536                   8.96
131072                 13.60
262144                 17.16
524288                 27.86
1048576                49.84
2097152                92.27
4194304               176.81
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.01
2                       8.16
4                      16.14
8                      32.62
16                     63.51
32                    129.61
64                    244.20
128                   490.75
256                   937.45
512                  1759.38
1024                 3325.77
2048                 6034.66
4096                 9061.36
8192                13534.96
16384               18991.99
32768               21248.68
65536               23369.79
131072              24013.02
262144              24354.02
524288              24528.33
1048576             24612.21
2097152             24652.58
4194304             24596.38
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-28
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.59
32                      1.74
64                      1.79
128                     1.84
256                     2.34
512                     2.44
1024                    2.66
2048                    2.74
4096                    3.50
8192                    3.99
16384                   5.31
32768                   6.93
65536                   9.15
131072                 14.05
262144                 17.24
524288                 27.91
1048576                49.32
2097152                92.35
4194304               176.73
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.93
2                       8.13
4                      16.13
8                      32.61
16                     62.86
32                    129.43
64                    245.57
128                   493.15
256                   927.51
512                  1769.76
1024                 3345.33
2048                 6075.49
4096                 9111.35
8192                13626.61
16384               18865.88
32768               21381.21
65536               23117.65
131072              23897.66
262144              24297.62
524288              24527.26
1048576             24612.20
2097152             24653.49
4194304             24586.61
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-4
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.72
64                      1.77
128                     1.81
256                     2.32
512                     2.42
1024                    2.56
2048                    2.81
4096                    3.50
8192                    4.00
16384                   5.29
32768                   6.76
65536                   8.82
131072                 13.59
262144                 17.16
524288                 27.79
1048576                49.31
2097152                92.64
4194304               176.79
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.02
4                      16.40
8                      32.56
16                     65.73
32                    129.46
64                    248.61
128                   490.86
256                   946.59
512                  1769.77
1024                 3401.10
2048                 6016.55
4096                 9195.28
8192                13776.92
16384               19064.41
32768               21883.98
65536               23345.89
131072              24016.56
262144              24353.62
524288              24527.75
1048576             24611.89
2097152             24652.37
4194304             24673.04
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-19
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.59
8                       1.58
16                      1.59
32                      1.76
64                      1.80
128                     1.85
256                     2.34
512                     2.44
1024                    2.60
2048                    2.77
4096                    3.50
8192                    4.03
16384                   5.32
32768                   6.93
65536                   9.04
131072                 14.03
262144                 17.21
524288                 27.86
1048576                49.37
2097152                92.79
4194304               176.85
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       8.09
4                      16.06
8                      32.53
16                     63.87
32                    129.46
64                    243.04
128                   490.97
256                   922.15
512                  1746.12
1024                 3307.41
2048                 5932.23
4096                 9081.67
8192                13573.94
16384               19010.15
32768               21828.76
65536               23345.86
131072              24047.90
262144              24348.10
524288              24524.86
1048576             24610.85
2097152             24651.39
4194304             24671.58
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.57
8                       1.57
16                      1.58
32                      1.74
64                      1.78
128                     1.82
256                     2.33
512                     2.44
1024                    2.59
2048                    2.77
4096                    3.50
8192                    4.02
16384                   5.30
32768                   6.90
65536                   9.20
131072                 14.09
262144                 17.15
524288                 27.78
1048576                49.37
2097152                92.79
4194304               176.85
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.96
2                       7.93
4                      16.28
8                      31.85
16                     65.05
32                    128.82
64                    247.49
128                   494.97
256                   942.79
512                  1698.63
1024                 3362.57
2048                 5930.98
4096                 9088.94
8192                13678.50
16384               18955.64
32768               21492.91
65536               23121.28
131072              24007.63
262144              24351.73
524288              24525.47
1048576             24610.23
2097152             24651.96
4194304             24673.23
Point-to-point pairwise experiments for nodes cluster-256-hpc-30 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.74
64                      1.77
128                     1.82
256                     2.33
512                     2.42
1024                    2.60
2048                    2.78
4096                    3.46
8192                    4.00
16384                   5.29
32768                   6.86
65536                   9.27
131072                 14.07
262144                 17.18
524288                 27.86
1048576                49.87
2097152                92.34
4194304               176.79
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       8.09
4                      15.69
8                      31.41
16                     64.61
32                    127.65
64                    247.97
128                   460.22
256                   942.98
512                  1782.89
1024                 3380.17
2048                 6035.60
4096                 9087.11
8192                13661.89
16384               19037.74
32768               21890.81
65536               23038.13
131072              24013.23
262144              24355.08
524288              24527.18
1048576             24611.38
2097152             24651.97
4194304             24672.65
Point-to-point pairwise experiments for nodes cluster-256-hpc-28 cluster-256-hpc-4
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.55
2                       1.56
4                       1.56
8                       1.56
16                      1.56
32                      1.73
64                      1.77
128                     1.82
256                     2.33
512                     2.41
1024                    2.64
2048                    2.74
4096                    3.47
8192                    4.00
16384                   5.31
32768                   6.93
65536                   9.11
131072                 14.03
262144                 17.07
524288                 27.74
1048576                49.32
2097152                92.43
4194304               176.82
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       7.97
4                      16.13
8                      32.51
16                     64.00
32                    128.85
64                    244.88
128                   489.34
256                   938.10
512                  1756.05
1024                 3302.78
2048                 5969.89
4096                 9042.41
8192                13521.16
16384               18851.63
32768               21532.42
65536               23135.63
131072              24007.05
262144              24355.15
524288              24526.32
1048576             24611.86
2097152             24652.43
4194304             24652.35
Point-to-point pairwise experiments for nodes cluster-256-hpc-28 cluster-256-hpc-19
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.59
32                      1.74
64                      1.79
128                     1.86
256                     2.35
512                     2.45
1024                    2.59
2048                    2.77
4096                    3.50
8192                    4.02
16384                   5.30
32768                   6.79
65536                   8.86
131072                 13.66
262144                 17.25
524288                 27.88
1048576                49.90
2097152                92.38
4194304               176.94
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.02
2                       8.14
4                      15.98
8                      32.60
16                     65.15
32                    126.32
64                    247.37
128                   486.16
256                   941.33
512                  1736.40
1024                 3365.66
2048                 5957.58
4096                 9084.04
8192                13637.61
16384               19023.22
32768               21859.51
65536               23347.84
131072              24008.73
262144              24349.92
524288              24520.14
1048576             24610.68
2097152             24652.87
4194304             24672.33
Point-to-point pairwise experiments for nodes cluster-256-hpc-28 cluster-256-hpc-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.57
8                       1.57
16                      1.57
32                      1.73
64                      1.78
128                     1.82
256                     2.33
512                     2.40
1024                    2.58
2048                    2.74
4096                    3.49
8192                    4.02
16384                   5.31
32768                   6.93
65536                   9.26
131072                 14.12
262144                 17.05
524288                 27.76
1048576                49.37
2097152                92.69
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       8.03
4                      16.09
8                      32.28
16                     65.60
32                    130.42
64                    246.64
128                   490.39
256                   934.55
512                  1754.26
1024                 3337.12
2048                 5990.02
4096                 9128.39
8192                13618.04
16384               19012.44
32768               21834.85
65536               23341.71
131072              24014.44
262144              24353.59
524288              24512.18
1048576             24612.10
2097152             24653.11
4194304             24589.60
Point-to-point pairwise experiments for nodes cluster-256-hpc-28 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.57
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.74
64                      1.78
128                     1.81
256                     2.33
512                     2.44
1024                    2.63
2048                    2.74
4096                    3.47
8192                    4.00
16384                   5.30
32768                   6.80
65536                   8.75
131072                 13.62
262144                 17.18
524288                 27.83
1048576                49.31
2097152                92.62
4194304               176.66
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.96
2                       8.08
4                      16.11
8                      32.40
16                     64.68
32                    128.08
64                    232.29
128                   492.89
256                   939.74
512                  1755.05
1024                 3290.61
2048                 5997.74
4096                 9061.59
8192                13439.40
16384               18595.89
32768               21479.41
65536               23150.63
131072              23899.23
262144              24354.30
524288              24529.03
1048576             24612.00
2097152             24553.97
4194304             24672.36
Point-to-point pairwise experiments for nodes cluster-256-hpc-4 cluster-256-hpc-19
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.56
32                      1.72
64                      1.77
128                     1.81
256                     2.32
512                     2.40
1024                    2.57
2048                    2.76
4096                    3.47
8192                    3.99
16384                   5.28
32768                   6.79
65536                   8.69
131072                 13.40
262144                 17.18
524288                 27.82
1048576                49.31
2097152                92.67
4194304               176.80
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.92
2                       7.99
4                      15.84
8                      32.32
16                     64.51
32                    127.43
64                    247.01
128                   487.45
256                   954.88
512                  1773.53
1024                 3389.64
2048                 6060.32
4096                 9177.89
8192                13670.42
16384               18955.23
32768               21786.50
65536               23363.56
131072              24017.15
262144              24356.49
524288              24529.06
1048576             24612.29
2097152             24652.07
4194304             24673.07
Point-to-point pairwise experiments for nodes cluster-256-hpc-4 cluster-256-hpc-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.54
2                       1.54
4                       1.55
8                       1.55
16                      1.55
32                      1.71
64                      1.76
128                     1.80
256                     2.31
512                     2.38
1024                    2.64
2048                    2.72
4096                    3.46
8192                    3.99
16384                   5.27
32768                   6.63
65536                   8.78
131072                 13.53
262144                 17.16
524288                 27.81
1048576                49.34
2097152                92.40
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.91
2                       8.22
4                      15.63
8                      31.59
16                     65.53
32                    128.99
64                    249.93
128                   492.43
256                   946.25
512                  1732.34
1024                 3367.61
2048                 6014.66
4096                 9130.73
8192                13526.62
16384               19103.56
32768               21888.51
65536               23380.23
131072              24017.54
262144              24357.75
524288              24528.51
1048576             24604.36
2097152             24650.78
4194304             24606.71
Point-to-point pairwise experiments for nodes cluster-256-hpc-4 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.54
1                       1.54
2                       1.54
4                       1.54
8                       1.54
16                      1.54
32                      1.71
64                      1.75
128                     1.79
256                     2.30
512                     2.42
1024                    2.54
2048                    2.79
4096                    3.45
8192                    3.98
16384                   5.25
32768                   6.78
65536                   8.87
131072                 13.48
262144                 17.15
524288                 27.69
1048576                49.30
2097152                92.26
4194304               176.83
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       7.96
4                      16.39
8                      32.49
16                     65.33
32                    129.59
64                    249.25
128                   499.76
256                   949.10
512                  1784.84
1024                 3392.76
2048                 6065.05
4096                 9127.43
8192                13584.14
16384               19068.92
32768               21806.23
65536               23369.25
131072              24021.97
262144              24351.48
524288              24528.50
1048576             24612.69
2097152             24653.05
4194304             24672.41
Point-to-point pairwise experiments for nodes cluster-256-hpc-19 cluster-256-hpc-1
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.57
8                       1.57
16                      1.57
32                      1.74
64                      1.79
128                     1.83
256                     2.33
512                     2.44
1024                    2.56
2048                    2.80
4096                    3.50
8192                    4.01
16384                   5.31
32768                   6.93
65536                   8.93
131072                 13.80
262144                 17.21
524288                 27.84
1048576                49.35
2097152                92.60
4194304               176.77
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       8.04
4                      16.27
8                      31.94
16                     64.44
32                    126.72
64                    239.08
128                   461.22
256                   914.74
512                  1740.00
1024                 3381.70
2048                 6003.16
4096                 9044.59
8192                13600.38
16384               19076.19
32768               21886.76
65536               23374.71
131072              24014.18
262144              24356.36
524288              24529.14
1048576             24611.99
2097152             24652.87
4194304             24672.95
Point-to-point pairwise experiments for nodes cluster-256-hpc-19 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.75
64                      1.79
128                     1.83
256                     2.33
512                     2.43
1024                    2.58
2048                    2.73
4096                    3.50
8192                    4.01
16384                   5.31
32768                   6.80
65536                   8.71
131072                 13.54
262144                 17.20
524288                 27.82
1048576                49.34
2097152                92.64
4194304               176.83
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.02
4                      16.28
8                      32.55
16                     64.21
32                    129.61
64                    244.80
128                   491.54
256                   942.76
512                  1809.61
1024                 3381.71
2048                 6044.18
4096                 9157.63
8192                13717.23
16384               19052.31
32768               21551.14
65536               23355.91
131072              24010.67
262144              24353.73
524288              24527.11
1048576             24611.29
2097152             24652.76
4194304             24671.45
Point-to-point pairwise experiments for nodes cluster-256-hpc-1 cluster-256-hpc-5
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.55
4                       1.55
8                       1.55
16                      1.56
32                      1.71
64                      1.75
128                     1.80
256                     2.32
512                     2.41
1024                    2.55
2048                    2.76
4096                    3.47
8192                    4.00
16384                   5.32
32768                   6.97
65536                   9.11
131072                 13.96
262144                 17.14
524288                 27.79
1048576                49.24
2097152                92.47
4194304               176.64
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.01
2                       8.08
4                      16.34
8                      32.47
16                     65.09
32                    127.88
64                    246.85
128                   483.80
256                   943.35
512                  1733.77
1024                 3384.96
2048                 6039.34
4096                 8888.99
8192                13451.26
16384               19048.05
32768               21651.09
65536               23358.98
131072              24014.40
262144              24344.24
524288              24528.19
1048576             24611.62
2097152             24652.80
4194304             24671.34
Allreduce iteration 1

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     901.17
8                     823.98
16                    940.11
32                    907.75
64                    704.72
128                   990.60
256                   876.47
512                   954.23
1024                  933.60
2048                  955.39
4096                 1029.41
8192                 1869.45
16384                1846.49
32768                4033.24
65536                3387.59
131072               9320.00
262144               8690.79
524288               6923.52
1048576              6966.12
Allreduce iteration 2

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     600.20
8                     433.54
16                    408.39
32                    372.42
64                    369.34
128                   408.34
256                   604.99
512                   660.01
1024                  532.80
2048                  775.84
4096                  843.94
8192                 1525.41
16384                1523.88
32768                4496.30
65536                3912.65
131072               9245.32
262144               8891.56
524288               6706.20
1048576              8109.63
Allreduce iteration 3

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     548.64
8                     421.52
16                    526.90
32                    406.98
64                    378.32
128                   360.78
256                   610.44
512                   615.65
1024                  511.58
2048                  805.71
4096                  916.29
8192                 1619.67
16384                1671.22
32768                4637.44
65536                5856.52
131072               9138.89
262144               7549.54
524288               7447.00
1048576              7606.39
Allreduce iteration 4

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     788.62
8                     793.28
16                    713.75
32                    630.10
64                    682.37
128                   597.11
256                   629.79
512                   810.80
1024                  717.49
2048                  777.57
4096                  903.69
8192                 1617.93
16384                2169.97
32768                4391.07
65536                6708.50
131072               8663.18
262144               9635.18
524288               7031.47
1048576              8293.85
Allreduce iteration 5

