Start time: 1725095161
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.69,    4.90,  19.60,      0.125,   13.59,    2.47,  19.76,     0.250,   11.38,    5.90,  23.59
            1,      0.750,   15.05,   13.38,  17.84,      0.375,   15.01,    6.71,  17.89,     0.750,   14.23,   14.14,  18.86
            2,      1.250,   15.65,   21.44,  17.15,      0.625,   15.57,   10.77,  17.24,     1.250,   14.51,   23.13,  18.51
            3,      1.750,   15.92,   29.51,  16.86,      0.875,   15.86,   14.81,  16.93,     1.750,   15.17,   30.96,  17.69
            4,      2.250,   16.27,   37.13,  16.50,      1.125,   16.28,   18.55,  16.49,     2.250,   15.62,   38.65,  17.18
            6,      3.250,   17.25,   50.58,  15.56,      1.625,   17.11,   25.49,  15.69,     3.250,   16.11,   54.14,  16.66
            8,      4.250,   17.77,   64.19,  15.10,      2.125,   17.71,   32.21,  15.16,     4.250,   16.50,   69.13,  16.27
           12,      6.250,   19.44,   86.32,  13.81,      3.125,   19.39,   43.26,  13.84,     6.250,   20.68,   81.14,  12.98
           16,      8.250,   21.71,  102.01,  12.36,      4.125,   21.64,   51.18,  12.41,     8.250,   25.61,   86.49,  10.48
           20,     10.250,   26.19,  105.07,  10.25,      5.125,   26.34,   52.24,  10.19,    10.250,   32.00,   85.99,   8.39
           24,     12.250,   32.92,   99.90,   8.15,      6.125,   32.85,   50.05,   8.17,    12.250,   38.09,   86.34,   7.05
           28,     14.250,   35.84,  106.72,   7.49,      7.125,   35.86,   53.34,   7.49,    14.250,   44.24,   86.47,   6.07
           32,     16.250,   40.41,  107.96,   6.64,      8.125,   40.35,   54.05,   6.65,    16.250,   49.57,   87.99,   5.41
           40,     20.250,   49.99,  108.74,   5.37,     10.125,   49.68,   54.71,   5.40,    20.250,   62.20,   87.40,   4.32
           48,     24.250,   59.89,  108.68,   4.48,     12.125,   59.83,   54.40,   4.49,    24.250,   74.63,   87.23,   3.60
           56,     28.250,   70.28,  107.90,   3.82,     14.125,   70.45,   53.82,   3.81,    28.250,   87.27,   86.90,   3.08
           64,     32.250,   80.84,  107.09,   3.32,     16.125,   81.21,   53.30,   3.31,    32.250,  100.40,   86.22,   2.67
           80,     40.250,   99.67,  108.40,   2.69,     20.125,   99.86,   54.10,   2.69,    40.250,  126.10,   85.68,   2.13
          104,     52.250,  131.25,  106.86,   2.05,     26.125,  131.46,   53.35,   2.04,    52.250,  164.54,   85.24,   1.63
          120,     60.250,  152.73,  105.89,   1.76,     30.125,  154.28,   52.41,   1.74,    60.250,  190.24,   85.01,   1.41
          128,     64.250,  165.62,  104.14,   1.62,     32.125,  165.22,   52.19,   1.62,    64.250,  202.72,   85.08,   1.32
          160,     80.250,  201.24,  107.05,   1.33,     40.125,  201.17,   53.54,   1.33,    80.250,  258.57,   83.31,   1.04
          192,     96.250,  249.91,  103.38,   1.07,     48.125,  248.90,   51.90,   1.08,    96.250,  310.32,   83.26,   0.87
          256,    128.250,  329.26,  104.56,   0.82,     64.125,  330.62,   52.06,   0.81,   128.250,  413.66,   83.23,   0.65
          320,    160.250,  414.13,  103.87,   0.65,     80.125,  413.47,   52.02,   0.65,   160.250,  516.55,   83.28,   0.52
          512,    256.250,  677.25,  101.57,   0.40,    128.125,  676.01,   50.88,   0.40,   256.250,  825.83,   83.29,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095442
