Start time: 1725094314
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.50,    4.97,  19.89,      0.125,   13.42,    2.50,  20.01,     0.250,   11.34,    5.92,  23.68
            1,      0.750,   14.88,   13.53,  18.04,      0.375,   14.86,    6.77,  18.06,     0.750,   14.04,   14.34,  19.13
            2,      1.250,   15.40,   21.79,  17.43,      0.625,   14.98,   11.20,  17.92,     1.250,   14.32,   23.44,  18.75
            3,      1.750,   15.38,   30.54,  17.45,      0.875,   15.51,   15.14,  17.30,     1.750,   14.65,   32.07,  18.33
            4,      2.250,   15.76,   38.33,  17.03,      1.125,   15.82,   19.09,  16.97,     2.250,   15.56,   38.81,  17.25
            6,      3.250,   17.00,   51.31,  15.79,      1.625,   16.92,   25.78,  15.86,     3.250,   15.81,   55.16,  16.97
            8,      4.250,   17.57,   64.95,  15.28,      2.125,   17.55,   32.50,  15.29,     4.250,   16.33,   69.88,  16.44
           12,      6.250,   19.09,   87.91,  14.07,      3.125,   19.07,   43.99,  14.08,     6.250,   20.37,   82.36,  13.18
           16,      8.250,   21.30,  103.96,  12.60,      4.125,   21.27,   52.05,  12.62,     8.250,   25.49,   86.87,  10.53
           20,     10.250,   25.77,  106.77,  10.42,      5.125,   25.86,   53.21,  10.38,    10.250,   31.12,   88.43,   8.63
           24,     12.250,   32.24,  102.01,   8.33,      6.125,   32.26,   50.97,   8.32,    12.250,   37.28,   88.19,   7.20
           28,     14.250,   35.18,  108.74,   7.63,      7.125,   34.92,   54.77,   7.69,    14.250,   43.55,   87.84,   6.16
           32,     16.250,   39.55,  110.30,   6.79,      8.125,   39.50,   55.22,   6.80,    16.250,   48.58,   89.80,   5.53
           40,     20.250,   48.83,  111.33,   5.50,     10.125,   48.75,   55.75,   5.51,    20.250,   60.90,   89.26,   4.41
           48,     24.250,   58.80,  110.72,   4.57,     12.125,   58.70,   55.45,   4.57,    24.250,   73.43,   88.65,   3.66
           56,     28.250,   68.78,  110.26,   3.90,     14.125,   69.02,   54.94,   3.89,    28.250,   85.56,   88.63,   3.14
           64,     32.250,   79.33,  109.13,   3.38,     16.125,   79.52,   54.43,   3.38,    32.250,   98.33,   88.04,   2.73
           80,     40.250,   98.00,  110.25,   2.74,     20.125,   97.77,   55.26,   2.75,    40.250,  123.83,   87.25,   2.17
          104,     52.250,  128.79,  108.90,   2.08,     26.125,  129.01,   54.36,   2.08,    52.250,  161.73,   86.72,   1.66
          120,     60.250,  150.08,  107.76,   1.79,     30.125,  151.79,   53.27,   1.77,    60.250,  186.72,   86.62,   1.44
          128,     64.250,  162.40,  106.20,   1.65,     32.125,  162.30,   53.13,   1.65,    64.250,  199.77,   86.33,   1.34
          160,     80.250,  197.56,  109.04,   1.36,     40.125,  197.47,   54.54,   1.36,    80.250,  254.57,   84.62,   1.05
          192,     96.250,  245.16,  105.39,   1.09,     48.125,  244.40,   52.86,   1.10,    96.250,  305.19,   84.66,   0.88
          256,    128.250,  322.98,  106.59,   0.83,     64.125,  323.96,   53.14,   0.83,   128.250,  406.49,   84.69,   0.66
          320,    160.250,  407.98,  105.44,   0.66,     80.125,  405.99,   52.98,   0.66,   160.250,  508.08,   84.66,   0.53
          512,    256.250,  664.51,  103.51,   0.40,    128.125,  664.67,   51.74,   0.40,   256.250,  812.43,   84.67,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094589
