Start time: 1725095161
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.69,    4.90,  19.61,      0.125,   13.73,    2.44,  19.56,     0.250,   11.38,    5.90,  23.58
            1,      0.750,   15.12,   13.32,  17.76,      0.375,   15.05,    6.69,  17.84,     0.750,   14.25,   14.13,  18.84
            2,      1.250,   15.67,   21.42,  17.13,      0.625,   15.61,   10.74,  17.19,     1.250,   14.48,   23.17,  18.54
            3,      1.750,   15.70,   29.93,  17.10,      0.875,   15.64,   15.01,  17.16,     1.750,   14.83,   31.68,  18.10
            4,      2.250,   15.99,   37.76,  16.78,      1.125,   15.96,   18.93,  16.82,     2.250,   15.74,   38.37,  17.05
            6,      3.250,   17.24,   50.60,  15.57,      1.625,   17.17,   25.40,  15.63,     3.250,   16.16,   54.00,  16.61
            8,      4.250,   17.68,   64.52,  15.18,      2.125,   17.68,   32.26,  15.18,     4.250,   16.58,   68.81,  16.19
           12,      6.250,   19.35,   86.69,  13.87,      3.125,   19.37,   43.31,  13.86,     6.250,   20.72,   80.96,  12.95
           16,      8.250,   21.64,  102.35,  12.41,      4.125,   21.55,   51.37,  12.45,     8.250,   25.95,   85.35,  10.35
           20,     10.250,   26.31,  104.59,  10.20,      5.125,   26.36,   52.18,  10.18,    10.250,   31.93,   86.17,   8.41
           24,     12.250,   32.94,   99.83,   8.15,      6.125,   32.83,   50.08,   8.18,    12.250,   38.18,   86.13,   7.03
           28,     14.250,   36.00,  106.24,   7.46,      7.125,   35.65,   53.65,   7.53,    14.250,   44.51,   85.94,   6.03
           32,     16.250,   39.92,  109.27,   6.72,      8.125,   40.08,   54.41,   6.70,    16.250,   49.52,   88.09,   5.42
           40,     20.250,   49.80,  109.15,   5.39,     10.125,   49.73,   54.65,   5.40,    20.250,   62.08,   87.56,   4.32
           48,     24.250,   59.94,  108.61,   4.48,     12.125,   59.99,   54.25,   4.47,    24.250,   74.92,   86.88,   3.58
           56,     28.250,   70.39,  107.73,   3.81,     14.125,   70.37,   53.88,   3.81,    28.250,   87.33,   86.84,   3.07
           64,     32.250,   80.96,  106.93,   3.32,     16.125,   81.03,   53.42,   3.31,    32.250,  100.39,   86.24,   2.67
           80,     40.250,  100.08,  107.96,   2.68,     20.125,   99.86,   54.10,   2.69,    40.250,  125.33,   86.21,   2.14
          104,     52.250,  131.29,  106.83,   2.04,     26.125,  131.76,   53.22,   2.04,    52.250,  164.72,   85.15,   1.63
          120,     60.250,  153.02,  105.69,   1.75,     30.125,  154.85,   52.22,   1.73,    60.250,  190.58,   84.87,   1.41
          128,     64.250,  166.03,  103.88,   1.62,     32.125,  165.11,   52.23,   1.63,    64.250,  203.75,   84.65,   1.32
          160,     80.250,  201.79,  106.75,   1.33,     40.125,  201.79,   53.38,   1.33,    80.250,  259.97,   82.86,   1.03
          192,     96.250,  247.63,  104.34,   1.08,     48.125,  247.76,   52.14,   1.08,    96.250,  311.68,   82.90,   0.86
          256,    128.250,  330.36,  104.21,   0.81,     64.125,  328.06,   52.47,   0.82,   128.250,  415.42,   82.87,   0.65
          320,    160.250,  415.19,  103.61,   0.65,     80.125,  411.13,   52.32,   0.65,   160.250,  518.47,   82.97,   0.52
          512,    256.250,  673.93,  102.07,   0.40,    128.125,  678.89,   50.66,   0.40,   256.250,  826.17,   83.26,   0.32
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095443
