Start time: 1725095423
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.52,    4.96,  19.86,      0.125,   13.53,    2.48,  19.84,     0.250,   11.23,    5.97,  23.89
            1,      0.750,   14.89,   13.52,  18.03,      0.375,   14.92,    6.75,  17.99,     0.750,   14.06,   14.32,  19.09
            2,      1.250,   15.45,   21.71,  17.37,      0.625,   15.35,   10.93,  17.49,     1.250,   14.36,   23.37,  18.70
            3,      1.750,   15.75,   29.83,  17.04,      0.875,   15.61,   15.05,  17.20,     1.750,   15.06,   31.20,  17.83
            4,      2.250,   15.80,   38.24,  16.99,      1.125,   15.76,   19.16,  17.03,     2.250,   15.56,   38.81,  17.25
            6,      3.250,   16.98,   51.37,  15.81,      1.625,   16.95,   25.73,  15.84,     3.250,   15.95,   54.71,  16.83
            8,      4.250,   17.41,   65.53,  15.42,      2.125,   17.43,   32.73,  15.40,     4.250,   16.36,   69.74,  16.41
           12,      6.250,   19.07,   88.00,  14.08,      3.125,   18.82,   44.58,  14.27,     6.250,   20.38,   82.34,  13.17
           16,      8.250,   21.32,  103.89,  12.59,      4.125,   21.30,   51.99,  12.60,     8.250,   25.52,   86.77,  10.52
           20,     10.250,   26.07,  105.53,  10.30,      5.125,   25.88,   53.16,  10.37,    10.250,   31.38,   87.67,   8.55
           24,     12.250,   32.30,  101.81,   8.31,      6.125,   32.28,   50.93,   8.32,    12.250,   37.44,   87.82,   7.17
           28,     14.250,   35.18,  108.73,   7.63,      7.125,   34.98,   54.67,   7.67,    14.250,   43.54,   87.85,   6.17
           32,     16.250,   39.59,  110.17,   6.78,      8.125,   39.59,   55.10,   6.78,    16.250,   48.71,   89.56,   5.51
           40,     20.250,   48.86,  111.26,   5.49,     10.125,   48.81,   55.69,   5.50,    20.250,   61.04,   89.05,   4.40
           48,     24.250,   58.73,  110.84,   4.57,     12.125,   58.72,   55.43,   4.57,    24.250,   73.27,   88.84,   3.66
           56,     28.250,   68.88,  110.10,   3.90,     14.125,   69.22,   54.77,   3.88,    28.250,   85.74,   88.45,   3.13
           64,     32.250,   79.49,  108.91,   3.38,     16.125,   79.62,   54.36,   3.37,    32.250,   98.38,   88.00,   2.73
           80,     40.250,   98.15,  110.08,   2.73,     20.125,   97.87,   55.20,   2.74,    40.250,  123.96,   87.16,   2.17
          104,     52.250,  128.84,  108.87,   2.08,     26.125,  129.14,   54.30,   2.08,    52.250,  161.87,   86.65,   1.66
          120,     60.250,  150.00,  107.82,   1.79,     30.125,  151.68,   53.31,   1.77,    60.250,  187.01,   86.48,   1.44
          128,     64.250,  162.60,  106.07,   1.65,     32.125,  162.35,   53.12,   1.65,    64.250,  199.82,   86.31,   1.34
          160,     80.250,  197.79,  108.91,   1.36,     40.125,  197.74,   54.47,   1.36,    80.250,  254.79,   84.55,   1.05
          192,     96.250,  245.37,  105.30,   1.09,     48.125,  244.78,   52.78,   1.10,    96.250,  305.23,   84.65,   0.88
          256,    128.250,  323.22,  106.51,   0.83,     64.125,  323.99,   53.13,   0.83,   128.250,  406.84,   84.62,   0.66
          320,    160.250,  409.47,  105.05,   0.66,     80.125,  407.82,   52.74,   0.66,   160.250,  508.20,   84.64,   0.53
          512,    256.250,  664.55,  103.51,   0.40,    128.125,  664.56,   51.75,   0.40,   256.250,  813.03,   84.61,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095699
