Start time: 1725095147
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.54,    4.96,  19.83,      0.125,   13.52,    2.48,  19.85,     0.250,   11.28,    5.95,  23.80
            1,      0.750,   14.89,   13.52,  18.03,      0.375,   14.89,    6.76,  18.03,     0.750,   14.06,   14.32,  19.09
            2,      1.250,   15.49,   21.67,  17.33,      0.625,   15.33,   10.95,  17.51,     1.250,   14.40,   23.30,  18.64
            3,      1.750,   15.45,   30.41,  17.38,      0.875,   15.39,   15.26,  17.44,     1.750,   15.03,   31.25,  17.86
            4,      2.250,   15.82,   38.17,  16.96,      1.125,   15.76,   19.16,  17.03,     2.250,   15.57,   38.80,  17.24
            6,      3.250,   16.87,   51.73,  15.92,      1.625,   16.73,   26.07,  16.04,     3.250,   15.64,   55.80,  17.17
            8,      4.250,   17.63,   64.71,  15.23,      2.125,   17.58,   32.44,  15.27,     4.250,   16.20,   70.44,  16.57
           12,      6.250,   19.31,   86.89,  13.90,      3.125,   19.27,   43.53,  13.93,     6.250,   20.41,   82.20,  13.15
           16,      8.250,   21.53,  102.84,  12.47,      4.125,   21.56,   51.36,  12.45,     8.250,   25.58,   86.56,  10.49
           20,     10.250,   26.21,  104.99,  10.24,      5.125,   26.25,   52.41,  10.23,    10.250,   31.46,   87.45,   8.53
           24,     12.250,   32.67,  100.67,   8.22,      6.125,   32.42,   50.72,   8.28,    12.250,   37.40,   87.93,   7.18
           28,     14.250,   35.59,  107.49,   7.54,      7.125,   35.48,   53.91,   7.57,    14.250,   43.68,   87.57,   6.15
           32,     16.250,   39.76,  109.71,   6.75,      8.125,   39.95,   54.59,   6.72,    16.250,   48.76,   89.46,   5.51
           40,     20.250,   49.62,  109.54,   5.41,     10.125,   49.50,   54.91,   5.42,    20.250,   60.93,   89.22,   4.41
           48,     24.250,   59.59,  109.24,   4.50,     12.125,   59.56,   54.65,   4.51,    24.250,   73.32,   88.78,   3.66
           56,     28.250,   69.72,  108.77,   3.85,     14.125,   69.72,   54.39,   3.85,    28.250,   85.64,   88.55,   3.13
           64,     32.250,   79.96,  108.27,   3.36,     16.125,   79.92,   54.16,   3.36,    32.250,   98.42,   87.96,   2.73
           80,     40.250,   98.66,  109.51,   2.72,     20.125,   98.63,   54.77,   2.72,    40.250,  124.00,   87.14,   2.16
          104,     52.250,  129.33,  108.45,   2.08,     26.125,  129.80,   54.03,   2.07,    52.250,  161.83,   86.67,   1.66
          120,     60.250,  150.20,  107.68,   1.79,     30.125,  152.06,   53.18,   1.77,    60.250,  187.10,   86.44,   1.43
          128,     64.250,  162.68,  106.02,   1.65,     32.125,  162.46,   53.08,   1.65,    64.250,  199.59,   86.41,   1.34
          160,     80.250,  198.20,  108.69,   1.35,     40.125,  198.65,   54.22,   1.35,    80.250,  254.68,   84.58,   1.05
          192,     96.250,  245.20,  105.37,   1.09,     48.125,  244.91,   52.75,   1.10,    96.250,  305.24,   84.64,   0.88
          256,    128.250,  323.78,  106.33,   0.83,     64.125,  324.28,   53.08,   0.83,   128.250,  406.72,   84.64,   0.66
          320,    160.250,  407.74,  105.50,   0.66,     80.125,  406.01,   52.98,   0.66,   160.250,  508.25,   84.64,   0.53
          512,    256.250,  664.76,  103.48,   0.40,    128.125,  664.72,   51.74,   0.40,   256.250,  812.98,   84.61,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095423
