Start time: 1725094317
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.51,    4.97,  19.88,      0.125,   13.49,    2.49,  19.90,     0.250,   11.39,    5.89,  23.56
            1,      0.750,   14.90,   13.51,  18.02,      0.375,   14.86,    6.77,  18.06,     0.750,   14.02,   14.36,  19.15
            2,      1.250,   15.41,   21.77,  17.42,      0.625,   15.37,   10.91,  17.46,     1.250,   14.28,   23.49,  18.80
            3,      1.750,   15.71,   29.90,  17.09,      0.875,   15.72,   14.94,  17.08,     1.750,   15.05,   31.21,  17.83
            4,      2.250,   16.10,   37.51,  16.67,      1.125,   16.07,   18.79,  16.70,     2.250,   15.33,   39.41,  17.52
            6,      3.250,   17.04,   51.21,  15.76,      1.625,   16.91,   25.80,  15.87,     3.250,   15.93,   54.76,  16.85
            8,      4.250,   17.42,   65.49,  15.41,      2.125,   17.46,   32.67,  15.38,     4.250,   16.69,   68.36,  16.08
           12,      6.250,   19.11,   87.81,  14.05,      3.125,   19.11,   43.88,  14.04,     6.250,   20.34,   82.50,  13.20
           16,      8.250,   21.25,  104.21,  12.63,      4.125,   21.05,   52.61,  12.75,     8.250,   25.50,   86.83,  10.52
           20,     10.250,   25.81,  106.61,  10.40,      5.125,   25.86,   53.20,  10.38,    10.250,   31.36,   87.74,   8.56
           24,     12.250,   32.29,  101.84,   8.31,      6.125,   32.29,   50.92,   8.31,    12.250,   37.29,   88.18,   7.20
           28,     14.250,   35.17,  108.76,   7.63,      7.125,   34.97,   54.69,   7.68,    14.250,   43.54,   87.85,   6.16
           32,     16.250,   39.58,  110.21,   6.78,      8.125,   39.53,   55.17,   6.79,    16.250,   48.37,   90.17,   5.55
           40,     20.250,   48.87,  111.23,   5.49,     10.125,   48.82,   55.67,   5.50,    20.250,   60.86,   89.32,   4.41
           48,     24.250,   58.75,  110.79,   4.57,     12.125,   58.71,   55.43,   4.57,    24.250,   73.17,   88.96,   3.67
           56,     28.250,   68.85,  110.14,   3.90,     14.125,   69.01,   54.94,   3.89,    28.250,   85.61,   88.58,   3.14
           64,     32.250,   79.37,  109.07,   3.38,     16.125,   79.52,   54.43,   3.38,    32.250,   98.35,   88.03,   2.73
           80,     40.250,   98.00,  110.25,   2.74,     20.125,   97.76,   55.26,   2.75,    40.250,  123.88,   87.22,   2.17
          104,     52.250,  128.80,  108.90,   2.08,     26.125,  129.05,   54.34,   2.08,    52.250,  161.71,   86.74,   1.66
          120,     60.250,  150.01,  107.82,   1.79,     30.125,  151.60,   53.34,   1.77,    60.250,  186.98,   86.50,   1.44
          128,     64.250,  162.48,  106.15,   1.65,     32.125,  162.25,   53.15,   1.65,    64.250,  199.62,   86.40,   1.34
          160,     80.250,  197.88,  108.87,   1.36,     40.125,  197.62,   54.50,   1.36,    80.250,  254.46,   84.66,   1.05
          192,     96.250,  245.09,  105.42,   1.10,     48.125,  244.40,   52.86,   1.10,    96.250,  305.11,   84.68,   0.88
          256,    128.250,  323.14,  106.54,   0.83,     64.125,  323.62,   53.19,   0.83,   128.250,  406.47,   84.70,   0.66
          320,    160.250,  405.65,  106.04,   0.66,     80.125,  403.32,   53.33,   0.67,   160.250,  507.96,   84.69,   0.53
          512,    256.250,  664.41,  103.53,   0.40,    128.125,  664.62,   51.75,   0.40,   256.250,  812.51,   84.66,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094593
