Start time: 1725095153
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.58,    4.94,  19.77,      0.125,   13.59,    2.47,  19.76,     0.250,   11.44,    5.86,  23.46
            1,      0.750,   15.03,   13.39,  17.86,      0.375,   14.98,    6.72,  17.92,     0.750,   14.14,   14.24,  18.99
            2,      1.250,   15.54,   21.59,  17.27,      0.625,   15.45,   10.86,  17.37,     1.250,   14.42,   23.27,  18.62
            3,      1.750,   15.88,   29.59,  16.91,      0.875,   16.06,   14.62,  16.71,     1.750,   15.11,   31.09,  17.77
            4,      2.250,   16.26,   37.15,  16.51,      1.125,   15.87,   19.03,  16.91,     2.250,   15.60,   38.71,  17.21
            6,      3.250,   17.09,   51.03,  15.70,      1.625,   17.09,   25.52,  15.71,     3.250,   16.03,   54.41,  16.74
            8,      4.250,   17.58,   64.90,  15.27,      2.125,   17.67,   32.28,  15.19,     4.250,   16.49,   69.17,  16.27
           12,      6.250,   19.23,   87.26,  13.96,      3.125,   19.25,   43.57,  13.94,     6.250,   20.58,   81.51,  13.04
           16,      8.250,   21.45,  103.23,  12.51,      4.125,   21.40,   51.75,  12.55,     8.250,   25.90,   85.51,  10.36
           20,     10.250,   26.18,  105.11,  10.25,      5.125,   26.11,   52.68,  10.28,    10.250,   31.69,   86.81,   8.47
           24,     12.250,   32.65,  100.73,   8.22,      6.125,   32.77,   50.18,   8.19,    12.250,   38.05,   86.43,   7.06
           28,     14.250,   35.73,  107.05,   7.51,      7.125,   35.50,   53.88,   7.56,    14.250,   44.28,   86.39,   6.06
           32,     16.250,   40.22,  108.46,   6.67,      8.125,   40.23,   54.21,   6.67,    16.250,   49.14,   88.77,   5.46
           40,     20.250,   49.27,  110.32,   5.45,     10.125,   49.26,   55.17,   5.45,    20.250,   61.42,   88.51,   4.37
           48,     24.250,   59.30,  109.77,   4.53,     12.125,   59.21,   54.97,   4.53,    24.250,   73.85,   88.15,   3.63
           56,     28.250,   69.49,  109.12,   3.86,     14.125,   69.53,   54.53,   3.86,    28.250,   86.33,   87.84,   3.11
           64,     32.250,   80.00,  108.21,   3.36,     16.125,   80.27,   53.93,   3.34,    32.250,   99.28,   87.20,   2.70
           80,     40.250,   99.29,  108.81,   2.70,     20.125,   99.33,   54.38,   2.70,    40.250,  125.59,   86.03,   2.14
          104,     52.250,  129.73,  108.11,   2.07,     26.125,  130.15,   53.88,   2.06,    52.250,  163.05,   86.02,   1.65
          120,     60.250,  151.23,  106.94,   1.77,     30.125,  153.06,   52.83,   1.75,    60.250,  188.52,   85.79,   1.42
          128,     64.250,  164.90,  104.59,   1.63,     32.125,  162.12,   53.19,   1.66,    64.250,  201.55,   85.57,   1.33
          160,     80.250,  199.30,  108.09,   1.35,     40.125,  199.28,   54.05,   1.35,    80.250,  256.94,   83.84,   1.04
          192,     96.250,  248.81,  103.84,   1.08,     48.125,  245.18,   52.69,   1.09,    96.250,  307.79,   83.94,   0.87
          256,    128.250,  326.15,  105.55,   0.82,     64.125,  327.14,   52.62,   0.82,   128.250,  409.23,   84.13,   0.66
          320,    160.250,  409.24,  105.11,   0.66,     80.125,  404.97,   53.11,   0.66,   160.250,  512.27,   83.97,   0.52
          512,    256.250,  665.82,  103.31,   0.40,    128.125,  669.91,   51.34,   0.40,   256.250,  818.14,   84.08,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095432
