Start time: 1725094877
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.68,    4.91,  19.62,      0.125,   13.54,    2.48,  19.82,     0.250,   11.37,    5.90,  23.60
            1,      0.750,   15.06,   13.37,  17.82,      0.375,   15.07,    6.68,  17.81,     0.750,   14.16,   14.21,  18.95
            2,      1.250,   15.62,   21.48,  17.18,      0.625,   15.57,   10.77,  17.24,     1.250,   14.47,   23.18,  18.54
            3,      1.750,   15.57,   30.17,  17.24,      0.875,   15.47,   15.18,  17.35,     1.750,   14.84,   31.66,  18.09
            4,      2.250,   15.92,   37.93,  16.86,      1.125,   15.97,   18.91,  16.81,     2.250,   15.78,   38.28,  17.01
            6,      3.250,   17.25,   50.57,  15.56,      1.625,   16.96,   25.72,  15.82,     3.250,   16.13,   54.09,  16.64
            8,      4.250,   17.56,   64.95,  15.28,      2.125,   17.82,   32.02,  15.07,     4.250,   16.51,   69.12,  16.26
           12,      6.250,   19.17,   87.50,  14.00,      3.125,   19.32,   43.41,  13.89,     6.250,   20.70,   81.04,  12.97
           16,      8.250,   21.61,  102.49,  12.42,      4.125,   21.39,   51.78,  12.55,     8.250,   25.96,   85.29,  10.34
           20,     10.250,   26.18,  105.08,  10.25,      5.125,   26.30,   52.30,  10.20,    10.250,   31.86,   86.35,   8.42
           24,     12.250,   32.89,   99.97,   8.16,      6.125,   32.78,   50.16,   8.19,    12.250,   37.90,   86.77,   7.08
           28,     14.250,   35.51,  107.72,   7.56,      7.125,   35.36,   54.08,   7.59,    14.250,   44.11,   86.72,   6.09
           32,     16.250,   40.24,  108.40,   6.67,      8.125,   39.98,   54.55,   6.71,    16.250,   49.28,   88.52,   5.45
           40,     20.250,   49.41,  110.01,   5.43,     10.125,   49.59,   54.81,   5.41,    20.250,   61.79,   87.97,   4.34
           48,     24.250,   59.38,  109.62,   4.52,     12.125,   59.70,   54.51,   4.50,    24.250,   74.11,   87.84,   3.62
           56,     28.250,   70.08,  108.21,   3.83,     14.125,   69.82,   54.31,   3.84,    28.250,   86.99,   87.17,   3.09
           64,     32.250,   80.73,  107.24,   3.33,     16.125,   81.08,   53.39,   3.31,    32.250,  100.12,   86.47,   2.68
           80,     40.250,   99.78,  108.28,   2.69,     20.125,   98.96,   54.59,   2.71,    40.250,  126.09,   85.69,   2.13
          104,     52.250,  131.38,  106.76,   2.04,     26.125,  131.65,   53.27,   2.04,    52.250,  164.06,   85.49,   1.64
          120,     60.250,  152.15,  106.30,   1.76,     30.125,  154.38,   52.38,   1.74,    60.250,  189.90,   85.17,   1.41
          128,     64.250,  165.24,  104.37,   1.62,     32.125,  164.83,   52.32,   1.63,    64.250,  203.12,   84.91,   1.32
          160,     80.250,  200.56,  107.41,   1.34,     40.125,  201.07,   53.57,   1.34,    80.250,  258.68,   83.28,   1.04
          192,     96.250,  248.96,  103.78,   1.08,     48.125,  248.22,   52.05,   1.08,    96.250,  310.16,   83.30,   0.87
          256,    128.250,  328.70,  104.74,   0.82,     64.125,  328.63,   52.38,   0.82,   128.250,  413.45,   83.27,   0.65
          320,    160.250,  410.17,  104.88,   0.65,     80.125,  407.94,   52.72,   0.66,   160.250,  515.11,   83.51,   0.52
          512,    256.250,  675.67,  101.80,   0.40,    128.125,  672.86,   51.12,   0.40,   256.250,  822.15,   83.67,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095157
