Start time: 1725094876
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   14.28,    4.70,  18.80,      0.125,   14.29,    2.35,  18.78,     0.250,   12.00,    5.59,  22.38
            1,      0.750,   15.46,   13.03,  17.37,      0.375,   15.43,    6.52,  17.39,     0.750,   14.93,   13.48,  17.98
            2,      1.250,   15.73,   21.33,  17.06,      0.625,   15.71,   10.68,  17.08,     1.250,   15.13,   22.17,  17.74
            3,      1.750,   16.08,   29.22,  16.70,      0.875,   15.98,   14.70,  16.80,     1.750,   15.48,   30.35,  17.34
            4,      2.250,   16.36,   36.91,  16.40,      1.125,   16.31,   18.51,  16.46,     2.250,   15.68,   38.51,  17.12
            6,      3.250,   17.67,   49.38,  15.19,      1.625,   17.60,   24.79,  15.25,     3.250,   16.95,   51.48,  15.84
            8,      4.250,   18.13,   62.93,  14.81,      2.125,   18.12,   31.47,  14.81,     4.250,   16.89,   67.55,  15.90
           12,      6.250,   19.57,   85.75,  13.72,      3.125,   19.54,   42.93,  13.74,     6.250,   20.71,   81.00,  12.96
           16,      8.250,   21.74,  101.88,  12.35,      4.125,   21.73,   50.95,  12.35,     8.250,   25.86,   85.63,  10.38
           20,     10.250,   26.13,  105.30,  10.27,      5.125,   26.17,   52.56,  10.26,    10.250,   31.65,   86.93,   8.48
           24,     12.250,   32.70,  100.55,   8.21,      6.125,   32.71,   50.26,   8.21,    12.250,   37.59,   87.47,   7.14
           28,     14.250,   35.57,  107.54,   7.55,      7.125,   35.56,   53.79,   7.55,    14.250,   44.12,   86.71,   6.08
           32,     16.250,   39.94,  109.21,   6.72,      8.125,   40.03,   54.48,   6.71,    16.250,   49.10,   88.84,   5.47
           40,     20.250,   49.22,  110.45,   5.45,     10.125,   49.38,   55.04,   5.44,    20.250,   61.58,   88.27,   4.36
           48,     24.250,   59.48,  109.44,   4.51,     12.125,   59.30,   54.88,   4.53,    24.250,   73.91,   88.07,   3.63
           56,     28.250,   69.58,  108.99,   3.86,     14.125,   69.70,   54.40,   3.85,    28.250,   86.26,   87.91,   3.11
           64,     32.250,   80.17,  107.98,   3.35,     16.125,   79.81,   54.24,   3.36,    32.250,   99.42,   87.07,   2.70
           80,     40.250,   98.77,  109.39,   2.72,     20.125,   98.71,   54.73,   2.72,    40.250,  124.65,   86.68,   2.15
          104,     52.250,  129.94,  107.94,   2.07,     26.125,  130.16,   53.88,   2.06,    52.250,  163.23,   85.93,   1.64
          120,     60.250,  151.24,  106.94,   1.77,     30.125,  152.99,   52.86,   1.75,    60.250,  187.24,   86.38,   1.43
          128,     64.250,  163.81,  105.29,   1.64,     32.125,  163.87,   52.62,   1.64,    64.250,  201.42,   85.63,   1.33
          160,     80.250,  199.24,  108.12,   1.35,     40.125,  199.13,   54.09,   1.35,    80.250,  256.94,   83.84,   1.04
          192,     96.250,  247.16,  104.53,   1.09,     48.125,  246.23,   52.46,   1.09,    96.250,  306.80,   84.21,   0.87
          256,    128.250,  326.51,  105.44,   0.82,     64.125,  326.45,   52.73,   0.82,   128.250,  410.64,   83.84,   0.65
          320,    160.250,  411.90,  104.44,   0.65,     80.125,  409.54,   52.52,   0.66,   160.250,  512.37,   83.96,   0.52
          512,    256.250,  669.55,  102.74,   0.40,    128.125,  670.29,   51.31,   0.40,   256.250,  819.91,   83.89,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095155
