Start time: 1725094320
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.63,    4.92,  19.69,      0.125,   13.56,    2.47,  19.80,     0.250,   11.27,    5.95,  23.82
            1,      0.750,   14.92,   13.49,  17.99,      0.375,   15.00,    6.71,  17.89,     0.750,   14.05,   14.33,  19.11
            2,      1.250,   15.09,   22.24,  17.79,      0.625,   15.02,   11.17,  17.88,     1.250,   14.33,   23.41,  18.73
            3,      1.750,   15.35,   30.60,  17.48,      0.875,   15.36,   15.30,  17.48,     1.750,   14.59,   32.20,  18.40
            4,      2.250,   15.75,   38.35,  17.04,      1.125,   15.71,   19.22,  17.09,     2.250,   15.59,   38.74,  17.22
            6,      3.250,   16.79,   51.96,  15.99,      1.625,   16.71,   26.10,  16.06,     3.250,   15.85,   55.04,  16.93
            8,      4.250,   17.44,   65.40,  15.39,      2.125,   17.55,   32.51,  15.30,     4.250,   16.29,   70.02,  16.47
           12,      6.250,   19.09,   87.88,  14.06,      3.125,   19.21,   43.66,  13.97,     6.250,   20.37,   82.37,  13.18
           16,      8.250,   21.27,  104.14,  12.62,      4.125,   21.23,   52.17,  12.65,     8.250,   25.54,   86.71,  10.51
           20,     10.250,   26.03,  105.69,  10.31,      5.125,   26.07,   52.78,  10.30,    10.250,   31.39,   87.65,   8.55
           24,     12.250,   32.37,  101.60,   8.29,      6.125,   32.27,   50.94,   8.32,    12.250,   37.43,   87.85,   7.17
           28,     14.250,   35.18,  108.74,   7.63,      7.125,   35.03,   54.61,   7.66,    14.250,   43.58,   87.77,   6.16
           32,     16.250,   39.71,  109.86,   6.76,      8.125,   39.73,   54.89,   6.76,    16.250,   48.64,   89.68,   5.52
           40,     20.250,   48.85,  111.28,   5.50,     10.125,   49.00,   55.47,   5.48,    20.250,   61.02,   89.08,   4.40
           48,     24.250,   58.88,  110.55,   4.56,     12.125,   58.86,   55.29,   4.56,    24.250,   73.38,   88.71,   3.66
           56,     28.250,   69.14,  109.67,   3.88,     14.125,   69.01,   54.95,   3.89,    28.250,   85.60,   88.59,   3.14
           64,     32.250,   79.57,  108.79,   3.37,     16.125,   79.82,   54.23,   3.36,    32.250,   98.41,   87.97,   2.73
           80,     40.250,   98.10,  110.14,   2.74,     20.125,   97.81,   55.23,   2.74,    40.250,  123.95,   87.17,   2.17
          104,     52.250,  128.87,  108.83,   2.08,     26.125,  129.16,   54.29,   2.08,    52.250,  161.85,   86.66,   1.66
          120,     60.250,  149.98,  107.84,   1.79,     30.125,  151.58,   53.35,   1.77,    60.250,  186.97,   86.50,   1.44
          128,     64.250,  162.34,  106.24,   1.65,     32.125,  162.25,   53.15,   1.65,    64.250,  199.67,   86.38,   1.34
          160,     80.250,  197.62,  109.01,   1.36,     40.125,  197.67,   54.49,   1.36,    80.250,  254.97,   84.49,   1.05
          192,     96.250,  245.39,  105.29,   1.09,     48.125,  244.50,   52.84,   1.10,    96.250,  305.61,   84.54,   0.88
          256,    128.250,  323.45,  106.44,   0.83,     64.125,  323.85,   53.15,   0.83,   128.250,  406.79,   84.63,   0.66
          320,    160.250,  407.90,  105.46,   0.66,     80.125,  406.61,   52.90,   0.66,   160.250,  508.27,   84.63,   0.53
          512,    256.250,  664.83,  103.47,   0.40,    128.125,  664.49,   51.76,   0.40,   256.250,  812.93,   84.62,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094596
