Start time: 1725094593
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.86,    4.84,  19.37,      0.125,   13.83,    2.43,  19.41,     0.250,   11.53,    5.82,  23.29
            1,      0.750,   15.09,   13.34,  17.79,      0.375,   15.08,    6.68,  17.80,     0.750,   14.45,   13.93,  18.58
            2,      1.250,   16.11,   20.82,  16.66,      0.625,   15.37,   10.92,  17.47,     1.250,   14.68,   22.86,  18.28
            3,      1.750,   16.51,   28.45,  16.26,      0.875,   15.78,   14.88,  17.01,     1.750,   15.90,   29.54,  16.88
            4,      2.250,   15.99,   37.77,  16.79,      1.125,   15.95,   18.94,  16.83,     2.250,   16.34,   36.95,  16.42
            6,      3.250,   17.32,   50.37,  15.50,      1.625,   17.23,   25.32,  15.58,     3.250,   16.61,   52.52,  16.16
            8,      4.250,   17.85,   63.92,  15.04,      2.125,   17.89,   31.88,  15.00,     4.250,   16.59,   68.75,  16.18
           12,      6.250,   19.18,   87.48,  14.00,      3.125,   19.17,   43.75,  14.00,     6.250,   20.50,   81.82,  13.09
           16,      8.250,   21.41,  103.46,  12.54,      4.125,   21.36,   51.84,  12.57,     8.250,   25.55,   86.67,  10.51
           20,     10.250,   25.88,  106.32,  10.37,      5.125,   25.91,   53.09,  10.36,    10.250,   31.41,   87.60,   8.55
           24,     12.250,   32.36,  101.63,   8.30,      6.125,   32.33,   50.85,   8.30,    12.250,   37.37,   88.00,   7.18
           28,     14.250,   35.23,  108.57,   7.62,      7.125,   35.02,   54.61,   7.67,    14.250,   43.49,   87.96,   6.17
           32,     16.250,   39.65,  110.03,   6.77,      8.125,   39.62,   55.05,   6.78,    16.250,   48.68,   89.61,   5.51
           40,     20.250,   48.83,  111.33,   5.50,     10.125,   48.84,   55.65,   5.50,    20.250,   60.92,   89.23,   4.41
           48,     24.250,   58.69,  110.92,   4.57,     12.125,   58.76,   55.39,   4.57,    24.250,   73.21,   88.91,   3.67
           56,     28.250,   68.90,  110.06,   3.90,     14.125,   69.04,   54.92,   3.89,    28.250,   85.65,   88.54,   3.13
           64,     32.250,   79.45,  108.96,   3.38,     16.125,   79.58,   54.39,   3.37,    32.250,   98.41,   87.97,   2.73
           80,     40.250,   98.01,  110.24,   2.74,     20.125,   97.80,   55.24,   2.74,    40.250,  123.95,   87.17,   2.17
          104,     52.250,  128.89,  108.82,   2.08,     26.125,  129.09,   54.32,   2.08,    52.250,  161.73,   86.72,   1.66
          120,     60.250,  149.89,  107.90,   1.79,     30.125,  151.75,   53.29,   1.77,    60.250,  186.95,   86.51,   1.44
          128,     64.250,  162.49,  106.14,   1.65,     32.125,  162.20,   53.16,   1.65,    64.250,  199.77,   86.34,   1.34
          160,     80.250,  197.73,  108.95,   1.36,     40.125,  197.63,   54.50,   1.36,    80.250,  254.55,   84.63,   1.05
          192,     96.250,  244.92,  105.49,   1.10,     48.125,  244.45,   52.85,   1.10,    96.250,  304.99,   84.71,   0.88
          256,    128.250,  323.07,  106.56,   0.83,     64.125,  323.50,   53.21,   0.83,   128.250,  406.50,   84.69,   0.66
          320,    160.250,  405.11,  106.19,   0.66,     80.125,  402.32,   53.46,   0.67,   160.250,  508.16,   84.65,   0.53
          512,    256.250,  664.17,  103.57,   0.40,    128.125,  664.16,   51.78,   0.40,   256.250,  812.50,   84.66,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094869
