Start time: 1725094317
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.79,    4.87,  19.47,      0.125,   13.72,    2.44,  19.56,     0.250,   11.56,    5.80,  23.22
            1,      0.750,   15.09,   13.34,  17.79,      0.375,   15.09,    6.67,  17.79,     0.750,   14.32,   14.06,  18.75
            2,      1.250,   15.88,   21.14,  16.91,      0.625,   15.89,   10.56,  16.89,     1.250,   14.59,   23.00,  18.40
            3,      1.750,   16.32,   28.79,  16.45,      0.875,   15.68,   14.98,  17.12,     1.750,   14.89,   31.55,  18.03
            4,      2.250,   16.11,   37.49,  16.66,      1.125,   16.05,   18.81,  16.72,     2.250,   16.13,   37.45,  16.65
            6,      3.250,   17.51,   49.83,  15.33,      1.625,   17.43,   25.03,  15.40,     3.250,   16.47,   52.96,  16.29
            8,      4.250,   17.89,   63.76,  15.00,      2.125,   18.01,   31.67,  14.90,     4.250,   16.66,   68.49,  16.12
           12,      6.250,   19.41,   86.43,  13.83,      3.125,   19.45,   43.13,  13.80,     6.250,   20.71,   81.02,  12.96
           16,      8.250,   21.61,  102.48,  12.42,      4.125,   21.52,   51.45,  12.47,     8.250,   25.77,   85.95,  10.42
           20,     10.250,   26.16,  105.19,  10.26,      5.125,   26.09,   52.74,  10.29,    10.250,   31.74,   86.68,   8.46
           24,     12.250,   32.80,  100.25,   8.18,      6.125,   32.74,   50.22,   8.20,    12.250,   37.85,   86.89,   7.09
           28,     14.250,   35.51,  107.71,   7.56,      7.125,   35.36,   54.09,   7.59,    14.250,   44.23,   86.49,   6.07
           32,     16.250,   40.22,  108.44,   6.67,      8.125,   40.21,   54.24,   6.68,    16.250,   49.35,   88.40,   5.44
           40,     20.250,   49.69,  109.40,   5.40,     10.125,   49.45,   54.96,   5.43,    20.250,   61.79,   87.97,   4.34
           48,     24.250,   59.72,  109.00,   4.49,     12.125,   59.65,   54.56,   4.50,    24.250,   74.40,   87.49,   3.61
           56,     28.250,   70.19,  108.04,   3.82,     14.125,   70.22,   54.00,   3.82,    28.250,   87.11,   87.05,   3.08
           64,     32.250,   80.81,  107.12,   3.32,     16.125,   80.93,   53.48,   3.32,    32.250,  100.00,   86.57,   2.68
           80,     40.250,   99.84,  108.22,   2.69,     20.125,   99.32,   54.39,   2.70,    40.250,  125.94,   85.79,   2.13
          104,     52.250,  130.75,  107.27,   2.05,     26.125,  131.19,   53.45,   2.05,    52.250,  163.56,   85.75,   1.64
          120,     60.250,  152.18,  106.28,   1.76,     30.125,  154.16,   52.46,   1.74,    60.250,  189.86,   85.19,   1.41
          128,     64.250,  165.08,  104.48,   1.63,     32.125,  165.54,   52.09,   1.62,    64.250,  203.03,   84.95,   1.32
          160,     80.250,  200.44,  107.47,   1.34,     40.125,  200.76,   53.65,   1.34,    80.250,  258.77,   83.25,   1.04
          192,     96.250,  249.38,  103.61,   1.08,     48.125,  248.25,   52.04,   1.08,    96.250,  309.61,   83.45,   0.87
          256,    128.250,  328.21,  104.89,   0.82,     64.125,  328.89,   52.34,   0.82,   128.250,  411.23,   83.72,   0.65
          320,    160.250,  410.21,  104.86,   0.65,     80.125,  407.35,   52.80,   0.66,   160.250,  515.22,   83.49,   0.52
          512,    256.250,  674.89,  101.92,   0.40,    128.125,  673.83,   51.04,   0.40,   256.250,  822.46,   83.64,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094597
