Start time: 1725094866
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.47,    4.98,  19.93,      0.125,   13.43,    2.50,  19.99,     0.250,   11.36,    5.91,  23.64
            1,      0.750,   14.88,   13.53,  18.04,      0.375,   14.87,    6.77,  18.06,     0.750,   14.00,   14.38,  19.18
            2,      1.250,   15.41,   21.77,  17.42,      0.625,   15.03,   11.16,  17.86,     1.250,   14.30,   23.46,  18.77
            3,      1.750,   15.49,   30.32,  17.33,      0.875,   15.47,   15.18,  17.35,     1.750,   14.62,   32.14,  18.37
            4,      2.250,   15.83,   38.16,  16.96,      1.125,   15.84,   19.07,  16.95,     2.250,   15.55,   38.83,  17.26
            6,      3.250,   16.95,   51.48,  15.84,      1.625,   16.85,   25.89,  15.93,     3.250,   16.13,   54.10,  16.65
            8,      4.250,   17.50,   65.18,  15.34,      2.125,   17.51,   32.57,  15.33,     4.250,   16.31,   69.94,  16.46
           12,      6.250,   19.06,   88.02,  14.08,      3.125,   19.08,   43.97,  14.07,     6.250,   20.37,   82.37,  13.18
           16,      8.250,   21.31,  103.91,  12.60,      4.125,   21.22,   52.19,  12.65,     8.250,   25.53,   86.76,  10.52
           20,     10.250,   25.84,  106.49,  10.39,      5.125,   25.89,   53.14,  10.37,    10.250,   31.36,   87.74,   8.56
           24,     12.250,   32.30,  101.81,   8.31,      6.125,   32.17,   51.10,   8.34,    12.250,   37.31,   88.13,   7.19
           28,     14.250,   35.17,  108.75,   7.63,      7.125,   34.96,   54.71,   7.68,    14.250,   43.55,   87.84,   6.16
           32,     16.250,   39.54,  110.31,   6.79,      8.125,   39.64,   55.02,   6.77,    16.250,   48.61,   89.74,   5.52
           40,     20.250,   48.81,  111.36,   5.50,     10.125,   48.96,   55.52,   5.48,    20.250,   60.79,   89.42,   4.42
           48,     24.250,   58.90,  110.52,   4.56,     12.125,   58.88,   55.28,   4.56,    24.250,   73.20,   88.92,   3.67
           56,     28.250,   68.89,  110.08,   3.90,     14.125,   69.02,   54.94,   3.89,    28.250,   85.64,   88.55,   3.13
           64,     32.250,   79.36,  109.08,   3.38,     16.125,   79.63,   54.36,   3.37,    32.250,   98.32,   88.05,   2.73
           80,     40.250,   98.04,  110.21,   2.74,     20.125,   97.84,   55.22,   2.74,    40.250,  123.97,   87.15,   2.17
          104,     52.250,  128.74,  108.95,   2.09,     26.125,  129.19,   54.29,   2.08,    52.250,  161.77,   86.70,   1.66
          120,     60.250,  150.02,  107.81,   1.79,     30.125,  151.73,   53.30,   1.77,    60.250,  186.85,   86.56,   1.44
          128,     64.250,  162.47,  106.16,   1.65,     32.125,  162.25,   53.15,   1.65,    64.250,  199.63,   86.40,   1.34
          160,     80.250,  197.70,  108.96,   1.36,     40.125,  197.59,   54.51,   1.36,    80.250,  254.75,   84.56,   1.05
          192,     96.250,  245.03,  105.44,   1.10,     48.125,  244.39,   52.86,   1.10,    96.250,  305.15,   84.67,   0.88
          256,    128.250,  323.36,  106.47,   0.83,     64.125,  323.69,   53.18,   0.83,   128.250,  406.61,   84.67,   0.66
          320,    160.250,  408.02,  105.43,   0.66,     80.125,  406.53,   52.91,   0.66,   160.250,  508.51,   84.59,   0.53
          512,    256.250,  664.62,  103.50,   0.40,    128.125,  664.71,   51.74,   0.40,   256.250,  812.98,   84.61,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095141
