Start time: 1725094594
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.66,    4.91,  19.65,      0.125,   13.67,    2.45,  19.63,     0.250,   11.39,    5.89,  23.56
            1,      0.750,   15.03,   13.39,  17.86,      0.375,   15.04,    6.69,  17.85,     0.750,   14.23,   14.15,  18.86
            2,      1.250,   15.61,   21.50,  17.20,      0.625,   15.20,   11.03,  17.66,     1.250,   14.54,   23.08,  18.46
            3,      1.750,   15.58,   30.16,  17.23,      0.875,   15.51,   15.14,  17.31,     1.750,   14.94,   31.44,  17.97
            4,      2.250,   15.90,   37.99,  16.89,      1.125,   15.85,   19.06,  16.94,     2.250,   16.08,   37.55,  16.69
            6,      3.250,   17.20,   50.72,  15.60,      1.625,   17.30,   25.22,  15.52,     3.250,   16.38,   53.26,  16.39
            8,      4.250,   17.67,   64.55,  15.19,      2.125,   17.71,   32.21,  15.16,     4.250,   16.50,   69.13,  16.27
           12,      6.250,   19.19,   87.42,  13.99,      3.125,   19.18,   43.73,  13.99,     6.250,   20.47,   81.95,  13.11
           16,      8.250,   21.37,  103.61,  12.56,      4.125,   21.11,   52.45,  12.71,     8.250,   25.34,   87.39,  10.59
           20,     10.250,   25.88,  106.31,  10.37,      5.125,   25.93,   53.06,  10.35,    10.250,   31.41,   87.60,   8.55
           24,     12.250,   32.35,  101.64,   8.30,      6.125,   32.24,   50.99,   8.33,    12.250,   37.31,   88.13,   7.19
           28,     14.250,   35.23,  108.59,   7.62,      7.125,   34.98,   54.67,   7.67,    14.250,   43.44,   88.05,   6.18
           32,     16.250,   39.61,  110.12,   6.78,      8.125,   39.63,   55.04,   6.77,    16.250,   48.68,   89.61,   5.51
           40,     20.250,   48.87,  111.23,   5.49,     10.125,   48.97,   55.50,   5.48,    20.250,   60.91,   89.25,   4.41
           48,     24.250,   58.82,  110.67,   4.56,     12.125,   58.82,   55.33,   4.56,    24.250,   73.32,   88.78,   3.66
           56,     28.250,   69.06,  109.81,   3.89,     14.125,   69.08,   54.89,   3.89,    28.250,   85.71,   88.48,   3.13
           64,     32.250,   79.48,  108.93,   3.38,     16.125,   79.56,   54.41,   3.37,    32.250,   98.48,   87.91,   2.73
           80,     40.250,   98.13,  110.10,   2.74,     20.125,   97.81,   55.23,   2.74,    40.250,  124.16,   87.02,   2.16
          104,     52.250,  128.82,  108.88,   2.08,     26.125,  129.18,   54.29,   2.08,    52.250,  161.94,   86.61,   1.66
          120,     60.250,  150.03,  107.80,   1.79,     30.125,  151.94,   53.22,   1.77,    60.250,  187.06,   86.46,   1.44
          128,     64.250,  162.71,  106.00,   1.65,     32.125,  162.38,   53.11,   1.65,    64.250,  199.67,   86.38,   1.34
          160,     80.250,  197.95,  108.83,   1.36,     40.125,  197.72,   54.48,   1.36,    80.250,  255.00,   84.48,   1.05
          192,     96.250,  245.36,  105.30,   1.09,     48.125,  244.65,   52.80,   1.10,    96.250,  305.24,   84.64,   0.88
          256,    128.250,  323.25,  106.50,   0.83,     64.125,  323.98,   53.13,   0.83,   128.250,  406.54,   84.68,   0.66
          320,    160.250,  407.34,  105.60,   0.66,     80.125,  405.97,   52.98,   0.66,   160.250,  508.37,   84.62,   0.53
          512,    256.250,  665.32,  103.39,   0.40,    128.125,  665.19,   51.70,   0.40,   256.250,  813.38,   84.57,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094869
