Start time: 1725095419
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.46,    4.99,  19.94,      0.125,   13.46,    2.49,  19.94,     0.250,   11.34,    5.92,  23.68
            1,      0.750,   14.81,   13.59,  18.12,      0.375,   14.82,    6.79,  18.12,     0.750,   13.98,   14.40,  19.20
            2,      1.250,   15.06,   22.28,  17.83,      0.625,   15.00,   11.19,  17.90,     1.250,   14.26,   23.53,  18.82
            3,      1.750,   15.36,   30.59,  17.48,      0.875,   15.34,   15.31,  17.50,     1.750,   14.60,   32.18,  18.39
            4,      2.250,   15.77,   38.30,  17.02,      1.125,   15.73,   19.20,  17.06,     2.250,   15.54,   38.86,  17.27
            6,      3.250,   16.78,   51.99,  16.00,      1.625,   16.75,   26.04,  16.03,     3.250,   15.88,   54.96,  16.91
            8,      4.250,   17.41,   65.54,  15.42,      2.125,   17.38,   32.82,  15.45,     4.250,   16.29,   70.02,  16.47
           12,      6.250,   19.11,   87.82,  14.05,      3.125,   19.09,   43.94,  14.06,     6.250,   20.35,   82.44,  13.19
           16,      8.250,   21.28,  104.09,  12.62,      4.125,   21.25,   52.11,  12.63,     8.250,   25.51,   86.80,  10.52
           20,     10.250,   25.86,  106.39,  10.38,      5.125,   25.94,   53.03,  10.35,    10.250,   31.34,   87.79,   8.56
           24,     12.250,   32.24,  102.00,   8.33,      6.125,   32.22,   51.04,   8.33,    12.250,   37.32,   88.12,   7.19
           28,     14.250,   35.24,  108.56,   7.62,      7.125,   35.02,   54.61,   7.66,    14.250,   43.54,   87.86,   6.17
           32,     16.250,   39.59,  110.18,   6.78,      8.125,   39.58,   55.11,   6.78,    16.250,   48.62,   89.71,   5.52
           40,     20.250,   48.88,  111.21,   5.49,     10.125,   48.85,   55.64,   5.50,    20.250,   60.90,   89.26,   4.41
           48,     24.250,   58.74,  110.82,   4.57,     12.125,   58.69,   55.46,   4.57,    24.250,   73.16,   88.97,   3.67
           56,     28.250,   68.86,  110.13,   3.90,     14.125,   68.98,   54.97,   3.89,    28.250,   85.57,   88.62,   3.14
           64,     32.250,   79.33,  109.13,   3.38,     16.125,   79.50,   54.45,   3.38,    32.250,   98.37,   88.00,   2.73
           80,     40.250,   97.96,  110.30,   2.74,     20.125,   97.77,   55.26,   2.75,    40.250,  123.83,   87.25,   2.17
          104,     52.250,  128.82,  108.88,   2.08,     26.125,  129.02,   54.36,   2.08,    52.250,  161.47,   86.86,   1.66
          120,     60.250,  150.05,  107.79,   1.79,     30.125,  151.76,   53.28,   1.77,    60.250,  186.87,   86.55,   1.44
          128,     64.250,  162.56,  106.10,   1.65,     32.125,  162.33,   53.12,   1.65,    64.250,  199.59,   86.41,   1.34
          160,     80.250,  197.87,  108.87,   1.36,     40.125,  197.44,   54.55,   1.36,    80.250,  254.59,   84.61,   1.05
          192,     96.250,  244.93,  105.49,   1.10,     48.125,  244.39,   52.86,   1.10,    96.250,  305.20,   84.65,   0.88
          256,    128.250,  323.27,  106.49,   0.83,     64.125,  323.40,   53.23,   0.83,   128.250,  406.50,   84.69,   0.66
          320,    160.250,  404.41,  106.37,   0.66,     80.125,  401.26,   53.60,   0.67,   160.250,  507.90,   84.69,   0.53
          512,    256.250,  664.03,  103.59,   0.40,    128.125,  664.32,   51.77,   0.40,   256.250,  812.44,   84.67,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095695
