Start time: 1725095161
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.84,    4.85,  19.39,      0.125,   13.86,    2.42,  19.37,     0.250,   11.78,    5.70,  22.79
            1,      0.750,   15.28,   13.17,  17.57,      0.375,   15.21,    6.62,  17.65,     0.750,   14.47,   13.91,  18.55
            2,      1.250,   15.45,   21.71,  17.37,      0.625,   15.41,   10.89,  17.42,     1.250,   14.79,   22.68,  18.15
            3,      1.750,   15.86,   29.61,  16.92,      0.875,   15.90,   14.77,  16.88,     1.750,   15.12,   31.07,  17.76
            4,      2.250,   16.26,   37.15,  16.51,      1.125,   16.18,   18.67,  16.59,     2.250,   16.34,   36.97,  16.43
            6,      3.250,   17.65,   49.44,  15.21,      1.625,   17.56,   24.84,  15.29,     3.250,   16.89,   51.67,  15.90
            8,      4.250,   18.19,   62.73,  14.76,      2.125,   18.13,   31.46,  14.81,     4.250,   16.73,   68.21,  16.05
           12,      6.250,   19.51,   85.98,  13.76,      3.125,   19.47,   43.08,  13.79,     6.250,   20.78,   80.75,  12.92
           16,      8.250,   21.67,  102.18,  12.39,      4.125,   21.58,   51.31,  12.44,     8.250,   25.94,   85.36,  10.35
           20,     10.250,   26.26,  104.79,  10.22,      5.125,   26.32,   52.26,  10.20,    10.250,   31.65,   86.93,   8.48
           24,     12.250,   32.68,  100.63,   8.22,      6.125,   32.56,   50.49,   8.24,    12.250,   37.80,   87.00,   7.10
           28,     14.250,   35.73,  107.06,   7.51,      7.125,   35.47,   53.92,   7.57,    14.250,   44.13,   86.68,   6.08
           32,     16.250,   40.18,  108.57,   6.68,      8.125,   40.21,   54.24,   6.68,    16.250,   49.42,   88.27,   5.43
           40,     20.250,   49.58,  109.65,   5.41,     10.125,   49.35,   55.07,   5.44,    20.250,   61.33,   88.63,   4.38
           48,     24.250,   59.65,  109.13,   4.50,     12.125,   59.64,   54.58,   4.50,    24.250,   74.33,   87.58,   3.61
           56,     28.250,   70.00,  108.33,   3.83,     14.125,   70.21,   54.00,   3.82,    28.250,   87.06,   87.11,   3.08
           64,     32.250,   80.19,  107.95,   3.35,     16.125,   80.66,   53.67,   3.33,    32.250,  100.06,   86.52,   2.68
           80,     40.250,   99.27,  108.85,   2.70,     20.125,   99.41,   54.35,   2.70,    40.250,  125.42,   86.14,   2.14
          104,     52.250,  130.56,  107.43,   2.06,     26.125,  130.78,   53.62,   2.05,    52.250,  164.29,   85.37,   1.63
          120,     60.250,  152.21,  106.25,   1.76,     30.125,  154.05,   52.49,   1.74,    60.250,  189.64,   85.28,   1.42
          128,     64.250,  164.91,  104.58,   1.63,     32.125,  165.06,   52.25,   1.63,    64.250,  202.99,   84.96,   1.32
          160,     80.250,  200.97,  107.19,   1.34,     40.125,  200.69,   53.67,   1.34,    80.250,  258.28,   83.41,   1.04
          192,     96.250,  248.65,  103.91,   1.08,     48.125,  248.57,   51.97,   1.08,    96.250,  309.42,   83.50,   0.87
          256,    128.250,  328.04,  104.95,   0.82,     64.125,  328.49,   52.40,   0.82,   128.250,  412.60,   83.44,   0.65
          320,    160.250,  411.60,  104.51,   0.65,     80.125,  409.12,   52.57,   0.66,   160.250,  515.20,   83.49,   0.52
          512,    256.250,  674.34,  102.01,   0.40,    128.125,  674.66,   50.98,   0.40,   256.250,  824.79,   83.40,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725095440
