Start time: 1725094597
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   14.12,    4.75,  19.01,      0.125,   14.08,    2.38,  19.06,     0.250,   11.74,    5.71,  22.86
            1,      0.750,   15.24,   13.21,  17.62,      0.375,   15.22,    6.61,  17.64,     0.750,   14.66,   13.73,  18.31
            2,      1.250,   15.61,   21.49,  17.19,      0.625,   15.38,   10.91,  17.46,     1.250,   14.85,   22.59,  18.07
            3,      1.750,   15.77,   29.79,  17.02,      0.875,   15.82,   14.85,  16.97,     1.750,   15.20,   30.90,  17.66
            4,      2.250,   16.18,   37.32,  16.59,      1.125,   16.08,   18.78,  16.69,     2.250,   15.70,   38.48,  17.10
            6,      3.250,   17.59,   49.58,  15.26,      1.625,   17.53,   24.88,  15.31,     3.250,   16.92,   51.56,  15.87
            8,      4.250,   18.18,   62.75,  14.76,      2.125,   18.16,   31.40,  14.78,     4.250,   16.79,   67.96,  15.99
           12,      6.250,   19.60,   85.60,  13.70,      3.125,   19.52,   42.98,  13.75,     6.250,   20.82,   80.57,  12.89
           16,      8.250,   21.72,  101.95,  12.36,      4.125,   21.71,   50.99,  12.36,     8.250,   25.90,   85.50,  10.36
           20,     10.250,   26.25,  104.81,  10.23,      5.125,   26.40,   52.12,  10.17,    10.250,   31.90,   86.25,   8.41
           24,     12.250,   32.55,  101.03,   8.25,      6.125,   32.57,   50.48,   8.24,    12.250,   37.60,   87.46,   7.14
           28,     14.250,   35.49,  107.77,   7.56,      7.125,   35.22,   54.30,   7.62,    14.250,   44.18,   86.58,   6.08
           32,     16.250,   40.13,  108.69,   6.69,      8.125,   40.13,   54.35,   6.69,    16.250,   49.42,   88.26,   5.43
           40,     20.250,   49.60,  109.58,   5.41,     10.125,   49.63,   54.77,   5.41,    20.250,   61.38,   88.56,   4.37
           48,     24.250,   59.21,  109.94,   4.53,     12.125,   59.18,   55.00,   4.54,    24.250,   74.37,   87.53,   3.61
           56,     28.250,   70.08,  108.21,   3.83,     14.125,   69.88,   54.26,   3.84,    28.250,   86.98,   87.18,   3.09
           64,     32.250,   80.05,  108.15,   3.35,     16.125,   80.16,   54.00,   3.35,    32.250,   99.86,   86.69,   2.69
           80,     40.250,   99.24,  108.87,   2.70,     20.125,   99.31,   54.40,   2.70,    40.250,  124.83,   86.55,   2.15
          104,     52.250,  130.49,  107.49,   2.06,     26.125,  130.91,   53.57,   2.05,    52.250,  162.89,   86.11,   1.65
          120,     60.250,  151.89,  106.48,   1.77,     30.125,  153.52,   52.68,   1.75,    60.250,  188.26,   85.91,   1.43
          128,     64.250,  164.58,  104.79,   1.63,     32.125,  164.76,   52.34,   1.63,    64.250,  201.28,   85.69,   1.33
          160,     80.250,  200.79,  107.29,   1.34,     40.125,  199.09,   54.10,   1.35,    80.250,  257.08,   83.80,   1.04
          192,     96.250,  247.07,  104.57,   1.09,     48.125,  248.16,   52.06,   1.08,    96.250,  307.97,   83.89,   0.87
          256,    128.250,  325.55,  105.75,   0.82,     64.125,  327.09,   52.63,   0.82,   128.250,  410.50,   83.87,   0.65
          320,    160.250,  408.54,  105.29,   0.66,     80.125,  405.31,   53.07,   0.66,   160.250,  512.95,   83.86,   0.52
          512,    256.250,  669.59,  102.73,   0.40,    128.125,  669.32,   51.39,   0.40,   256.250,  818.38,   84.05,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094876
