Start time: 1725094317
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.58,    4.94,  19.77,      0.125,   13.59,    2.47,  19.75,     0.250,   11.27,    5.96,  23.83
            1,      0.750,   15.00,   13.43,  17.90,      0.375,   15.07,    6.68,  17.81,     0.750,   14.16,   14.22,  18.96
            2,      1.250,   15.44,   21.73,  17.38,      0.625,   15.53,   10.80,  17.28,     1.250,   14.39,   23.32,  18.66
            3,      1.750,   15.82,   29.69,  16.97,      0.875,   15.80,   14.86,  16.98,     1.750,   15.06,   31.18,  17.82
            4,      2.250,   16.18,   37.32,  16.59,      1.125,   16.18,   18.67,  16.59,     2.250,   15.73,   38.40,  17.07
            6,      3.250,   16.99,   51.34,  15.80,      1.625,   16.91,   25.79,  15.87,     3.250,   16.05,   54.37,  16.73
            8,      4.250,   17.60,   64.84,  15.26,      2.125,   17.45,   32.68,  15.38,     4.250,   16.43,   69.45,  16.34
           12,      6.250,   19.26,   87.09,  13.93,      3.125,   19.05,   44.03,  14.09,     6.250,   20.50,   81.83,  13.09
           16,      8.250,   21.42,  103.38,  12.53,      4.125,   21.47,   51.56,  12.50,     8.250,   25.74,   86.04,  10.43
           20,     10.250,   25.97,  105.93,  10.33,      5.125,   26.04,   52.83,  10.31,    10.250,   31.70,   86.80,   8.47
           24,     12.250,   32.75,  100.40,   8.20,      6.125,   32.69,   50.30,   8.21,    12.250,   37.67,   87.29,   7.13
           28,     14.250,   35.62,  107.40,   7.54,      7.125,   35.49,   53.89,   7.56,    14.250,   44.27,   86.41,   6.06
           32,     16.250,   40.18,  108.56,   6.68,      8.125,   40.11,   54.38,   6.69,    16.250,   49.39,   88.32,   5.44
           40,     20.250,   49.64,  109.51,   5.41,     10.125,   49.60,   54.79,   5.41,    20.250,   61.10,   88.96,   4.39
           48,     24.250,   59.49,  109.42,   4.51,     12.125,   59.56,   54.64,   4.51,    24.250,   74.07,   87.88,   3.62
           56,     28.250,   69.76,  108.70,   3.85,     14.125,   69.91,   54.24,   3.84,    28.250,   86.28,   87.90,   3.11
           64,     32.250,   80.51,  107.53,   3.33,     16.125,   80.67,   53.66,   3.33,    32.250,   98.89,   87.54,   2.71
           80,     40.250,   99.36,  108.74,   2.70,     20.125,   99.26,   54.43,   2.70,    40.250,  125.98,   85.76,   2.13
          104,     52.250,  130.51,  107.47,   2.06,     26.125,  130.24,   53.84,   2.06,    52.250,  163.54,   85.77,   1.64
          120,     60.250,  151.73,  106.59,   1.77,     30.125,  153.81,   52.58,   1.75,    60.250,  188.96,   85.59,   1.42
          128,     64.250,  164.44,  104.88,   1.63,     32.125,  164.68,   52.36,   1.63,    64.250,  201.41,   85.63,   1.33
          160,     80.250,  200.21,  107.60,   1.34,     40.125,  200.05,   53.84,   1.34,    80.250,  258.31,   83.40,   1.04
          192,     96.250,  247.65,  104.33,   1.08,     48.125,  247.16,   52.27,   1.09,    96.250,  308.61,   83.72,   0.87
          256,    128.250,  327.39,  105.15,   0.82,     64.125,  326.92,   52.65,   0.82,   128.250,  410.87,   83.79,   0.65
          320,    160.250,  412.97,  104.16,   0.65,     80.125,  412.31,   52.17,   0.65,   160.250,  513.89,   83.71,   0.52
          512,    256.250,  671.55,  102.43,   0.40,    128.125,  673.55,   51.06,   0.40,   256.250,  821.13,   83.77,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725094597
