Date,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,Cost ($),Discounts ($),Promotions and others ($),Unrounded subtotal ($),Subtotal ($)
2024-08-29,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,"5,077.693",gibibyte hour,21.51,0.00,0.00,21.514172,21.51
2024-08-29,Compute Engine,6F81-5844-456A,Balanced PD Capacity,6AE1-525F-8B80,22.238,gibibyte month,2.22,0.00,0.00,2.223760,2.22
2024-08-29,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,4.526,gibibyte month,0.23,0.00,0.00,0.226281,0.23
2024-08-29,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,42.305,hour,0.21,0.00,0.00,0.211512,0.21
2024-08-29,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,0.392,gibibyte,0.20,0.00,0.00,0.196217,0.20
2024-08-29,Compute Engine,6F81-5844-456A,Storage Machine Image in US,B6B2-44BB-2476,2.411,gibibyte month,0.12,0.00,0.00,0.120547,0.12
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Americas,F274-1692-F213,0.457,gibibyte,0.05,0.00,0.00,0.054788,0.05
2024-08-29,Cloud Monitoring,58CD-E7C3-72CA,Prometheus Samples Ingested,A4E4-DF03-CDB6,"897,643",Samples,0.05,0.00,0.00,0.053835,0.05
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Las Vegas,ACC0-9F23-6029,0.026,gibibyte,0.00,0.00,0.00,0.000523,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Virginia,C863-37DA-506E,0,gibibyte,0.00,0.00,0.00,0.000001,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to South America,03A5-1B2A-3485,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Africa,11D6-3D11-8E77,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,39.75,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer Out,14F9-7705-2FD4,"3,326.377",gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to Americas,1CFF-8100-5F11,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Sydney,1D3E-3C54-0FA7,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Americas,1E55-5CEB-2AB1,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
