Date,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,Cost ($),Discounts ($),Promotions and others ($),Unrounded subtotal ($),Subtotal ($)
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Zurich to Americas,23F1-7159-60E3,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Americas,2F99-3A90-373B,0.002,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Las Vegas to Americas,3606-CAF7-7ACF,0.032,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Apac(Excluding Korea and Indonesia),378D-6896-1041,0.002,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (RAM cost),3D41-4308-45C0,"5,076.567",gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Mumbai,4120-E8FB-841B,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - Americas Based,427E-B4F2-B5CF,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Hong Kong to Americas,4B24-F362-2296,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (GPU cost),50F7-CAB7-DB8D,334.743,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Virginia to Americas,587F-0E36-6A26,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to Americas,5D89-42F2-7725,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (RAM cost),5DEA-D962-E5F8,"5,076.567",gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (CPU cost),6934-30E8-A65F,"1,353.751",hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to London,7618-3912-3F75,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Seoul to Americas,7708-0869-D509,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Australia to Americas,773D-F52D-63CD,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (CPU cost),7927-E3EC-DBBC,42.305,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Hong Kong,7EDC-324D-8320,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to Americas,8687-6D6B-5B8B,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Finland,878C-B028-AAFE,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (CPU cost),8835-C41E-B3EA,"1,353.751",hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from EMEA to Americas,8E2F-8EE0-E9FD,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mumbai to Americas,90C1-86D9-BD3F,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Americas to Americas,92CB-C25F-B1D1,1.93,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Americas,93F4-2190-D5EF,0.002,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - Americas Based,984A-1F27-2D1F,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer In,9C76-A3FB-C60A,"3,342.52",gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Middle East,A6C3-31B5-6D26,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (CPU cost),ABD6-FF7B-A404,42.305,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (RAM cost),B0B5-6E19-13AE,"5,076.567",gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Sao Paulo,B62C-9514-EC43,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Zurich,B9A0-D107-024E,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to Americas,C1BB-5F08-C60D,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (CPU cost),C268-6D50-D598,42.305,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Netherlands,C2F8-6C2C-1847,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Americas,C4A4-76CD-56D0,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Americas,C8EA-1A86-3D28,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to Americas,CD2E-8A37-FA48,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to EMEA,D011-1819-740D,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer In,D0CC-50DF-59D2,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (GPU cost),D307-D26E-76BC,334.743,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Finland to Americas,D72A-E5E4-973E,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (CPU cost),DA21-2385-9025,"1,353.751",hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to EMEA,DFA5-B5C6-36D6,0.002,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Seoul,E600-FADE-52E5,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Americas,E926-D07C-E1A4,522.151,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),ECCC-9EE4-AEE4,42.305,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Americas,EF89-EF79-A587,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (RAM cost),F239-15CB-5B98,"5,076.567",gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,"1,353.751",hour,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Australia,FDBC-6E3B-D4D8,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Kubernetes Engine,CCD8-9BF1-090E,Zonal Kubernetes Clusters,6B92-A835-08AB,7.606,hour,0.76,-0.76,0.00,0.000000,0.00
2024-08-29,Networking,E505-1604-58F8,Network Private Service Connect Google Managed Service GKE Consumer Data Processing Primary,11AD-2790-7C4B,1.301,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Networking,E505-1604-58F8,Networking Service Directory Integrated Resource,50F4-D7E5-3682,0.047,month,0.00,0.00,0.00,0.000000,0.00
2024-08-29,Networking,E505-1604-58F8,Networking Private Service Connect Partner Select End Point,6882-BFB0-B7E5,6.954,hour,0.07,-0.07,0.00,0.000000,0.00
2024-08-29,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,76,count,0.08,-0.08,0.00,0.000000,0.00
2024-08-29,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,76,count,0.06,-0.06,0.00,0.000000,0.00
2024-08-29,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,76,count,0.08,-0.08,0.00,0.000000,0.00
2024-08-28,Compute Engine,6F81-5844-456A,Balanced PD Capacity,6AE1-525F-8B80,16.516,gibibyte month,1.65,0.00,0.00,1.651586,1.65
2024-08-28,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,4.526,gibibyte month,0.23,0.00,0.00,0.226278,0.23
2024-08-28,Compute Engine,6F81-5844-456A,Storage Machine Image in US,B6B2-44BB-2476,2.411,gibibyte month,0.12,0.00,0.00,0.120550,0.12
2024-08-28,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-28,Networking,E505-1604-58F8,Networking Service Directory Integrated Resource,50F4-D7E5-3682,0.032,month,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,C2D AMD Instance Core running in Americas,5E86-72F2-5688,"190,872.235",hour,5642.76,0.00,0.00,5642.755854,5642.76
2024-08-27,Compute Engine,6F81-5844-456A,C2D AMD Instance Ram running in Americas,C79B-C925-A9B9,"763,489.341",gibibyte hour,3022.65,0.00,0.00,3022.654274,3022.65
2024-08-27,Compute Engine,6F81-5844-456A,Nvidia Tesla V100 GPU running in Americas,DC0B-9926-40C5,63.666,hour,157.89,0.00,0.00,157.891266,157.89
2024-08-27,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,593.708,gibibyte month,23.75,0.00,0.00,23.748298,23.75
2024-08-27,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,254.67,hour,8.05,0.00,0.00,8.050364,8.05
2024-08-27,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,955.019,gibibyte hour,4.05,0.00,0.00,4.046413,4.05
2024-08-27,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,39.197,gibibyte,2.56,0.00,0.00,2.556781,2.56
2024-08-27,Compute Engine,6F81-5844-456A,Balanced PD Capacity,6AE1-525F-8B80,17.586,gibibyte month,1.76,0.00,0.00,1.758554,1.76
2024-08-27,Networking,E505-1604-58F8,Networking Cloud Nat Data Processing,015F-5732-FFF0,25.72,gibibyte,1.16,0.00,0.00,1.157381,1.16
2024-08-27,Compute Engine,6F81-5844-456A,E2 Instance Core running in Americas,CF4E-A0C7-E3BF,42.432,hour,0.93,0.00,0.00,0.925488,0.93
2024-08-27,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,169.729,gibibyte hour,0.50,0.00,0.00,0.496194,0.50
2024-08-27,Networking,E505-1604-58F8,Networking Cloud Nat Gateway Uptime,32E2-4EFC-EF9F,320.929,hour,0.45,0.00,0.00,0.449287,0.45
2024-08-27,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,4.526,gibibyte month,0.23,0.00,0.00,0.226275,0.23
2024-08-27,Compute Engine,6F81-5844-456A,Storage Machine Image in US,B6B2-44BB-2476,2.411,gibibyte month,0.12,0.00,0.00,0.120545,0.12
2024-08-27,Networking,E505-1604-58F8,Networking Cloud NAT IP Usage,8515-9425-D2CE,10.142,hour,0.05,0.00,0.00,0.050698,0.05
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Americas,F274-1692-F213,0.411,gibibyte,0.05,0.00,0.00,0.049286,0.05
2024-08-27,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,7.957,hour,0.04,0.00,0.00,0.039782,0.04
2024-08-27,Cloud Monitoring,58CD-E7C3-72CA,Prometheus Samples Ingested,A4E4-DF03-CDB6,"178,083",Samples,0.01,0.00,0.00,0.010681,0.01
2024-08-27,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - Americas Based,984A-1F27-2D1F,0,gibibyte,0.00,0.00,0.00,0.000009,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to South America,03A5-1B2A-3485,0.001,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Africa,11D6-3D11-8E77,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,84.47,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer Out,14F9-7705-2FD4,"145,832.524",gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to Americas,1B9B-60EB-AF3D,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to Americas,1CFF-8100-5F11,0.237,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Americas,1E55-5CEB-2AB1,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Americas,2F99-3A90-373B,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Apac(Excluding Korea and Indonesia),378D-6896-1041,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (RAM cost),3D41-4308-45C0,954.8,gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Mumbai,4120-E8FB-841B,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - Americas Based,427E-B4F2-B5CF,0.126,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (GPU cost),50F7-CAB7-DB8D,63.653,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Virginia to Americas,587F-0E36-6A26,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Rocky Linux 8 Optimized for GCP,5919-9FCA-ACA7,"1,714.69",hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (RAM cost),5DEA-D962-E5F8,954.8,gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Montreal,5E0D-5F20-E67E,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (CPU cost),6934-30E8-A65F,254.613,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to London,7618-3912-3F75,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Australia to Americas,773D-F52D-63CD,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (CPU cost),7927-E3EC-DBBC,7.957,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Japan to Americas,8497-0F70-3439,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to Americas,8687-6D6B-5B8B,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Finland,878C-B028-AAFE,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (CPU cost),8835-C41E-B3EA,254.613,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mumbai to Americas,90C1-86D9-BD3F,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Americas to Americas,92CB-C25F-B1D1,0.679,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Americas,93F4-2190-D5EF,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer In,9C76-A3FB-C60A,"145,829.399",gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Middle East,A6C3-31B5-6D26,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (CPU cost),ABD6-FF7B-A404,7.957,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (RAM cost),B0B5-6E19-13AE,954.8,gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (CPU cost),C268-6D50-D598,7.957,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Americas,C4A4-76CD-56D0,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Virginia,C863-37DA-506E,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Americas,C8EA-1A86-3D28,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (GPU cost),D307-D26E-76BC,63.653,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Finland to Americas,D72A-E5E4-973E,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (CPU cost),DA21-2385-9025,254.613,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Japan,DE89-F11A-D163,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to EMEA,DFA5-B5C6-36D6,0.001,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Americas,E926-D07C-E1A4,76.927,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),ECCC-9EE4-AEE4,7.957,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Americas,EF89-EF79-A587,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Singapore to Americas,F208-E30F-07D3,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (RAM cost),F239-15CB-5B98,954.8,gibibyte hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,254.613,hour,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Singapore,FAD1-829C-5E63,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Australia,FDBC-6E3B-D4D8,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Kubernetes Engine,CCD8-9BF1-090E,Zonal Kubernetes Clusters,6B92-A835-08AB,1.058,hour,0.11,-0.11,0.00,0.000000,0.00
2024-08-27,Networking,E505-1604-58F8,Network Private Service Connect Google Managed Service GKE Consumer Data Processing Primary,11AD-2790-7C4B,0.209,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Networking,E505-1604-58F8,Networking Service Directory Integrated Resource,50F4-D7E5-3682,0.035,month,0.00,0.00,0.00,0.000000,0.00
2024-08-27,Networking,E505-1604-58F8,Networking Private Service Connect Partner Select End Point,6882-BFB0-B7E5,1.008,hour,0.01,-0.01,0.00,0.000000,0.00
2024-08-27,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,"2,639",count,2.90,-2.90,0.00,0.000000,0.00
2024-08-27,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,"2,639",count,2.11,-2.11,0.00,0.000000,0.00
2024-08-27,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,"2,639",count,2.90,-2.90,0.00,0.000000,0.00
2024-08-26,Compute Engine,6F81-5844-456A,C2D AMD Instance Core running in Americas,5E86-72F2-5688,"37,032.189",hour,1094.78,0.00,0.00,1094.782586,1094.78
2024-08-26,Compute Engine,6F81-5844-456A,C2D AMD Instance Ram running in Americas,C79B-C925-A9B9,"148,128.826",gibibyte hour,586.44,0.00,0.00,586.442008,586.44
2024-08-26,Compute Engine,6F81-5844-456A,Nvidia Tesla V100 GPU running in Americas,DC0B-9926-40C5,84.345,hour,209.17,0.00,0.00,209.174907,209.17
2024-08-26,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,337.393,hour,10.67,0.00,0.00,10.665337,10.67
2024-08-26,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,"1,265.234",gibibyte hour,5.36,0.00,0.00,5.360792,5.36
2024-08-26,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,117.19,gibibyte month,4.44,0.00,0.00,4.438848,4.44
2024-08-26,Compute Engine,6F81-5844-456A,Balanced PD Capacity,6AE1-525F-8B80,19.39,gibibyte month,1.94,0.00,0.00,1.939019,1.94
2024-08-26,Compute Engine,6F81-5844-456A,E2 Instance Core running in Americas,CF4E-A0C7-E3BF,27.999,hour,0.61,0.00,0.00,0.610694,0.61
2024-08-26,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Americas,F274-1692-F213,3.296,gibibyte,0.40,0.00,0.00,0.395531,0.40
2024-08-26,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,111.998,gibibyte hour,0.33,0.00,0.00,0.327420,0.33
2024-08-26,Networking,E505-1604-58F8,Networking Cloud Nat Gateway Uptime,32E2-4EFC-EF9F,218.444,hour,0.31,0.00,0.00,0.305812,0.31
2024-08-26,Networking,E505-1604-58F8,Networking Cloud Nat Data Processing,015F-5732-FFF0,4.765,gibibyte,0.21,0.00,0.00,0.214408,0.21
2024-08-26,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,3.637,gibibyte month,0.18,0.00,0.00,0.181811,0.18
2024-08-26,Compute Engine,6F81-5844-456A,Storage Machine Image in US,B6B2-44BB-2476,2.411,gibibyte month,0.12,0.00,0.00,0.120548,0.12
2024-08-26,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,14.858,hour,0.07,0.00,0.00,0.074281,0.07
2024-08-26,Networking,E505-1604-58F8,Networking Cloud NAT IP Usage,8515-9425-D2CE,6.886,hour,0.03,0.00,0.00,0.034423,0.03
2024-08-26,Cloud Monitoring,58CD-E7C3-72CA,Prometheus Samples Ingested,A4E4-DF03-CDB6,"214,533",Samples,0.01,0.00,0.00,0.012866,0.01
2024-08-26,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,4.263,gibibyte,0.00,0.00,0.00,0.000000,0.00
2024-08-26,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to South America,03A5-1B2A-3485,0,gibibyte,0.00,0.00,0.00,0.000000,0.00
