,,,,
Spend by 'Additional Info' ,Month,,,
Row Labels,8,9,(empty),Total Result
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_124"",""ContainerId"":""a804e04b-5abe-46fd-9167-fbfce6a05f3b"",""NodeId"":""4b07afc6-c89a-1af8-d4c4-e5fbcb80e5f4""}",,2.19672918319702E-08,,2.19672918319702E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_125"",""ContainerId"":""8a598915-9333-4594-ae98-642bc4121ec2"",""NodeId"":""a1ba482b-b769-4ebd-3cb0-5f520e5e19d2""}",,3.62460315227508E-08,,3.62460315227508E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_126"",""ContainerId"":""056dd602-71f9-48cc-b50d-93f936cc5962"",""NodeId"":""f5818565-10f0-3f21-d001-7350f95a6cca""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_127"",""ContainerId"":""79d6e63f-fc43-4b04-a542-d5a218e63493"",""NodeId"":""e056914c-5f1e-c464-0bd1-9783627bbaed""}",,2.30656564235687E-08,,2.30656564235687E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_128"",""ContainerId"":""a596b12b-e4ad-4bbf-8adb-db715f3056cc"",""NodeId"":""35757a87-7849-2c42-1693-2ddca7569870""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_129"",""ContainerId"":""0d7734eb-c0ed-44df-9552-dc2b7fe17d68"",""NodeId"":""05061526-79df-bb1d-3104-c84a812c4a3d""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_13"",""ContainerId"":""8004dec3-2109-4bf9-899e-b719f9e85c61"",""NodeId"":""ef888495-d14c-1b67-c6d0-1ebd07f811c7""}",,1.31803750991821E-08,,1.31803750991821E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_130"",""ContainerId"":""a5daae66-1646-4f3b-aecb-2518c484f86b"",""NodeId"":""f356f0da-0f32-6c7c-87fc-bd6e198cae65""}",,2.30656564235687E-08,,2.30656564235687E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_131"",""ContainerId"":""9c08e503-6c06-4364-b40a-f82c35694592"",""NodeId"":""c9b3eb04-cdd5-71a2-436c-761bc9ece335""}",,2.74591147899627E-08,,2.74591147899627E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_132"",""ContainerId"":""eed9ba0c-4497-4183-9525-21656b051b45"",""NodeId"":""437c1963-6ef2-2a6b-6f99-e8bc5ed8a657""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_133"",""ContainerId"":""f5756aa1-7e1d-47bd-bd81-e326df0e7a7a"",""NodeId"":""39d86ef7-bce3-6812-2496-71ac963267bb""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_134"",""ContainerId"":""5a848d15-1302-4d8c-96c9-6895236e67a0"",""NodeId"":""b471f16a-9a7f-934d-53fc-9572803013e4""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_135"",""ContainerId"":""b1ac93ae-78dd-435a-b6cd-d6c298967cfd"",""NodeId"":""4718478d-9d70-bba5-f388-ab46581e01f8""}",,2.74591147899627E-08,,2.74591147899627E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_136"",""ContainerId"":""f1b9f4a7-4a07-41ef-a252-4b76dbc8f38f"",""NodeId"":""f88bc7e0-d158-63bb-5aee-9ead59fc4479""}",,2.63607501983643E-08,,2.63607501983643E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_137"",""ContainerId"":""b6598bad-b37d-4a31-a181-0abcbaf8f57c"",""NodeId"":""877aed18-5f18-e1fa-612f-0074b48a8ce5""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_138"",""ContainerId"":""5de52f0a-bbe7-4ae7-9121-d4b0159d5202"",""NodeId"":""c7da3e42-8856-4612-14b0-83ab7cef92fe""}",,1.64754688739776E-08,,1.64754688739776E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_139"",""ContainerId"":""b9507ea5-f74d-4805-992e-5c13dc2c2d76"",""NodeId"":""38653b6e-66a4-0da5-1b4a-d6939860e502""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_14"",""ContainerId"":""a2d5be21-a8e1-464b-989e-8612a24f0bc7"",""NodeId"":""b7a2743c-3b07-c9a3-f225-2745ec5ddcb0""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_140"",""ContainerId"":""36e38f8e-9fc0-4e2a-825e-26b2c7980e8a"",""NodeId"":""270e46be-7b97-a391-33ff-e5b4fe4a7148""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_141"",""ContainerId"":""7f3b9a77-548b-41bc-8580-f73623576ff6"",""NodeId"":""2668bc7f-e611-3db5-8ace-91573035ff56""}",,1.64754688739776E-08,,1.64754688739776E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_142"",""ContainerId"":""ec6c70ac-c87b-49c3-80a8-d6ecebd40cf1"",""NodeId"":""b23c4dba-1e9a-0b42-24cb-c4614f526fea""}",,2.74591147899627E-08,,2.74591147899627E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_143"",""ContainerId"":""dbdb69ec-328b-4e49-8b73-b75fea399505"",""NodeId"":""8dd81b55-307e-51dc-dd2f-e84672049e8f""}",,1.31803750991821E-08,,1.31803750991821E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_144"",""ContainerId"":""47758c53-fc42-409b-ab29-615a6d6b7682"",""NodeId"":""e9dd9556-97a4-61d8-04a8-c12c10bb2d80""}",,1.53771042823791E-08,,1.53771042823791E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_145"",""ContainerId"":""958b0604-25c2-45b0-a185-34c1ef19ed56"",""NodeId"":""a99433b6-ccab-f004-4b88-0ed790b6a461""}",,2.85574793815612E-08,,2.85574793815612E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_146"",""ContainerId"":""01917cfe-3f28-4c76-ae4e-a2494f261e0e"",""NodeId"":""5189a130-766c-0146-3d72-dd023bcea9e0""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_147"",""ContainerId"":""6209428c-c037-47b2-9824-09e3a600e60b"",""NodeId"":""838176f6-acc4-1b26-405e-91eb290c5227""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_148"",""ContainerId"":""4403419f-52cb-4d3e-8c3b-994131c27d55"",""NodeId"":""e2dbae5f-3780-871c-2371-2f227fc39e38""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_149"",""ContainerId"":""4964dd42-2282-4799-a5b2-40a49deb7c2d"",""NodeId"":""42ce1278-eae3-c8c7-1cfe-05f687224a27""}",,2.52623856067657E-08,,2.52623856067657E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_15"",""ContainerId"":""43f5baf4-2385-44bd-91b6-55bcf1fd98f2"",""NodeId"":""51479a70-398d-7d87-a2eb-3deef75e13e3""}",,1.0983645915985E-08,,1.0983645915985E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_150"",""ContainerId"":""a5a12333-f76b-487d-ae70-7a943d4d3ed5"",""NodeId"":""eeeead5b-0ea8-3689-60c2-47635261bc73""}",,1.31803750991821E-08,,1.31803750991821E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_151"",""ContainerId"":""d40c6241-1e3f-41f6-b565-9ddd4eb2a8d6"",""NodeId"":""e790545c-abbe-07fa-b5a6-8f35f480cf8a""}",,7.68855214118957E-09,,7.68855214118957E-09
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_152"",""ContainerId"":""876baf16-4ad3-4882-adde-27e83dcea603"",""NodeId"":""0a12c801-1191-9cdb-5bc9-ea764f57d014""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_153"",""ContainerId"":""18c2c592-1bf4-4c5b-9e30-a83fa3233bbd"",""NodeId"":""55cc3bf5-0bde-aff1-869b-b951aa170ab4""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_154"",""ContainerId"":""11714eb6-13a5-4cab-b108-019fa1bb4d09"",""NodeId"":""7af481d9-2312-eb1e-23dc-78cb38fe063d""}",,2.63607501983643E-08,,2.63607501983643E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_155"",""ContainerId"":""2ad0f819-c1bc-46a5-9e5d-1b735c2a05a8"",""NodeId"":""cd3cdc90-8765-6226-010b-7c55a36788e9""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_156"",""ContainerId"":""524c527b-8fba-4aac-92c2-4255a0db1092"",""NodeId"":""c02755b8-9b4f-c333-d6cf-a4e078fd669a""}",,1.20820105075835E-08,,1.20820105075835E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_157"",""ContainerId"":""63f51130-b308-4179-a05c-b1d1091521a3"",""NodeId"":""8ead1631-ffba-bf19-c0a1-eab856cbae6f""}",,2.30656564235687E-08,,2.30656564235687E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_158"",""ContainerId"":""13ebae41-b604-444b-a1d7-b18386ff5e01"",""NodeId"":""50463e39-aadf-6eaf-ba44-6a6a3925ad4b""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_159"",""ContainerId"":""8c67b7ae-7bf7-43a0-bf4c-bb5ecbfc8d88"",""NodeId"":""d1cb0a79-35e9-64ca-a8a3-b45461951dcd""}",,1.31803750991821E-08,,1.31803750991821E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_16"",""ContainerId"":""8ddd60e5-574f-4ae8-aebc-ddc7905ff492"",""NodeId"":""6f4a0731-5e45-a3ba-7fb5-1343453f031b""}",,1.0983645915985E-08,,1.0983645915985E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_160"",""ContainerId"":""4bc7dff1-c766-4a71-b10a-cb5d7c6df73a"",""NodeId"":""95b8ee8a-f00d-a6a4-6401-ea3424a3ac17""}",,2.74591147899627E-08,,2.74591147899627E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_161"",""ContainerId"":""747e75de-e26b-465d-abfb-d695a62c89b6"",""NodeId"":""d20580c7-967d-4ece-6270-225e22e59679""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_162"",""ContainerId"":""02a5b3a0-5681-4952-9e90-84a5bbe08bec"",""NodeId"":""292b4537-7abb-06ef-5d09-cbe340b6f96b""}",,2.52623856067657E-08,,2.52623856067657E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_163"",""ContainerId"":""83da11be-129d-49d9-8ec8-f66e4ec44679"",""NodeId"":""b507c25d-ebae-910f-ed89-88b97426d79f""}",,1.64754688739776E-08,,1.64754688739776E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_164"",""ContainerId"":""5365aa95-6b9e-44c5-9a52-76dbf9da065f"",""NodeId"":""74748570-f5fc-124f-8a3f-f73f51cb32c4""}",,2.85574793815612E-08,,2.85574793815612E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_165"",""ContainerId"":""a609f7bc-e69f-4623-b049-60234cb04e84"",""NodeId"":""bfa39191-48c6-d06e-c562-c907f251d92e""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_166"",""ContainerId"":""fc4f36a8-5e63-44f0-91d2-031da4c8b5ef"",""NodeId"":""e0235640-6976-fe43-f3e6-c4d1c0951b82""}",,1.20820105075835E-08,,1.20820105075835E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_167"",""ContainerId"":""0caef49e-8089-41b4-b75c-7cf066ebaaac"",""NodeId"":""cc3704bd-2920-08ce-acc7-ee6f22e2a248""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_168"",""ContainerId"":""65bf53d8-6e01-4c1e-ba18-3f22c628126d"",""NodeId"":""c98b4a6e-bbb2-5207-a7dd-68fe4b3259b6""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_169"",""ContainerId"":""05356fb1-1695-4c67-a602-6d473337ca96"",""NodeId"":""070bb995-b36e-5001-f761-463b68b59daa""}",,9.8852813243866E-09,,9.8852813243866E-09
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_17"",""ContainerId"":""d3d6b67b-6f3a-4a94-83c0-b9845acbc2ad"",""NodeId"":""8287666b-c4d1-4c2f-455c-dbe46d91cc6f""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_170"",""ContainerId"":""dc6e8c14-0214-4491-90e0-3c6584092760"",""NodeId"":""cdf41e5f-f6e2-1f6b-648a-86bad3fdc5b7""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_171"",""ContainerId"":""56fb0033-1008-4499-9e33-307b1bdfac1a"",""NodeId"":""47b10376-baf2-3d8e-6ba3-3534ff6e9251""}",,2.30656564235687E-08,,2.30656564235687E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_172"",""ContainerId"":""91705671-1a80-4baf-a422-04d040364c85"",""NodeId"":""1cd7628b-ac99-b271-880f-5f0ac5fda5b0""}",,1.42787396907806E-08,,1.42787396907806E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_173"",""ContainerId"":""abc984ec-cb67-462b-9618-aeb2beb1f064"",""NodeId"":""d4ad970d-53cd-7ed5-750f-2552345c915f""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_174"",""ContainerId"":""cf5d8954-9281-4c05-be8c-8d0406b53fb5"",""NodeId"":""c756a9d4-efac-5f51-09a7-ac26fa56039d""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_175"",""ContainerId"":""db6d6acb-8667-48c0-a2b1-9ad582f26524"",""NodeId"":""610a4db1-8521-0542-8a1f-406f01b5bbf1""}",,2.52623856067657E-08,,2.52623856067657E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_177"",""ContainerId"":""ab9b653c-cecd-4e79-bac8-7f4d53a3ecd4"",""NodeId"":""2f3772ea-08a1-59ed-2089-fa7fd6c11424""}",,1.64754688739776E-08,,1.64754688739776E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_178"",""ContainerId"":""fd461e7c-dcb6-4bed-bb99-acab112d09b6"",""NodeId"":""82646f79-f21c-81f6-086e-04c48b135037""}",,1.42787396907806E-08,,1.42787396907806E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_179"",""ContainerId"":""0d82b384-df48-4f57-9109-cfb9c777027a"",""NodeId"":""88e35963-6d89-a4f1-d090-b85e732af70d""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_18"",""ContainerId"":""79061137-e400-4ee9-a54f-93a1952ac24e"",""NodeId"":""532dfa63-3b64-d439-32e4-8f5360811aae""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_180"",""ContainerId"":""b20d1226-6323-480b-b008-0c2e725537b8"",""NodeId"":""5a7037d2-ebff-ec62-c2b8-e63a5b04cb6a""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_181"",""ContainerId"":""3a648d68-3bd1-446a-9f24-292ac1134e84"",""NodeId"":""7a2723be-28c8-a5bb-98dc-c004338be64d""}",,1.20820105075835E-08,,1.20820105075835E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_182"",""ContainerId"":""363e2c62-274f-424e-84d9-1676dce3fb77"",""NodeId"":""b3b799ff-50b2-7fc0-0901-e9cffcc849f8""}",,2.52623856067657E-08,,2.52623856067657E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_183"",""ContainerId"":""849a836f-f3bc-4f21-a681-8ea53dc010a0"",""NodeId"":""27a950cf-e246-7209-90f8-2847be5b779d""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_184"",""ContainerId"":""55a9d737-08cb-4f85-ac44-97edd23ad7c8"",""NodeId"":""6c1c596e-0152-4c6a-325c-1624ab57e70e""}",,2.30656564235687E-08,,2.30656564235687E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_185"",""ContainerId"":""c6edfb74-177b-49f9-b903-5bacb0d0592d"",""NodeId"":""65e8b65e-2587-0a4f-6942-c8677ff5a6c1""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_186"",""ContainerId"":""0ebb180a-ab4a-4d0e-89bc-41df7544cb71"",""NodeId"":""a79f332e-3209-66c3-8d0c-fb9e955362d0""}",,1.53771042823791E-08,,1.53771042823791E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_187"",""ContainerId"":""2f9cab35-8354-4cfb-92bc-dd6b1405a410"",""NodeId"":""5964edc5-a89a-86de-4daf-1e29a0feac80""}",,1.64754688739776E-08,,1.64754688739776E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_188"",""ContainerId"":""db2a58f4-34ee-4a3b-a5f9-89d7cfadde13"",""NodeId"":""90605808-65ba-3c62-220c-be011e0299bd""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_189"",""ContainerId"":""3c4b800e-31e0-4012-88a5-8bd2881ab9fd"",""NodeId"":""947f0be1-2df1-2b90-0598-32150f4d804c""}",,1.53771042823791E-08,,1.53771042823791E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_19"",""ContainerId"":""e224692f-06c0-4186-9054-3cf67da9d41e"",""NodeId"":""fe6b3cae-479f-3d9d-9ff1-9ce59acbd445""}",,1.31803750991821E-08,,1.31803750991821E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_190"",""ContainerId"":""e6ab442b-f3d4-4a38-91a2-72e0388c4d9b"",""NodeId"":""9ef4350c-df09-5555-f0d9-fcb820f33b6f""}",,2.30656564235687E-08,,2.30656564235687E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_191"",""ContainerId"":""d5f23aad-b6eb-4f9b-be0b-8f3836e14f30"",""NodeId"":""61a58024-2308-f59a-67a4-7367dccb5ccf""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_192"",""ContainerId"":""5dbb6819-680e-4f04-b429-7f0ee2eb0d05"",""NodeId"":""f7dc3e25-d6a7-474d-5a45-129ed06f56b6""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_193"",""ContainerId"":""acc008ff-692c-432e-9a55-9c1c66c728a8"",""NodeId"":""be42d689-4e2f-b951-4a2b-22152cbab962""}",,1.0983645915985E-08,,1.0983645915985E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_194"",""ContainerId"":""ed528859-0dcb-4aba-95d1-66a2b09f20fb"",""NodeId"":""bc5c811e-f097-f20d-b33f-87e14c0a0f6f""}",,2.19672918319702E-08,,2.19672918319702E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_195"",""ContainerId"":""82cd7a12-15ac-4b7b-b692-6cfc601cf6f7"",""NodeId"":""5fa83751-eebf-375d-1353-48124b5ba42b""}",,1.53771042823791E-08,,1.53771042823791E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_196"",""ContainerId"":""1fde5880-05e3-4012-8785-52cbcf2e9418"",""NodeId"":""6ea38356-e704-a443-d141-da842c96f09e""}",,2.74591147899627E-08,,2.74591147899627E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_197"",""ContainerId"":""308cd144-ef28-4043-91d5-000203d76a13"",""NodeId"":""740eac97-56d3-0475-9b92-16cff68cf656""}",,2.08689272403717E-08,,2.08689272403717E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_198"",""ContainerId"":""f86b42b1-525c-46f5-90b9-79d79ec466d9"",""NodeId"":""15d98ddb-73a4-9729-a7eb-548bd1f9a1f1""}",,1.75738334655761E-08,,1.75738334655761E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_199"",""ContainerId"":""9f826226-29fa-47b2-a78b-d763f15d75f7"",""NodeId"":""7046964a-2277-0fed-c4b1-bc1a468086f4""}",,2.63607501983643E-08,,2.63607501983643E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_2"",""ContainerId"":""c247ec90-29e7-411e-99b6-2b55fe75cac0"",""NodeId"":""429b9057-2d0b-c9f1-f980-a8472e9f5c15""}",,2.19672918319702E-08,,2.19672918319702E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_20"",""ContainerId"":""9e81b209-2a90-4039-a43a-75a44c972561"",""NodeId"":""290c2e54-c96d-aa3f-18ce-a57c0960536c""}",,1.86721980571746E-08,,1.86721980571746E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_200"",""ContainerId"":""64618d1c-b0ed-42b7-b21b-33c0f8eb9345"",""NodeId"":""dedf1fc6-2ee8-5a93-6094-c19c16d311bd""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_201"",""ContainerId"":""6f698221-6265-4027-8ff2-44009b8a4d03"",""NodeId"":""a8ee4b7b-b9c4-e892-0eca-31c3327e2cd5""}",,1.97705626487732E-08,,1.97705626487732E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_202"",""ContainerId"":""147fd7b0-607b-410a-bc14-f4f1db48649c"",""NodeId"":""408c582d-c63c-e862-ac0b-e1dfc3810dd3""}",,1.53771042823791E-08,,1.53771042823791E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""hpc-fj35dv55qrac7_203"",""ContainerId"":""bc214e40-08a4-431b-8766-a58d81d07b2c"",""NodeId"":""ff02a1ac-9393-e6d3-a412-6f8ce0f420dc""}",,1.86721980571746E-08,,1.86721980571746E-08
