,,,,
Spend by 'Additional Info' ,Month,,,
Row Labels,8,9,(empty),Total Result
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_256"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_257"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.266672}",,6.41526430272,,6.41526430272
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_257"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_258"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.266672}",,6.41526430272,,6.41526430272
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_258"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_259"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.266672}",,6.41526430272,,6.41526430272
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_259"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_26"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.200004}",4.81144822704,,,4.81144822704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_260"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.250004}",,6.01428622704,,6.01428622704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_260"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_261"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_263"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_264"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_265"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_266"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_267"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_268"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_270"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_271"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_273"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_275"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_276"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_277"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_278"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_279"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_28"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.200004}",4.81144822704,,,4.81144822704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_280"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":1.0}",,24.05676,,24.05676
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_281"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.233338}",,5.61335626488,,5.61335626488
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_281"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_283"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_283"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_284"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_284"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_285"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_285"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_286"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_286"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_287"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_287"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_288"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_288"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_289"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.316673}",,7.61812635948,,7.61812635948
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_289"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.766682}",,18.44388487032,,18.44388487032
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_29"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.200004}",4.81144822704,,,4.81144822704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_291"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_291"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_292"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_292"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_293"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_293"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_294"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.233338}",,5.61335626488,,5.61335626488
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_294"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_296"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_296"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_297"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_297"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_30"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.216671}",5.21240224596,,,5.21240224596
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_30"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.700014}",16.84006879464,,,16.84006879464
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_300"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_300"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_301"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_301"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_302"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_302"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_305"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_305"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.800016}",,19.24579290816,,19.24579290816
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_306"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_306"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_307"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_307"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_308"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_308"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_309"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.200004}",,4.81144822704,,4.81144822704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_309"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_31"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.216671}",5.21240224596,,,5.21240224596
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_31"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.716681}",17.24102281356,,,17.24102281356
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_310"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.233338}",,5.61335626488,,5.61335626488
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_310"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_311"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.200004}",,4.81144822704,,4.81144822704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_311"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_312"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.216671}",,5.21240224596,,5.21240224596
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_312"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_313"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.200004}",,4.81144822704,,4.81144822704
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_313"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_314"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.233338}",,5.61335626488,,5.61335626488
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_314"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.800016}",,19.24579290816,,19.24579290816
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_315"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.300006}",,7.21717234056,,7.21717234056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_ND40rs_v2"",""VMName"":""hpc-brri6ipfjnba3_315"",""VMSSName"":""hpc-brri6ipfjnba3"",""VMProperties"":null,""VCPUs"":40,""ConsumedQuantity"":0.783349}",,18.84483888924,,18.84483888924
