Start time: 1725091775
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.81,   23.89,  95.56,      0.125,    3.03,   11.06,  88.48,     0.250,    1.87,   35.81, 143.24
            1,      0.750,    3.65,   55.08,  73.44,      0.375,    3.65,   27.55,  73.46,     0.750,    3.09,   65.11,  86.82
            2,      1.250,    3.73,   89.86,  71.89,      0.625,    3.73,   44.94,  71.91,     1.250,    3.26,  102.93,  82.34
            3,      1.750,    3.85,  121.86,  69.63,      0.875,    3.81,   61.57,  70.36,     1.750,    3.46,  135.77,  77.58
            4,      2.250,    3.99,  151.41,  67.29,      1.125,    3.98,   75.90,  67.46,     2.250,    3.59,  168.24,  74.77
            6,      3.250,    4.19,  208.11,  64.04,      1.625,    4.17,  104.61,  64.37,     3.250,    3.89,  224.04,  68.94
            8,      4.250,    4.51,  253.18,  59.57,      2.125,    4.49,  127.02,  59.77,     4.250,    4.20,  271.95,  63.99
           12,      6.250,    5.47,  306.77,  49.08,      3.125,    5.43,  154.46,  49.43,     6.250,    6.25,  268.44,  42.95
           16,      8.250,    6.59,  336.16,  40.75,      4.125,    6.52,  169.78,  41.16,     8.250,    8.08,  274.08,  33.22
           20,     10.250,    8.20,  335.38,  32.72,      5.125,    8.23,  167.22,  32.63,    10.250,   10.17,  270.47,  26.39
           24,     12.250,   10.52,  312.61,  25.52,      6.125,   10.49,  156.74,  25.59,    12.250,   12.21,  269.38,  21.99
           28,     14.250,   11.49,  333.00,  23.37,      7.125,   11.42,  167.49,  23.51,    14.250,   14.30,  267.57,  18.78
           32,     16.250,   13.03,  334.82,  20.60,      8.125,   13.01,  167.67,  20.64,    16.250,   16.11,  270.77,  16.66
           40,     20.250,   16.26,  334.39,  16.51,     10.125,   16.23,  167.50,  16.54,    20.250,   20.32,  267.54,  13.21
           48,     24.250,   19.65,  331.31,  13.66,     12.125,   19.62,  165.91,  13.68,    24.250,   24.52,  265.50,  10.95
           56,     28.250,   23.14,  327.73,  11.60,     14.125,   23.16,  163.75,  11.59,    28.250,   28.76,  263.68,   9.33
           64,     32.250,   26.68,  324.50,  10.06,     16.125,   26.74,  161.87,  10.04,    32.250,   33.10,  261.54,   8.11
           80,     40.250,   33.01,  327.36,   8.13,     20.125,   32.94,  163.98,   8.15,    40.250,   41.79,  258.56,   6.42
          104,     52.250,   43.58,  321.86,   6.16,     26.125,   43.74,  160.32,   6.14,    52.250,   54.66,  256.59,   4.91
          120,     60.250,   50.77,  318.54,   5.29,     30.125,   51.36,  157.44,   5.23,    60.250,   63.59,  254.33,   4.22
          128,     64.250,   55.14,  312.80,   4.87,     32.125,   55.19,  156.25,   4.86,    64.250,   67.55,  255.33,   3.97
          160,     80.250,   66.93,  321.87,   4.01,     40.125,   66.91,  160.97,   4.01,    80.250,   86.16,  250.02,   3.12
          192,     96.250,   83.01,  311.26,   3.23,     48.125,   82.85,  155.92,   3.24,    96.250,  103.34,  250.02,   2.60
          256,    128.250,  109.67,  313.90,   2.45,     64.125,  109.78,  156.80,   2.45,   128.250,  137.76,  249.90,   1.95
          320,    160.250,  139.26,  308.89,   1.93,     80.125,  139.39,  154.31,   1.93,   160.250,  172.29,  249.68,   1.56
          512,    256.250,  225.65,  304.84,   1.19,    128.125,  225.65,  152.42,   1.19,   256.250,  275.69,  249.51,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725091935
