Start time: 1725092103
mixbench-cpu (440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 3
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    2.76,   24.28,  97.12,      0.125,    3.29,   10.21,  81.67,     0.250,    1.96,   34.33, 137.31
            1,      0.750,    3.74,   53.89,  71.85,      0.375,    3.75,   26.87,  71.66,     0.750,    3.12,   64.45,  85.93
            2,      1.250,    3.80,   88.30,  70.64,      0.625,    3.76,   44.64,  71.43,     1.250,    3.27,  102.74,  82.19
            3,      1.750,    3.93,  119.62,  68.36,      0.875,    3.85,   61.09,  69.81,     1.750,    3.46,  135.89,  77.65
            4,      2.250,    4.00,  150.96,  67.09,      1.125,    3.98,   75.95,  67.51,     2.250,    3.59,  168.24,  74.77
            6,      3.250,    4.24,  205.61,  63.27,      1.625,    4.24,  102.85,  63.30,     3.250,    3.90,  223.87,  68.88
            8,      4.250,    4.53,  251.84,  59.26,      2.125,    4.47,  127.47,  59.99,     4.250,    4.22,  270.41,  63.63
           12,      6.250,    5.46,  307.22,  49.16,      3.125,    5.43,  154.46,  49.43,     6.250,    6.25,  268.56,  42.97
           16,      8.250,    6.61,  335.29,  40.64,      4.125,    6.55,  169.00,  40.97,     8.250,    8.10,  273.34,  33.13
           20,     10.250,    8.22,  334.65,  32.65,      5.125,    8.28,  166.23,  32.44,    10.250,   10.18,  270.25,  26.37
           24,     12.250,   10.53,  312.31,  25.49,      6.125,   10.50,  156.56,  25.56,    12.250,   12.21,  269.20,  21.98
           28,     14.250,   11.50,  332.57,  23.34,      7.125,   11.44,  167.13,  23.46,    14.250,   14.29,  267.59,  18.78
           32,     16.250,   13.05,  334.26,  20.57,      8.125,   13.02,  167.51,  20.62,    16.250,   16.11,  270.75,  16.66
           40,     20.250,   16.23,  334.94,  16.54,     10.125,   16.23,  167.45,  16.54,    20.250,   20.32,  267.46,  13.21
           48,     24.250,   19.63,  331.65,  13.68,     12.125,   19.62,  165.86,  13.68,    24.250,   24.52,  265.51,  10.95
           56,     28.250,   23.13,  327.90,  11.61,     14.125,   23.15,  163.80,  11.60,    28.250,   28.75,  263.77,   9.34
           64,     32.250,   26.67,  324.64,  10.07,     16.125,   26.74,  161.89,  10.04,    32.250,   33.09,  261.61,   8.11
           80,     40.250,   32.99,  327.47,   8.14,     20.125,   32.93,  164.05,   8.15,    40.250,   41.78,  258.61,   6.42
          104,     52.250,   43.55,  322.05,   6.16,     26.125,   43.73,  160.38,   6.14,    52.250,   54.64,  256.71,   4.91
          120,     60.250,   50.75,  318.67,   5.29,     30.125,   51.34,  157.52,   5.23,    60.250,   63.21,  255.88,   4.25
          128,     64.250,   55.15,  312.74,   4.87,     32.125,   55.20,  156.22,   4.86,    64.250,   67.52,  255.43,   3.98
          160,     80.250,   66.91,  321.95,   4.01,     40.125,   66.90,  161.01,   4.01,    80.250,   86.15,  250.06,   3.12
          192,     96.250,   82.95,  311.46,   3.24,     48.125,   82.81,  156.01,   3.24,    96.250,  103.33,  250.04,   2.60
          256,    128.250,  109.63,  314.02,   2.45,     64.125,  109.78,  156.79,   2.45,   128.250,  137.75,  249.92,   1.95
          320,    160.250,  139.25,  308.93,   1.93,     80.125,  139.34,  154.36,   1.93,   160.250,  172.26,  249.72,   1.56
          512,    256.250,  225.59,  304.92,   1.19,    128.125,  225.60,  152.45,   1.19,   256.250,  275.65,  249.54,   0.97
------------------------------------------------------------------------------------------------------------------------------
End time: 1725092259
