Start time: 1725067463
mixbench-cpu (v0.04-12-g440a133)
Use "-h" argument to see available options
Working memory size: 256MB
Total threads: 96
---------------------------------------------------------- CSV data ----------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   13.52,    4.96,  19.85,      0.125,   13.50,    2.49,  19.88,     0.250,   11.27,    5.95,  23.81
            1,      0.750,   14.92,   13.49,  17.99,      0.375,   14.88,    6.76,  18.04,     0.750,   14.04,   14.34,  19.12
            2,      1.250,   15.40,   21.79,  17.43,      0.625,   15.06,   11.14,  17.83,     1.250,   14.31,   23.44,  18.76
            3,      1.750,   15.40,   30.51,  17.43,      0.875,   15.39,   15.26,  17.45,     1.750,   14.66,   32.05,  18.31
            4,      2.250,   15.77,   38.30,  17.02,      1.125,   15.79,   19.13,  17.00,     2.250,   15.08,   40.05,  17.80
            6,      3.250,   16.93,   51.54,  15.86,      1.625,   16.58,   26.32,  16.19,     3.250,   15.89,   54.90,  16.89
            8,      4.250,   17.16,   66.48,  15.64,      2.125,   17.39,   32.81,  15.44,     4.250,   16.37,   69.67,  16.39
           12,      6.250,   19.09,   87.88,  14.06,      3.125,   19.07,   44.00,  14.08,     6.250,   20.39,   82.27,  13.16
           16,      8.250,   21.25,  104.19,  12.63,      4.125,   21.29,   52.01,  12.61,     8.250,   25.57,   86.62,  10.50
           20,     10.250,   25.87,  106.37,  10.38,      5.125,   25.91,   53.09,  10.36,    10.250,   31.38,   87.68,   8.55
           24,     12.250,   32.40,  101.50,   8.29,      6.125,   32.27,   50.95,   8.32,    12.250,   37.36,   88.02,   7.18
           28,     14.250,   35.23,  108.59,   7.62,      7.125,   34.96,   54.71,   7.68,    14.250,   43.50,   87.93,   6.17
           32,     16.250,   39.75,  109.73,   6.75,      8.125,   39.60,   55.08,   6.78,    16.250,   48.70,   89.57,   5.51
           40,     20.250,   48.89,  111.19,   5.49,     10.125,   48.88,   55.61,   5.49,    20.250,   61.02,   89.08,   4.40
           48,     24.250,   58.79,  110.73,   4.57,     12.125,   58.76,   55.39,   4.57,    24.250,   73.18,   88.96,   3.67
           56,     28.250,   68.89,  110.08,   3.90,     14.125,   69.03,   54.93,   3.89,    28.250,   85.60,   88.59,   3.14
           64,     32.250,   79.55,  108.82,   3.37,     16.125,   79.57,   54.40,   3.37,    32.250,   98.44,   87.94,   2.73
           80,     40.250,   98.04,  110.20,   2.74,     20.125,   97.63,   55.33,   2.75,    40.250,  123.97,   87.16,   2.17
          104,     52.250,  128.98,  108.74,   2.08,     26.125,  129.28,   54.25,   2.08,    52.250,  161.83,   86.67,   1.66
          120,     60.250,  150.25,  107.64,   1.79,     30.125,  151.93,   53.23,   1.77,    60.250,  186.93,   86.52,   1.44
          128,     64.250,  162.72,  105.99,   1.65,     32.125,  162.60,   53.03,   1.65,    64.250,  199.69,   86.37,   1.34
          160,     80.250,  197.88,  108.87,   1.36,     40.125,  197.71,   54.48,   1.36,    80.250,  254.92,   84.50,   1.05
          192,     96.250,  245.26,  105.35,   1.09,     48.125,  244.91,   52.75,   1.10,    96.250,  305.32,   84.62,   0.88
          256,    128.250,  323.73,  106.34,   0.83,     64.125,  324.48,   53.05,   0.83,   128.250,  407.00,   84.59,   0.66
          320,    160.250,  409.19,  105.13,   0.66,     80.125,  407.49,   52.78,   0.66,   160.250,  508.67,   84.57,   0.53
          512,    256.250,  665.15,  103.41,   0.40,    128.125,  665.34,   51.69,   0.40,   256.250,  813.56,   84.55,   0.33
------------------------------------------------------------------------------------------------------------------------------
End time: 1725067739
